plot_symbol,earnings_asset,news_id,timestamp_iso,exchange_tick,old_eps,new_eps,model_fair_value_jump,market_mid_before_news,spread_before_news,market_mid_after_100ms,spread_after_100ms,market_mid_after_250ms,spread_after_250ms,market_mid_after_500ms,spread_after_500ms,market_mid_after_1s,spread_after_1s,market_mid_after_2s,spread_after_2s,market_mid_after_5s,spread_after_5s,max_excursion_from_pre_news_mid,final_settling_move_5s
C,C,market_research_2026-04-04_21-53-21_live_round-news-6,2026-04-05T02:56:56.097937+00:00,1050,2.0323766743214744,2.055415039913151,,1027.0,6.0,1027.5,7.0,1033.0,0.0,1033.0,0.0,1036.0,6.0,1034.0,6.0,1036.5,3.0,9.5,9.5
C,C,market_research_2026-04-04_21-53-21_live_round-news-9,2026-04-05T03:01:30.663539+00:00,1500,2.055415039913151,2.0959920474171785,,977.0,6.0,977.5,7.0,979.5,11.0,998.5,7.0,998.0,6.0,998.0,6.0,997.0,4.0,21.5,20.0
C,C,market_research_2026-04-04_21-53-21_live_round-news-12,2026-04-05T03:07:27.550692+00:00,1950,2.0959920474171785,2.13407379534728,,1035.0,6.0,1035.5,7.0,1037.5,11.0,1054.0,6.0,1054.0,6.0,1053.5,5.0,1050.0,6.0,19.0,15.0
ETF,A,market_research_2026-04-04_21-53-21_live_round-news-1,2026-04-05T02:53:29.633790+00:00,300,,1.05516484828479,,3319.5,3.0,3323.0,2.0,3323.0,2.0,3325.5,5.0,3324.0,6.0,3318.0,8.0,3270.0,2.0,-49.5,-49.5
ETF,A,market_research_2026-04-04_21-53-21_live_round-news-2,2026-04-05T02:54:30.611445+00:00,600,1.05516484828479,1.056774042770555,0.01609194485764931,3207.5,3.0,3206.5,9.0,3206.5,9.0,3205.0,6.0,3202.0,6.0,3202.5,-9.0,3198.0,4.0,-9.5,-9.5
ETF,C,market_research_2026-04-04_21-53-21_live_round-news-3,2026-04-05T02:54:30.616384+00:00,600,,2.0323766743214744,,3207.5,3.0,3206.5,9.0,3206.5,9.0,3205.0,6.0,3202.0,6.0,3202.5,-9.0,3198.0,4.0,-9.5,-9.5
ETF,A,market_research_2026-04-04_21-53-21_live_round-news-4,2026-04-05T02:55:07.688261+00:00,750,1.056774042770555,0.969343952194596,-0.8743009057595899,3245.0,6.0,3241.0,0.0,3241.0,0.0,3241.0,2.0,3237.0,6.0,3222.5,5.0,3205.0,2.0,-40.0,-40.0
ETF,A,market_research_2026-04-04_21-53-21_live_round-news-5,2026-04-05T02:56:56.080083+00:00,1050,0.969343952194596,1.1637403844963423,1.9439643230174646,3150.5,3.0,3157.0,-10.0,3153.0,8.0,3156.5,7.0,3156.5,7.0,3165.0,6.0,3199.5,3.0,49.0,49.0
ETF,C,market_research_2026-04-04_21-53-21_live_round-news-6,2026-04-05T02:56:56.097937+00:00,1050,2.0323766743214744,2.055415039913151,,3150.5,3.0,3157.0,-10.0,3153.5,9.0,3156.5,7.0,3156.5,7.0,3165.5,5.0,3199.5,3.0,49.0,49.0
ETF,A,market_research_2026-04-04_21-53-21_live_round-news-7,2026-04-05T02:58:11.142705+00:00,1200,1.1637403844963423,1.044604063150129,-1.1913632134621341,3369.0,6.0,3369.0,6.0,3362.0,-2.0,3364.5,21.0,3357.0,6.0,3346.5,3.0,3337.5,5.0,-31.5,-31.5
ETF,A,market_research_2026-04-04_21-53-21_live_round-news-8,2026-04-05T03:01:30.636712+00:00,1500,1.044604063150129,0.7920303425873274,-2.5257372056280163,3164.0,8.0,3164.0,8.0,3164.0,8.0,3165.5,11.0,3165.0,12.0,3178.5,-1.0,3168.5,5.0,14.5,4.5
ETF,C,market_research_2026-04-04_21-53-21_live_round-news-9,2026-04-05T03:01:30.663539+00:00,1500,2.055415039913151,2.0959920474171785,,3164.0,8.0,3164.0,8.0,3164.0,8.0,3173.5,-5.0,3173.0,-4.0,3178.5,-1.0,3169.0,6.0,14.5,5.0
ETF,A,market_research_2026-04-04_21-53-21_live_round-news-10,2026-04-05T03:03:31.891498+00:00,1650,0.7920303425873274,0.9665083661136648,1.7447802352633746,2967.5,21.0,2971.0,6.0,2971.0,6.0,2978.5,-9.0,2978.5,-7.0,2992.0,-6.0,3007.5,-1.0,40.0,40.0
ETF,A,market_research_2026-04-04_21-53-21_live_round-news-11,2026-04-05T03:07:27.514714+00:00,1950,0.9665083661136648,1.0442082126875445,0.7769984657387958,3121.0,4.0,3130.5,-15.0,3130.5,-15.0,3122.5,7.0,3137.0,-18.0,3149.5,3.0,3152.0,12.0,31.0,31.0
ETF,C,market_research_2026-04-04_21-53-21_live_round-news-12,2026-04-05T03:07:27.550692+00:00,1950,2.0959920474171785,2.13407379534728,,3121.0,4.0,3130.5,-15.0,3130.5,-15.0,3123.5,9.0,3137.0,-18.0,3149.5,3.0,3152.0,12.0,31.0,31.0
ETF,A,market_research_2026-04-04_21-53-21_live_round-news-13,2026-04-05T03:09:16.049283+00:00,2100,1.0442082126875445,0.9376521643367762,-1.0655604835076797,3198.0,8.0,3200.5,3.0,3200.5,3.0,3206.0,-2.0,3206.5,3.0,3207.0,6.0,,,9.0,
