event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_A_news,latest_known_eps_for_A
4812,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:23.566177+00:00,1775350583566177000,166293875956250,1725,,,A,1103,40,1103.5,-1.0,25.001815209,1.0607655298379044
4813,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:23.566276+00:00,1775350583566276000,166293876054333,1725,,,A,1104,60,1103.5,-1.0,25.001913292,1.0607655298379044
5597,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:33.144475+00:00,1775350593144475000,166303454277500,1725,,,A,1103,40,1104.0,-2.0,34.580136459,1.0607655298379044
5598,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:33.144623+00:00,1775350593144623000,166303454424958,1725,,,A,1104,60,1104.0,-2.0,34.580283917,1.0607655298379044
5599,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:33.144728+00:00,1775350593144728000,166303454530708,1725,,,A,1105,80,1104.0,-2.0,34.580389667,1.0607655298379044
5781,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:35.356043+00:00,1775350595356043000,166305665850583,1725,,,A,1102,40,1103.0,-2.0,36.791709542,1.0607655298379044
5782,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:35.356148+00:00,1775350595356148000,166305665955625,1725,,,A,1103,60,1103.0,-2.0,36.791814584,1.0607655298379044
5783,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:35.356239+00:00,1775350595356239000,166305666046958,1725,,,A,1104,100,1103.0,-2.0,36.791905917,1.0607655298379044
5883,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:36.612746+00:00,1775350596612746000,166306922556625,1725,,,A,1100,40,1102.0,-4.0,38.048415584,1.0607655298379044
5884,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:36.612862+00:00,1775350596612862000,166306922673291,1725,,,A,1101,60,1102.0,-4.0,38.04853225,1.0607655298379044
5885,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:36.612960+00:00,1775350596612960000,166306922771125,1725,,,A,1102,80,1102.0,-4.0,38.048630084,1.0607655298379044
5886,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:36.613053+00:00,1775350596613053000,166306922863500,1725,,,A,1103,20,1102.0,-4.0,38.048722459,1.0607655298379044
6101,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:39.234896+00:00,1775350599234896000,166309544713083,1850,,,A,1103,40,1103.0,0.0,40.670572042,1.0607655298379044
7368,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:54.874582+00:00,1775350614874582000,166325184437166,1900,,,A,1094,40,1093.0,-2.0,56.310296125,1.0607655298379044
7369,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:54.874746+00:00,1775350614874746000,166325184601333,1900,,,A,1094,100,1093.0,-2.0,56.310460292,1.0607655298379044
7370,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:54.874870+00:00,1775350614874870000,166325184725541,1900,,,A,1093,60,1093.0,-2.0,56.3105845,1.0607655298379044
7470,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:56.081007+00:00,1775350616081007000,166326390866208,1900,,,A,1094,40,1096.5,-5.0,57.516725167,1.0607655298379044
7471,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:56.081093+00:00,1775350616081093000,166326390951958,1900,,,A,1095,60,1096.5,-5.0,57.516810917,1.0607655298379044
7472,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:56.081166+00:00,1775350616081166000,166326391025041,1900,,,A,1096,80,1096.5,-5.0,57.516884,1.0607655298379044
7473,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:56:56.081237+00:00,1775350616081237000,166326391095750,1900,,,A,1097,20,1096.5,-5.0,57.516954709,1.0607655298379044
8254,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:05.726895+00:00,1775350625726895000,166336036777625,1975,,,A,1100,40,1099.5,-1.0,6.835394084,1.2980945711385277
8255,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:05.726979+00:00,1775350625726979000,166336036861833,1975,,,A,1099,60,1099.5,-1.0,6.835478292,1.2980945711385277
8405,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:07.665891+00:00,1775350627665891000,166337975777708,1975,,,A,1119,40,1121.0,-4.0,8.774394167,1.2980945711385277
8410,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:07.685506+00:00,1775350627685506000,166337995392958,1975,,,A,1120,60,1121.0,-2.0,8.794009417,1.2980945711385277
8415,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:07.702150+00:00,1775350627702150000,166338012037375,1975,,,A,1121,80,1121.0,0.0,8.810653834,1.2980945711385277
8427,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:07.867066+00:00,1775350627867066000,166338176953416,1975,,,A,1122,40,1125.5,-7.0,8.975569875,1.2980945711385277
8432,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:07.889505+00:00,1775350627889505000,166338199392875,1975,,,A,1122,60,1125.0,-6.0,8.998009334,1.2980945711385277
8446,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.089336+00:00,1775350628089336000,166338399223916,1975,,,A,1132,40,1133.5,-3.0,9.197840375,1.2980945711385277
8451,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.110667+00:00,1775350628110667000,166338420555416,1975,,,A,1132,60,1133.0,-2.0,9.219171875,1.2980945711385277
8465,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.273310+00:00,1775350628273310000,166338583198250,1975,,,A,1138,40,1142.5,-9.0,9.381814709,1.2980945711385277
8470,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.293951+00:00,1775350628293951000,166338603839791,1975,,,A,1138,60,1142.0,-8.0,9.40245625,1.2980945711385277
8475,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.308139+00:00,1775350628308139000,166338618028000,1975,,,A,1141,40,1143.0,-4.0,9.416644459,1.2980945711385277
8476,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.308217+00:00,1775350628308217000,166338618106458,1975,,,A,1142,40,1143.0,-4.0,9.416722917,1.2980945711385277
8482,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.321585+00:00,1775350628321585000,166338631473833,1975,,,A,1142,20,1143.0,-2.0,9.430090292,1.2980945711385277
8483,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.321671+00:00,1775350628321671000,166338631559791,1975,,,A,1143,80,1143.0,-2.0,9.43017625,1.2980945711385277
8491,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.480010+00:00,1775350628480010000,166338789899250,1975,,,A,1144,40,1151.0,-14.0,9.588515709,1.2980945711385277
8496,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.499990+00:00,1775350628499990000,166338809878875,1975,,,A,1144,60,1150.5,-13.0,9.608495334,1.2980945711385277
8501,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.511627+00:00,1775350628511627000,166338821515958,1975,,,A,1153,40,1154.5,-3.0,9.620132417,1.2980945711385277
8502,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.511709+00:00,1775350628511709000,166338821598625,1975,,,A,1154,40,1154.5,-3.0,9.620215084,1.2980945711385277
8508,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.525518+00:00,1775350628525518000,166338835407291,1975,,,A,1154,20,1154.5,-1.0,9.63402375,1.2980945711385277
8509,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.525600+00:00,1775350628525600000,166338835489333,1975,,,A,1155,80,1154.5,-1.0,9.634105792,1.2980945711385277
8516,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.672503+00:00,1775350628672503000,166338982392750,1975,,,A,1156,40,1164.5,-17.0,9.781009209,1.2980945711385277
8521,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.689268+00:00,1775350628689268000,166338999158000,1975,,,A,1156,60,1164.0,-16.0,9.797774459,1.2980945711385277
8526,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.707313+00:00,1775350628707313000,166339017202833,1975,,,A,1164,40,1167.5,-7.0,9.815819292,1.2980945711385277
8527,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.708673+00:00,1775350628708673000,166339018562416,1975,,,A,1165,40,1167.5,-7.0,9.817178875,1.2980945711385277
8533,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.728965+00:00,1775350628728965000,166339038855000,1975,,,A,1165,20,1167.5,-5.0,9.837471459,1.2980945711385277
8534,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.729056+00:00,1775350628729056000,166339038946458,1975,,,A,1166,80,1167.5,-5.0,9.837562917,1.2980945711385277
8540,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.871574+00:00,1775350628871574000,166339181463958,1975,,,A,1167,40,1178.0,-22.0,9.980080417,1.2980945711385277
8545,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.885279+00:00,1775350628885279000,166339195169291,1975,,,A,1167,60,1177.5,-21.0,9.99378575,1.2980945711385277
8550,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.896544+00:00,1775350628896544000,166339206434541,1975,,,A,1179,40,1183.0,-8.0,10.005051,1.2980945711385277
8551,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.896657+00:00,1775350628896657000,166339206547083,1975,,,A,1180,40,1183.0,-8.0,10.005163542,1.2980945711385277
8557,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.911727+00:00,1775350628911727000,166339221617208,1975,,,A,1180,20,1183.0,-6.0,10.020233667,1.2980945711385277
8558,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:08.911810+00:00,1775350628911810000,166339221700750,1975,,,A,1181,80,1183.0,-6.0,10.020317209,1.2980945711385277
8565,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.145170+00:00,1775350629145170000,166339455060791,1975,,,A,1182,40,1195.5,-27.0,10.25367725,1.2980945711385277
8570,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.156331+00:00,1775350629156331000,166339466222125,1975,,,A,1182,60,1195.0,-26.0,10.264838584,1.2980945711385277
8575,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.167303+00:00,1775350629167303000,166339477194541,1975,,,A,1195,40,1201.0,-12.0,10.275811,1.2980945711385277
8576,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.167385+00:00,1775350629167385000,166339477276375,1975,,,A,1196,40,1201.0,-12.0,10.275892834,1.2980945711385277
8582,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.181001+00:00,1775350629181001000,166339490892125,1975,,,A,1196,20,1201.0,-10.0,10.289508584,1.2980945711385277
8583,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.181088+00:00,1775350629181088000,166339490978541,1975,,,A,1197,80,1201.0,-10.0,10.289595,1.2980945711385277
8589,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.277793+00:00,1775350629277793000,166339587684125,1975,,,A,1198,40,1212.5,-29.0,10.386300584,1.2980945711385277
8594,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.298809+00:00,1775350629298809000,166339608700250,1975,,,A,1198,60,1212.0,-28.0,10.407316709,1.2980945711385277
8599,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.313327+00:00,1775350629313327000,166339623218708,1975,,,A,1215,40,1220.0,-10.0,10.421835167,1.2980945711385277
8600,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.313406+00:00,1775350629313406000,166339623297708,1975,,,A,1216,40,1220.0,-10.0,10.421914167,1.2980945711385277
8606,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.327041+00:00,1775350629327041000,166339636932208,1975,,,A,1216,20,1220.0,-8.0,10.435548667,1.2980945711385277
8607,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.327119+00:00,1775350629327119000,166339637010833,1975,,,A,1217,80,1220.0,-8.0,10.435627292,1.2980945711385277
8613,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.477799+00:00,1775350629477799000,166339787691083,1975,,,A,1218,40,1237.0,-38.0,10.586307542,1.2980945711385277
8618,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.500771+00:00,1775350629500771000,166339810662541,1975,,,A,1218,60,1236.5,-37.0,10.609279,1.2980945711385277
8623,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.516546+00:00,1775350629516546000,166339826438041,1975,,,A,1233,40,1243.5,-21.0,10.6250545,1.2980945711385277
8624,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.516622+00:00,1775350629516622000,166339826514166,1975,,,A,1234,40,1243.5,-21.0,10.625130625,1.2980945711385277
8630,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.529962+00:00,1775350629529962000,166339839854000,1975,,,A,1234,20,1243.5,-19.0,10.638470459,1.2980945711385277
8631,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.530037+00:00,1775350629530037000,166339839928625,1975,,,A,1235,80,1243.5,-19.0,10.638545084,1.2980945711385277
8637,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.687416+00:00,1775350629687416000,166339997307458,1975,,,A,1236,40,1262.5,-53.0,10.795923917,1.2980945711385277
8642,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.707094+00:00,1775350629707094000,166340016986208,1975,,,A,1236,60,1262.0,-52.0,10.815602667,1.2980945711385277
8647,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.718874+00:00,1775350629718874000,166340028766458,1975,,,A,1262,40,1274.5,-25.0,10.827382917,1.2980945711385277
8648,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.718976+00:00,1775350629718976000,166340028868541,1975,,,A,1263,40,1274.5,-25.0,10.827485,1.2980945711385277
8654,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.732733+00:00,1775350629732733000,166340042625041,1975,,,A,1263,20,1274.5,-23.0,10.8412415,1.2980945711385277
8655,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.732812+00:00,1775350629732812000,166340042704500,1975,,,A,1264,80,1274.5,-23.0,10.841320959,1.2980945711385277
8661,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.874747+00:00,1775350629874747000,166340184640083,1975,,,A,1265,40,1297.0,-64.0,10.983256542,1.2980945711385277
8666,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.887087+00:00,1775350629887087000,166340196980000,1975,,,A,1265,60,1296.5,-63.0,10.995596459,1.2980945711385277
8671,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.897908+00:00,1775350629897908000,166340207801250,1975,,,A,1295,40,1311.0,-32.0,11.006417709,1.2980945711385277
8672,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.897990+00:00,1775350629897990000,166340207883375,1975,,,A,1296,40,1311.0,-32.0,11.006499834,1.2980945711385277
8678,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.911597+00:00,1775350629911597000,166340221489333,1975,,,A,1296,20,1311.0,-30.0,11.020105792,1.2980945711385277
8679,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:09.911738+00:00,1775350629911738000,166340221631083,1975,,,A,1297,80,1311.0,-30.0,11.020247542,1.2980945711385277
8686,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:10.080373+00:00,1775350630080373000,166340390265791,1975,,,A,1298,40,1313.0,-30.0,11.18888225,1.2980945711385277
8691,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:10.102028+00:00,1775350630102028000,166340411921125,1975,,,A,1298,60,1312.5,-29.0,11.210537584,1.2980945711385277
9704,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:22.617382+00:00,1775350642617382000,166352927306000,1975,,,A,1333,40,1333.5,-1.0,23.725922459,1.2980945711385277
9705,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:22.617512+00:00,1775350642617512000,166352927436500,1975,,,A,1334,60,1333.5,-1.0,23.726052959,1.2980945711385277
9774,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:23.422259+00:00,1775350643422259000,166353732185000,1975,,,A,1326,40,1325.0,-2.0,24.530801459,1.2980945711385277
9775,A_research_2026-04-04_19-55-24_live_round,d6bdafd6aa01457e9e5ab12d9b60db8d,2026-04-05T00:57:23.422355+00:00,1775350643422355000,166353732281208,1975,,,A,1325,60,1325.0,-2.0,24.530897667,1.2980945711385277
