tick,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24
10,101.30875925273214,99.19529578396403,99.4054848774476,98.14887605798612,100.34613163896475,99.64663955775058,97.40351287712916,99.51918049879897,99.43916746802967,99.17569757639984,99.48812124139795,99.99669325353325,100.0104478283748,98.30288345472165,99.01547132232373,98.89412316130512,100.67026007607436,99.71727082192315,99.51433070478305,100.35901255482912,100.79196179288341,99.6733413027275,100.38746982556135,99.41018312667187,100.15261431437445
11,101.37640901271236,98.93225881928004,99.65446330996092,97.93494821610423,100.44100488566032,98.93232260914374,97.29290263509212,99.25981263792647,99.25819329018665,98.96094344880764,99.39308866796303,100.27257177845236,99.72460094270521,97.61272620832523,98.98043846875979,99.06595764848423,101.9127904360202,99.79616812129805,99.51652207855771,99.97427264307565,101.4532608948922,100.06561396932122,100.04607602295097,99.5573213931693,100.15215598582482
12,101.76541981910343,98.71543824839179,99.78863097675132,98.3799046732295,100.34530135718758,99.59451140034953,97.22876429906987,99.35570466362081,99.66134860178302,99.1999424061053,99.55789457182836,100.5066456436755,100.15002827122571,98.09796378976827,99.06489481858229,99.40686786810764,102.4221996413766,99.85429838346245,99.64073742702278,99.67011132172487,101.78165201695478,100.21004458872389,100.2145595674472,99.87534494563486,100.45697447819799
13,101.68907078729075,97.99789465362555,99.52294108039312,98.10893489476459,100.6824644889813,99.59664158901911,96.98246421740627,99.30862302332574,99.72221829963324,98.85328017930945,99.48341151592604,100.70691452123299,100.09941559117723,98.87502209618812,98.86918732842588,99.68907772276198,102.249735807265,100.21864780519843,99.14225395489184,99.80628484409532,101.78254004025162,100.18143089983414,100.46824352403708,100.02938789966467,100.30520629116108
14,101.32602635547691,97.74809252677746,99.66867223963905,97.88999008117972,101.06181385473435,99.54822726533571,96.73319783842022,99.30712805336226,99.28137012002621,99.0245153823982,99.14546843034022,101.14960763110358,100.22331880631972,99.12127461589058,98.97219463332996,99.4103155392234,102.35534284288525,100.26534873400338,99.32035367019003,99.54150704721954,101.73036424623396,100.07363185211508,100.47764446466208,100.21185597968211,100.72427291935897
15,101.5709306924668,97.77500250855647,99.84833664176224,98.28796615550215,101.32442573366396,99.42713019435506,96.68402288784065,99.22385666425777,99.24827645078082,98.52456035918104,99.2119359860217,101.2977159813679,99.7382384813854,98.95839448563599,99.16704486478183,99.36911679856901,102.25986782170624,100.2769672807504,99.05051638872209,99.61491930349979,101.63934606115002,100.3625967615567,100.64285126126333,100.27523578406274,100.83710218223355
16,101.93709694852707,97.2661363732863,100.250554083746,98.42644344388849,101.98515277855736,100.02172160283237,97.75722011916692,99.65902372434968,99.3022272918601,98.46537835210722,99.31734982708197,101.12836369301728,100.1178721281457,99.18626813965959,98.92436961157053,99.36396138570016,102.2897254318153,100.3489550633985,99.42526249723386,99.41999458460691,101.79863074612196,100.13323381508704,100.00558162213777,100.05844900227709,101.37094419828587
17,102.01195887568927,97.74185678073802,100.26297619243549,98.36383675168184,101.87816168708623,99.98355259010769,97.58702700873361,99.71237372765532,99.3755275920784,98.41046248500491,99.31151677403706,100.75711040830139,100.29717179227806,99.0912583072456,99.60032614563148,99.62496371016519,102.03714167025255,100.43040694486609,99.64755293741663,99.35083850466594,102.14840871130318,99.76477705598857,100.46873281954042,100.12750801403926,100.43704869887759
18,101.77119030000102,97.6934055597707,100.76667982906606,97.9578498499485,101.97526283472175,100.64096156342117,97.60002495708603,99.64541213425673,99.45039540048863,98.72997223787519,99.65114192653074,100.91617547551,100.83317378239849,98.87466133127896,99.67574201197029,99.48765116958161,102.00061732537732,100.46695355690096,99.98420931440933,99.34740752089303,102.47618496097927,99.86168430136173,100.67918886903534,100.40200710129058,100.36971215962933
19,101.71319525946008,97.68860424237691,101.08570491486428,97.43139933358201,101.93891948746675,100.55887943910646,97.77515893233144,99.6867370952716,99.9604215076432,98.4528529739184,99.60099985808132,100.95945194319795,100.77713067810629,98.8568032121451,99.77529994362614,99.88397738293571,102.30341033316067,100.52762782844164,100.24931120224252,99.07297409815257,102.79663281392433,100.064972154733,100.82941587967177,100.06185334494788,100.37001084671287
20,101.52565123760904,97.26266976303357,101.08359948403901,96.65391320467145,101.9716688751131,100.31846175756137,97.46051800741249,98.87266035683346,99.77266865431507,98.45274440230467,99.67540538660138,100.71479457971759,100.7142668504425,98.4292406600233,99.40804216491968,99.84440906621866,101.63200681284259,100.422315156912,99.94968772685141,98.81588193540692,102.21027156810312,99.2685014804889,101.21379908124722,99.36350978239311,99.87616395237309
21,101.44262432889138,96.87973570382813,101.08459056688798,96.41816490848497,102.10816494739399,100.59448358310776,97.42002657883464,98.8318231699951,99.89206561109097,98.45106778022333,99.59662002524304,100.5656514040821,100.57116620548808,98.40570500632938,99.48867755110317,100.0118220092168,101.27895579725114,100.97039436708859,99.93843621040156,98.95803902677059,102.53050740270577,99.36365595690663,101.91678078901126,99.5674129513045,100.05903825146582
22,101.63653294932963,97.13420085175258,101.29056178706479,96.24220831345572,101.93552135214814,100.28189514811655,97.5461309855074,98.91713974790692,99.90488230608297,98.32747547286758,99.5416311941224,100.97635355909554,100.51525816792817,98.3797040488746,99.9224435994079,99.82790382290396,101.18442041548488,101.00140519902764,100.00409972586267,98.85867243735792,102.68284301356634,99.46363000142291,102.43778086556114,99.29938069709324,99.41402286160314
23,101.86550889183266,97.45244063021049,101.40454074130292,96.16700485743057,102.27080107311986,100.51707133917432,97.87359049537608,98.7483723998885,100.10687934257564,98.63067650019666,99.62455000070034,101.57202838105032,100.86247051243488,98.31028592203138,99.68883807047527,99.86925328215372,101.11907723615415,101.36419034305351,100.67347580666787,99.48676100425814,102.59381496730153,99.6605937452803,102.9663516770729,99.934005487145,99.38031184108027
24,101.4985274732988,97.6928844619305,101.29662454873763,96.32357506765175,102.34266366328717,100.6357266590111,97.60327952378034,99.17335733325919,99.77297235852568,98.53416689923911,99.56491577171052,101.92755322270898,101.04590593334997,99.01983087664259,99.83571037281085,100.1749947137098,100.9667888352701,101.60569997251524,100.57926526465737,99.81907177268872,102.71810294569178,99.9153911217354,102.09136862616623,100.2615541370466,99.35387254639556
25,101.37745351622293,97.70680866052236,101.38098911164252,96.54409602307499,102.67537793761447,100.54938910568966,97.3122673825822,99.13351013643921,99.67963593729866,98.92289995480616,99.3643655438402,102.01517408258296,100.93176985532432,98.94227112774101,99.9042945975989,100.31933547589047,100.74869027237031,101.75041770475346,100.23302181703473,99.51023326183424,103.14924052201764,99.98551977234283,101.97175816985582,100.62544122191751,99.37103184314658
26,101.192555651422,97.86909451868257,101.81718332197086,96.68562676734669,102.82461804569759,100.55078220414993,97.32429879365847,98.90821518446964,99.86984294509814,98.68184666168166,99.7142674168738,101.67559010070414,101.47866398239076,99.35040523099347,100.17905426651059,100.48209182919575,100.70881626445366,101.85235513477775,99.9881121876052,99.66214481493789,103.41972480403184,100.61683651163253,101.98474160718321,100.76078907978209,99.08462701948
27,100.77398930882435,97.65381145996466,101.66149728065255,96.97363298248753,101.83327540339256,100.41234193889312,97.32011152894266,98.64417121819594,99.82932192918675,98.79077979978835,99.37130392001991,102.17978559403798,101.68848068776501,99.20554557050413,99.87007198651487,100.11897854139708,100.7852776436094,101.85663313897128,99.22967822354839,99.52477897054195,103.35107929580396,100.1440749573106,101.27601185592732,100.73287110580195,99.27872032200116
28,100.47098108105345,96.98615712670977,101.64083934739718,96.72510261708705,101.8452242417652,100.14933171211341,97.18044447800295,98.39903796666121,99.51288735010363,98.67402907721633,99.52076319032494,102.33259446935999,101.83299809674854,99.21116808664549,99.57743410762153,99.7857667520245,100.84891713615824,101.6749526980113,99.28101556326352,99.68600018958001,103.05775442161416,100.4158451563033,100.74838119831728,101.06707019890396,99.15192810552341
29,100.6552752557564,96.60505077490862,101.52707021005605,96.57714341418644,102.07818716441184,99.91962103667508,96.70397649672408,98.14527299410162,99.35176226230344,98.46408899189521,99.03663244643359,101.71888405364767,101.28490680557492,99.57292424409928,99.19771827700552,99.6500083486395,100.37978137209528,101.27952941020207,99.47124477974296,99.16063118450211,102.75927234906328,99.89504788541576,100.82719080747555,100.5232186670605,98.78282930841515
30,100.5445640782403,96.72966288344868,101.37041597451264,96.86190363901417,102.26772875040976,99.94517932359516,97.11644246084217,97.91505282568994,99.42381265139942,98.60327611107436,99.35688641622868,102.0738985783071,101.59526996469012,99.37255383671116,99.11967053033308,99.76841867694033,100.82958417168922,101.63737044436117,99.17687386798745,99.12114183833053,102.39574025383413,99.76679621068392,101.193863700586,100.39784625316734,99.20201288252373
31,100.75312279107524,96.77512077736677,101.46140984624637,96.92999940153588,102.60138441695605,100.05753732112716,97.62274244553728,98.09995967556895,99.80926874426714,98.98833180216639,99.37846321052072,102.22217385156554,101.28472156953063,99.3522973059652,99.51036865232501,99.77017204961157,101.35972673671186,101.94490226268582,99.25351486740017,99.38920183272208,102.38189836332874,99.81592392468552,101.16667894979702,100.91936921143615,99.22859045693646
32,100.93680060846486,97.11662219832343,102.11530050570353,97.11539468763347,102.3829289517417,99.84416378830404,97.82372129446141,98.4922161147577,99.84978344969508,99.04192940036876,99.33204895638627,102.15044400268302,100.99296213871246,99.61112622419749,99.13031821808254,99.83564330323536,101.43371770861224,102.03384655722448,99.42038119013525,99.3585006021027,102.70550538110892,100.08051883355803,101.41576728457551,100.67715553376352,99.33221989723494
33,101.07126587804797,97.21505863395014,101.87172858202918,96.57997868575077,102.11168644293377,100.24167432004816,97.43041725758421,99.04245734880564,100.05323429043314,99.23398333527827,99.15230316916538,102.04178174890343,101.24891417162705,99.71889374018076,98.90924281154294,99.77268952532903,101.17499491360205,102.1139152678782,99.79669759579424,99.5648710174342,102.82606892021033,100.14432942411219,101.71908496252175,100.75121508431293,99.52603939686914
34,101.43895349468768,96.76782200970035,102.2308727297615,96.8957050426591,102.29503002322745,99.95754028734905,98.10372569598933,99.17375028352933,100.20949875946906,99.7102652146026,99.12378670999503,101.93798626005666,101.40722326210857,100.08154010417493,99.0420285851777,100.21570199497683,101.24010001629108,102.61253966185188,100.1414501259018,99.7130475042635,102.83127351748915,100.14006946236694,102.64261177468184,101.26655364308421,100.48950620954167
35,101.04070413011894,97.11535028578542,102.19249438803973,97.15008500332584,102.36693137547687,100.62198116615023,97.57149128094747,99.19490191796416,100.35854105708198,99.73331587053916,99.29067840840817,101.6324732979632,101.40678687621187,100.37200011044865,98.70728625159057,100.03346559521422,100.54257550060333,102.30635564351033,100.72862210625789,99.71250468290336,102.95147559016516,100.02710358466695,102.66628883087239,101.23847296556224,100.58015691113593
36,101.09116798228733,97.34910537374883,102.09796973287733,97.1127675994122,102.5611498207821,100.25007356618367,97.12067410861025,99.42781490203762,100.44656457388827,99.83454351055394,99.80311772222814,101.68782971690737,101.34015083561916,100.14842936124761,98.68734879485142,99.95596529502782,100.57978623106384,102.2979009115087,100.3781337726542,99.03213957131202,102.91510010677653,100.55784064376692,102.80535323279605,101.37702369575504,99.96627039403309
37,101.19316252467758,96.92897772222382,101.88006632747245,97.08104891072335,102.71530170827253,100.52253514921496,97.624002246033,99.46055259058963,100.37422833993706,100.11683874282427,99.68090276335836,101.64197243489437,101.41775347832805,100.28451854938281,99.59128977568272,100.1585412734948,100.80247947403458,102.37876814983511,100.64880175469942,99.2605653390139,103.00671591580702,100.65811080585098,104.10961638400866,101.69180817294675,99.67112354527951
38,100.67501393000025,96.91439231522577,101.56950103652657,96.6162082018667,101.89336732537576,100.27178312868685,97.41878950181274,99.58237729786296,99.91835705197227,99.79060073099433,99.60737090604886,101.17962072588303,101.45594305561934,99.9601409266678,99.50761265568377,99.81600062701945,100.50732367203801,102.05553036968753,100.22814946113877,98.84865070439365,102.75372050133996,100.8523530364027,104.09796807091837,100.8529214816935,99.21896379293976
39,100.98783268095859,97.8163134291932,102.11589766741506,96.77416579024506,102.022289353597,100.19022272188798,97.30482110421858,99.81372458174107,99.99075600295293,100.30830606073613,99.66724127293446,101.23646920869352,101.42315520624658,100.06816607494703,99.69401519785418,100.1685055809389,100.43661663605111,102.11290215845128,100.26012473681803,99.47682178209398,102.99455878186784,101.1465540838082,104.72188063367729,100.86754089729475,99.31019602593291
40,100.79384028861163,97.97375593751292,102.08011885527247,96.82415091615536,101.97344947918953,100.23875001693155,97.46397360978966,99.90950683933531,99.9326571429696,100.22195798514345,99.5163537292333,101.31254668363555,101.72567217284235,100.09915511415377,99.86595431847147,100.30530398408224,100.05613300324003,102.23554792903879,100.33215783337542,99.4707230365624,103.40663415599978,101.3288389724987,104.16867033103154,100.8606810621355,98.8416792825462
41,100.74325682934568,98.00580202501475,102.11039696706472,96.60870575635069,102.37318452987365,100.19024772258773,97.70346921573855,100.17034271275155,99.74298898473296,100.67799601334319,99.35651172358696,101.32410862537726,101.32372102733221,100.68910582152016,99.65486408724837,100.62934753942739,99.55993396277073,102.36304952328926,100.37397159201585,99.76422194235194,103.43925622637848,101.71157915679164,104.5792351755828,101.2433209927114,99.23753326824252
42,100.70016894394291,98.41559182491024,102.44766606342046,96.44156976154342,102.7781878624795,100.61384921632893,98.97871664273632,100.15612354904825,99.59261723510959,100.70747445980578,99.81744807194849,101.17154326475142,101.429925592293,100.33001854154304,99.93411806259918,100.82708380192106,99.94029245153035,102.3544272346249,99.99646190593967,99.61184837466202,103.18476592524196,102.66255251491269,105.36823370478268,101.13044225008565,99.32941576950186
43,100.85180649490043,98.6561034308657,102.44973982458066,95.78912218087831,102.723833569912,100.1834063103282,98.59114244236262,99.71561148339329,99.31134214016222,100.46644200155093,99.56236402080735,100.56647596929749,101.3434330286169,100.36344998767075,100.00323664956285,100.37453113742531,99.93087159932631,102.29365958566937,99.43642609466406,99.2667272407641,102.22328989645177,102.72803205797396,105.19443164766741,100.90801342862169,98.82809117308992
44,100.97366091941929,98.80106928296084,102.67670665367726,95.87487079056478,102.43475971154356,99.98795787540246,98.75822056235741,99.66610548249439,99.33803658552672,100.2171481918712,99.80043225988258,100.21669970203276,101.64791400572678,100.90100652382593,99.86962860433529,100.51161271449041,99.57955877378949,102.07959643400582,99.40717124964631,99.1546833044216,102.27202175067946,102.55596252747802,105.10946466297347,100.64833393347566,98.77239642175954
45,100.92354803386105,99.12071725484003,102.53367843525915,95.91218455011575,102.48229342377127,99.76867978504404,98.60470841344431,99.31508576759174,99.47970674088698,100.40124819840166,99.82030955241873,99.3495739908278,101.54196542985355,100.17832115765079,99.87147765158203,100.4124510275401,99.44856704453423,101.99525266409094,99.41727283263067,99.09144383432002,102.08499726248894,103.1094496640729,105.61083792315556,100.41564553703466,98.51629563566146
46,101.2772883935564,99.3089728338648,102.14027989214854,95.98435736991172,102.54054937359163,100.13117380735667,98.77071680572237,99.34292474130865,99.43981748047598,100.20757093127993,99.82407119529317,99.11076387257643,101.71044987145977,99.85621744161551,100.00554132381146,100.39010120585289,99.80229618231756,102.01563101737932,99.26897287662375,99.56412031782014,101.50658045735184,103.47061485405905,105.36226093053587,100.25968965798717,98.27465429068488
47,101.44276295907306,99.37507596154964,102.81628462137826,96.38471987468617,102.96008234099565,99.9549291468,99.12967148491113,99.5434915027585,99.96499299277666,100.15089231073425,100.15254227836594,99.05070363667777,102.42228356343365,99.3216144528447,100.17499187582993,100.65734824797237,98.84196867787607,102.34067628652377,99.30553021170888,99.96068492744709,101.30893282273814,104.23635128153369,106.36756396424774,100.01414160027977,98.73500448389402
48,101.55752923873018,99.32924624965307,103.1773014056666,96.13621831398366,102.94607270645987,99.69929811025192,99.3174836444839,99.53293501330589,100.11763046435513,100.34597977316369,100.40001116874157,99.1517632170922,102.35669080807943,99.32609397717265,100.26066088773055,100.84611103879448,99.00973217909359,102.2775910708106,99.3680137136327,99.96608362955797,101.04271116347427,104.90945636862944,106.2679563555453,99.50278664259584,98.71501086549819
49,102.09567053940481,98.62812983616531,103.44806153136254,96.07106334513585,102.89841390185794,99.99185656098051,99.61850837557373,99.58789066147959,100.19010284833472,100.46580015857765,100.3777310038483,99.64424943156999,102.71122010199109,99.9198031614591,100.27091521085187,100.53552743503401,100.02532403260672,102.28025530156619,99.86529324719987,100.71567114764954,101.02523819601747,105.07562630179429,106.24281398485411,99.71375385501918,98.76363989084923
50,101.79711899066365,98.44545981852693,103.76858248742298,96.68277361009187,103.20270224398881,99.56773564380364,99.16319254787284,99.56636447279071,100.29219073821224,100.45754346240534,100.4911796232367,99.8886665256375,103.124621773764,100.14464629333708,100.13250151493123,100.79847788269282,100.0394178911118,102.23083511151754,99.83063364690746,100.89026347527195,101.38127466177839,105.14714278022326,106.55756853716753,99.57822592984184,98.80759224561533
51,101.1371116757089,98.66152705567491,104.00591175926768,97.09714006241816,103.21644174251468,99.97693734678057,99.07766649012153,99.75318852578492,100.40520946690538,100.37434436228682,100.70421254173601,100.08549896731957,103.57685338761266,100.898484983073,100.11790121425221,100.81848611779002,100.23833503419863,102.39893206200698,99.79845261577144,100.99950017149698,101.57491302955208,105.4422175042485,106.21884935575862,99.54381690270986,98.90062756592651
52,101.34377856071104,98.46716788240015,104.1295057684127,97.20593629333814,103.01207635818861,99.82491892833896,99.28807307288655,99.654924112317,100.26055284400337,100.2867794808128,100.14565840834528,100.94345989129464,103.27037627746536,101.54773284006835,100.12039257985278,101.0355251305523,99.96830422359382,103.021940803354,100.0565215017143,101.09583083079053,101.90712776935871,105.39897053130801,106.47636916063963,99.65148659151109,98.76121260720998
53,101.82864626026058,98.40780810987422,104.38131872828126,97.47038197146689,103.28925844121092,99.86731493047533,99.61662000773984,99.86675096652573,100.7380467186271,100.40987683503013,100.39197879894786,101.26751968190729,103.620930085984,101.73734832885822,100.34685164153876,101.24017095726697,99.92042430598651,103.28291178464656,100.23734889189298,101.37343292756786,101.86144989303983,104.74239168303207,106.26262872282636,99.9078974605102,98.94110041096356
54,101.77708441073118,98.36504746891954,104.25699560600084,98.11491813864198,103.1903080633672,99.44253713933924,99.64652178573245,100.07092123590914,101.16056584552591,100.41728420378773,100.3943622039111,101.36724301411283,104.28362437633572,101.74986694319392,100.15997750098562,101.23172815689874,99.98624504255717,103.50986531315287,100.46215253372738,100.9503747262102,101.63971097768716,104.16443683583698,106.36048039111044,99.49742557847534,98.96113625620255
55,101.42290855223344,98.04911114089344,104.0138804299859,98.30287187297749,103.2109954941553,99.73610995780194,99.47258437812583,100.21109616905312,101.03974363667291,99.93783854970046,100.73773313344519,101.47001169198717,104.35648882504104,102.06741215996183,100.32485157401761,101.16391878803512,100.04082490741365,103.65867075960834,100.64552643110999,100.48424063614719,101.7213495511904,104.35649656438179,106.07888452081056,99.48385419024811,99.1802999865224
56,101.67727175093499,98.05262030796939,103.95544351100021,97.87871706169265,104.1695837630689,100.01167724722663,99.39020259774888,100.15375088100225,101.03118532135606,100.52029263669687,100.69337959307396,101.70154504011137,104.94289930858054,102.29154206808,100.75207396059997,101.16511941503012,100.49218422294936,103.87529023367291,100.90960163682855,100.71214991036764,101.05030528058934,104.37651328340286,106.64311165458925,99.52195199056209,98.83767846096185
57,101.70435416710744,97.64773747913584,104.22147222092822,97.69939786969735,104.05311076657628,99.91264295703084,99.66249413647307,100.3555527804333,101.29164860889495,100.54348097922833,100.10220876328117,101.81670286536361,105.33502805918373,102.33386640670324,100.56162461732073,101.18083648164657,100.32209300855486,103.8628544921449,101.03376047866969,101.13105891739984,100.70972177267691,104.51908539631609,106.73487414779032,99.82088021901679,98.62352917158893
58,101.48112737799737,97.508329451575,104.06882795827725,97.91919888393369,104.10847269706292,99.87320983607039,99.7583273090958,100.1232820710768,101.46398565785009,100.12754581887252,100.00994103410086,101.26377754633286,105.21826660175174,102.32006608717215,99.74881166162326,100.70105800310722,100.10775639515717,103.64760295889667,101.13579701977747,100.62769086690409,101.04721717670199,104.3784081026287,106.11765023132034,99.86044900384891,98.5516090755946
59,101.13428387890211,97.4955191056727,103.91389569471112,97.79746571726673,104.06100939163736,100.12889537071086,99.78564460424418,99.81158696455736,101.03044075769355,99.96307255892634,99.93325956822524,101.3717696910747,105.1178276367726,101.75172601860676,99.65677795911398,100.34043731152828,100.07839228024595,103.28116615477204,100.56490118459013,100.20913227494479,100.59746974851744,104.13309572003625,105.87518311829126,99.73713820594615,98.35534842744903
60,101.07601107233444,97.22319677597287,104.00344783252956,97.89984596633667,104.62187764164317,100.03745164934125,99.67540020935301,100.03430491754315,100.92966746230162,100.27892301694837,100.25474648645381,101.27921785920306,105.39012349874415,101.9599727392088,99.85577522017265,100.56147952828869,100.47838131796733,103.65878934831146,100.66708278251755,101.20348033295804,100.24707816649487,103.92001480460749,106.0609993341263,99.78063682452922,98.46258724606255
61,101.21544759068297,97.41680002289306,103.97965271541909,97.67294884626509,104.44660134504221,99.27591083430197,100.06153656631355,99.90806509874318,101.32700218873175,100.72610320482211,100.6898209093725,101.26242947318926,105.51797270548158,102.15091502287369,99.57897538467239,100.43350098953363,100.35819242200202,103.65068587424875,100.56630454919869,101.0704365497562,99.88867499702039,103.70826126094478,105.68065987893438,99.98289700584417,98.55962646276272
62,101.08403378218215,97.35491396358675,103.97303970075633,97.71773487441092,104.4762879049695,99.59326071839224,100.1616328276727,99.86739917640777,101.30573146193687,100.8047688417848,100.73468379935152,101.1939981992672,105.93477402890115,101.79336823461463,99.50240800288287,100.3750027277031,100.62276079042918,103.73903956023628,100.38464269954812,100.78599968566819,99.50061533359244,104.21363941565663,103.91345885825253,99.69114433735889,98.6839621834983
63,101.32604777741568,97.28067373037592,103.92681245096276,97.28552000235325,104.36717554297884,98.60552804455682,100.31367214125416,99.87921239363233,101.64898655740916,100.76551022402339,100.6373281782235,100.6920526687497,105.60552298282472,101.92156605218291,99.46571007218229,100.70909344815527,100.47019457937161,103.69073969300014,100.22427842378188,100.60073285563645,99.25760828401216,104.85100219450115,104.00226977027278,99.30074500759935,99.11239125390547
64,101.39053464953072,97.09774113556418,103.59423893520072,96.16721442989434,104.28614525652208,98.3406255982463,100.10733345366776,99.43380570899804,101.42202524143916,100.33421454818959,100.4135596884191,100.21730782912897,105.581513614559,102.12055254239858,98.93104948359067,100.54360498609181,100.37940108055767,103.61471119750354,100.1096237276498,100.56175846031356,98.963615891533,104.54692117770347,104.37410216159084,99.66294201296701,98.57122207488224
65,101.22581376437509,96.97296337834403,103.50796015829542,96.08850256036783,104.50307615832729,98.69724018814438,100.37497349078421,99.47889666358616,101.20127805316963,101.2284923325995,100.75002902673754,100.2044234611179,105.62592387444755,102.04953146204045,98.82623311855215,100.4607054047895,100.6065616945782,103.59177600342237,100.28890073388973,100.28812921215444,99.36412323611383,104.86634691536813,104.54125942702123,99.78388335027194,98.62877724492787
66,100.83268764806242,96.9558357537579,103.57667761900227,96.07372932381051,104.28083799355883,98.34562729389297,100.18520516129745,99.27160113959276,101.05220163680167,100.77478030099563,100.88491031877257,99.80801436976218,105.66299508029154,101.84034294833126,99.1073468224423,100.10868262084352,100.25306962821735,103.2948544895352,100.10897340433687,99.69819278770694,99.17822406399988,105.05810199391242,104.81387867103747,99.38035464507874,98.40306579481148
67,100.41160209552494,97.345897347431,104.11134155879775,96.4040568797082,104.24941666224233,98.43050697607309,100.56973525457232,99.32237081042194,101.01198669523797,100.70324321168485,101.2838978398508,99.6637283200139,105.866303974178,102.0599705749839,98.8759989013047,100.3421151861706,100.39951903517553,103.12844084838822,100.1682770294252,100.01665399133591,98.81598721286613,104.0835480992729,104.65778412130189,98.66411741579661,98.32162450086983
68,100.10605410319211,97.63943257102946,104.45405546516204,96.88886615190923,104.4033982238855,98.12265924438532,100.57587639253913,100.1766341688854,101.4829721871776,101.29812004560611,101.32503216883507,99.63676919760067,105.84150237199209,102.29717886467347,99.25595125708033,100.42852109824453,100.6171633684854,103.3112554696362,100.41577588014302,100.0724029859153,99.37514440268029,104.58242233972011,104.34054946519683,99.09272081355122,98.51275610609115
