message_index,symbol,price,qty
373988,ETF,3039,96
374936,ETF,3041,52
375894,ETF,3034,52
376421,ETF,3042,52
376429,ETF,3042,74
376437,ETF,3042,96
376445,ETF,3042,6
376449,ETF,3042,52
376453,ETF,3043,60
376462,ETF,3043,14
376466,ETF,3044,96
376470,ETF,3045,30
376480,ETF,3045,88
377013,ETF,3050,52
377030,ETF,3050,74
377057,ETF,3050,96
377071,ETF,3050,6
377075,ETF,3058,52
377079,ETF,3059,60
377097,ETF,3059,14
377101,ETF,3060,96
377105,ETF,3061,30
377127,ETF,3061,88
377131,ETF,3062,74
377140,ETF,3062,66
377144,ETF,3063,118
377153,ETF,3063,44
377157,ETF,3064,162
377166,ETF,3064,22
377170,ETF,3065,206
377588,ETF,3066,52
377608,ETF,3066,74
377629,ETF,3066,96
377663,ETF,3066,6
378091,ETF,3073,52
378123,ETF,3073,60
378127,ETF,3072,14
378156,ETF,3072,96
378164,ETF,3072,30
378168,ETF,3071,88
378177,ETF,3071,74
378181,ETF,3070,66
378190,ETF,3070,118
378194,ETF,3069,44
378203,ETF,3069,162
378207,ETF,3068,22
378622,ETF,3068,52
379129,ETF,3069,52
379168,ETF,3069,22
379172,ETF,3070,52
379199,ETF,3070,96
379207,ETF,3070,80
379211,ETF,3070,38
379219,ETF,3070,58
379223,ETF,3071,82
379232,ETF,3071,36
379236,ETF,3072,126
379245,ETF,3072,14
379249,ETF,3073,162
379253,ETF,3074,8
379263,ETF,3074,176
379267,ETF,3075,30
379276,ETF,3075,176
379757,ETF,3076,52
379780,ETF,3076,74
379827,ETF,3076,96
379835,ETF,3076,6
379839,ETF,3091,52
379843,ETF,3092,60
379853,ETF,3092,14
379857,ETF,3093,96
379861,ETF,3094,30
379871,ETF,3094,88
379875,ETF,3095,74
379884,ETF,3095,66
379888,ETF,3096,118
379897,ETF,3096,44
379901,ETF,3097,162
379910,ETF,3097,22
379914,ETF,3098,206
380341,ETF,3099,52
380350,ETF,3099,74
380392,ETF,3099,96
380408,ETF,3099,6
380412,ETF,3114,52
380416,ETF,3115,60
380426,ETF,3115,14
380430,ETF,3116,96
380434,ETF,3117,30
380444,ETF,3117,88
380448,ETF,3118,74
380457,ETF,3118,66
380461,ETF,3119,118
380866,ETF,3122,52
380878,ETF,3122,74
380930,ETF,3122,96
380938,ETF,3122,6
381984,ETF,3129,52
381988,ETF,3130,74
381992,ETF,3131,96
381996,ETF,3132,118
382000,ETF,3133,140
382004,ETF,3134,23
385282,ETF,3121,52
385295,ETF,3120,74
385329,ETF,3119,96
385347,ETF,3119,118
385355,ETF,3119,110
385359,ETF,3118,30
385368,ETF,3118,88
385372,ETF,3117,74
385381,ETF,3117,66
385385,ETF,3116,118
385394,ETF,3116,44
385834,ETF,3113,52
386777,ETF,3115,52
390610,ETF,3135,52
392085,ETF,3120,52
392093,ETF,3119,74
392573,ETF,3112,52
392581,ETF,3112,74
393535,ETF,3119,52
393543,ETF,3119,74
393551,ETF,3119,96
393559,ETF,3119,6
393563,ETF,3119,52
396971,ETF,3127,52
396979,ETF,3126,74
399368,ETF,3121,52
404138,ETF,3119,52
404146,ETF,3120,74
404154,ETF,3121,96
404162,ETF,3122,118
404170,ETF,3123,140
404178,ETF,3124,162
406071,ETF,3115,52
406079,ETF,3114,74
406087,ETF,3113,96
406095,ETF,3112,118
406568,ETF,3107,52
412851,ETF,3118,52
412855,ETF,3119,74
412859,ETF,3120,96
419435,ETF,3134,52
419443,ETF,3135,74
420400,ETF,3132,52
420408,ETF,3131,74
420416,ETF,3130,96
423270,ETF,3120,52
423278,ETF,3121,74
423767,ETF,3128,52
423775,ETF,3128,74
430050,ETF,3136,52
430058,ETF,3135,74
430066,ETF,3134,96
430556,ETF,3128,52
430564,ETF,3128,74
431988,ETF,3132,52
432941,ETF,3119,52
432949,ETF,3118,74
434905,ETF,3131,52
437312,ETF,3128,52
437791,ETF,3120,52
437799,ETF,3120,74
437807,ETF,3120,96
437815,ETF,3120,6
437819,ETF,3119,52
439239,ETF,3113,52
447844,ETF,3099,52
448326,ETF,3091,52
448334,ETF,3091,74
448342,ETF,3091,96
448350,ETF,3091,6
448354,ETF,3090,52
448358,ETF,3089,60
449303,ETF,3094,52
449311,ETF,3094,74
449319,ETF,3094,96
449327,ETF,3094,6
449331,ETF,3094,52
453152,ETF,3086,52
453586,ETF,3086,52
456108,ETF,3082,52
456926,ETF,3085,52
457397,ETF,3086,52
457429,ETF,3086,22
457433,ETF,3087,52
457460,ETF,3087,44
463088,ETF,3098,52
463571,ETF,3097,52
463592,ETF,3097,22
463596,ETF,3096,52
463633,ETF,3096,44
463637,ETF,3095,52
463654,ETF,3095,66
463658,ETF,3094,52
463667,ETF,3094,88
471639,ETF,3100,52
472110,ETF,3108,52
472130,ETF,3108,74
474947,ETF,3110,52
476859,ETF,3103,52
479686,ETF,3118,52
480195,ETF,3117,52
480223,ETF,3117,22
480227,ETF,3116,52
480654,ETF,3110,52
480670,ETF,3110,74
480692,ETF,3110,96
480728,ETF,3110,6
480732,ETF,3107,52
481621,ETF,3103,52
483672,ETF,3111,52
483676,ETF,3112,74
483680,ETF,3113,96
483684,ETF,3114,118
483688,ETF,3115,140
483692,ETF,3116,23
488809,ETF,3123,52
493102,ETF,3100,52
493110,ETF,3101,74
495011,ETF,3115,52
498821,ETF,3130,52
498877,ETF,3129,74
498891,ETF,3128,96
498899,ETF,3127,118
504108,ETF,3118,52
505533,ETF,3116,52
505571,ETF,3117,74
506022,ETF,3124,52
507916,ETF,3134,52
508874,ETF,3131,52
513183,ETF,3137,52
513223,ETF,3138,74
513231,ETF,3139,96
514146,ETF,3139,52
514188,ETF,3138,74
514196,ETF,3137,96
514204,ETF,3136,118
514212,ETF,3135,140
514657,ETF,3131,52
514687,ETF,3131,74
514695,ETF,3131,96
514703,ETF,3131,6
515126,ETF,3131,52
515150,ETF,3131,60
515154,ETF,3132,14
515166,ETF,3132,96
515216,ETF,3132,30
515220,ETF,3133,88
515229,ETF,3133,74
515233,ETF,3134,66
515242,ETF,3134,118
515658,ETF,3136,52
515683,ETF,3136,74
515719,ETF,3136,96
516160,ETF,3135,52
516176,ETF,3135,66
516180,ETF,3134,8
516196,ETF,3134,96
516232,ETF,3134,36
516236,ETF,3133,82
516251,ETF,3133,80
516255,ETF,3132,60
516682,ETF,3130,52
516692,ETF,3130,74
516704,ETF,3130,96
516734,ETF,3130,6
517691,ETF,3124,52
517699,ETF,3123,74
520070,ETF,3129,52
520078,ETF,3128,74
520086,ETF,3127,96
520094,ETF,3126,118
520102,ETF,3125,140
521040,ETF,3122,52
521519,ETF,3130,52
521527,ETF,3130,74
521535,ETF,3130,96
521543,ETF,3130,6
521547,ETF,3131,52
522934,ETF,3135,52
523867,ETF,3140,52
523885,ETF,3139,74
524377,ETF,3132,52
524395,ETF,3132,74
524419,ETF,3132,96
524427,ETF,3132,6
524851,ETF,3131,52
525820,ETF,3132,52
525848,ETF,3131,74
525866,ETF,3130,96
525874,ETF,3129,118
527237,ETF,3135,52
530580,ETF,3111,52
530600,ETF,3110,74
541641,ETF,3105,52
542166,ETF,3104,52
542176,ETF,3104,22
544984,ETF,3094,52
545046,ETF,3093,74
545474,ETF,3086,52
545509,ETF,3086,74
545537,ETF,3086,96
546433,ETF,3085,52
546490,ETF,3086,74
547858,ETF,3095,52
547873,ETF,3096,74
547885,ETF,3097,96
551679,ETF,3101,52
551702,ETF,3100,74
556937,ETF,3102,52
560737,ETF,3106,52
560752,ETF,3107,74
560805,ETF,3108,96
560813,ETF,3109,118
560821,ETF,3110,140
561251,ETF,3114,52
561271,ETF,3114,74
561281,ETF,3114,96
561293,ETF,3114,6
562217,ETF,3118,52
563172,ETF,3114,52
563186,ETF,3113,74
564606,ETF,3112,52
564625,ETF,3113,74
566082,ETF,3106,52
566539,ETF,3098,52
567479,ETF,3091,52
567952,ETF,3091,52
567972,ETF,3091,22
567976,ETF,3092,52
568009,ETF,3092,44
568013,ETF,3093,52
568028,ETF,3093,66
568032,ETF,3094,52
568053,ETF,3094,88
568057,ETF,3095,52
570385,ETF,3107,52
570414,ETF,3108,74
570454,ETF,3109,96
570462,ETF,3110,118
574259,ETF,3103,52
574287,ETF,3102,74
575212,ETF,3109,52
575229,ETF,3109,74
577129,ETF,3106,52
577141,ETF,3107,74
579068,ETF,3100,52
579660,ETF,3108,228
579664,ETF,3108,52
579668,ETF,3109,74
579672,ETF,3110,96
579676,ETF,3111,53
581433,ETF,3108,52
581476,ETF,3107,74
581500,ETF,3106,96
581508,ETF,3106,118
581516,ETF,3106,110
581941,ETF,3100,52
581990,ETF,3100,74
581998,ETF,3100,96
582006,ETF,3100,6
582891,ETF,3091,52
582899,ETF,3092,74
582934,ETF,3093,96
583847,ETF,3106,52
584005,ETF,3114,228
584009,ETF,3114,52
584013,ETF,3115,74
584017,ETF,3116,96
584021,ETF,3117,53
584349,ETF,3117,52
584370,ETF,3117,13
584842,ETF,3117,52
595348,ETF,3073,52
596297,ETF,3062,52
596307,ETF,3061,74
596736,ETF,3054,52
596779,ETF,3054,74
596795,ETF,3054,96
596803,ETF,3054,6
596807,ETF,3051,52
596811,ETF,3050,60
596821,ETF,3050,14
597753,ETF,3037,52
597761,ETF,3036,74
599172,ETF,3028,52
599186,ETF,3027,74
600553,ETF,3021,52
602930,ETF,3025,52
603882,ETF,3025,52
603910,ETF,3026,74
603948,ETF,3027,96
603958,ETF,3028,118
604845,ETF,3032,52
606765,ETF,3049,52
611521,ETF,3057,52
611556,ETF,3056,74
620102,ETF,3041,52
621051,ETF,3042,52
622018,ETF,3054,52
622049,ETF,3055,74
623448,ETF,3049,52
624386,ETF,3048,52
626780,ETF,3037,52
627280,ETF,3036,52
629661,ETF,3043,52
632993,ETF,3033,52
633029,ETF,3032,74
636759,ETF,3024,52
636776,ETF,3023,74
636822,ETF,3022,96
636830,ETF,3022,118
636838,ETF,3022,110
637720,ETF,3021,52
637743,ETF,3022,74
638202,ETF,3029,52
638241,ETF,3029,74
638271,ETF,3029,96
638279,ETF,3029,6
640567,ETF,3036,52
642451,ETF,3034,52
642913,ETF,3033,52
642938,ETF,3033,22
642942,ETF,3032,52
642983,ETF,3032,44
642987,ETF,3031,52
642996,ETF,3031,66
643000,ETF,3030,52
644389,ETF,3036,52
644397,ETF,3037,74
646258,ETF,3031,52
647658,ETF,3031,52
648594,ETF,3027,52
648602,ETF,3028,74
649017,ETF,3035,52
650566,ETF,3031,52
650570,ETF,3030,74
650574,ETF,3029,96
651394,ETF,3040,52
651410,ETF,3041,74
653747,ETF,3029,52
654694,ETF,3038,52
654729,ETF,3039,74
654749,ETF,3040,96
654757,ETF,3041,118
657068,ETF,3052,52
657082,ETF,3051,74
657090,ETF,3050,96
657098,ETF,3049,118
657106,ETF,3048,140
657114,ETF,3047,162
657122,ETF,3046,184
657130,ETF,3045,206
657554,ETF,3044,52
658026,ETF,3036,52
659434,ETF,3035,52
659443,ETF,3036,74
660850,ETF,3037,52
660888,ETF,3038,74
663347,ETF,3023,52
663351,ETF,3022,74
663355,ETF,3021,96
663359,ETF,3020,118
663363,ETF,3019,140
663367,ETF,3018,23
664169,ETF,3015,52
666063,ETF,3019,52
666100,ETF,3020,74
667502,ETF,3022,52
670281,ETF,3000,52
676422,ETF,3017,52
676442,ETF,3018,74
676492,ETF,3019,96
676500,ETF,3020,118
676926,ETF,3025,52
676947,ETF,3025,74
676979,ETF,3025,96
676989,ETF,3025,6
676993,ETF,3032,52
676997,ETF,3033,60
677013,ETF,3033,14
677017,ETF,3034,96
677021,ETF,3035,30
678868,ETF,3048,52
678901,ETF,3049,74
678923,ETF,3049,96
678931,ETF,3049,58
678935,ETF,3049,60
678943,ETF,3049,14
679825,ETF,3058,52
680774,ETF,3066,52
680784,ETF,3067,74
680808,ETF,3068,96
680836,ETF,3069,118
680858,ETF,3070,140
681291,ETF,3074,52
681308,ETF,3074,74
681357,ETF,3074,96
681365,ETF,3074,6
681787,ETF,3091,52
681795,ETF,3091,74
681818,ETF,3091,96
681840,ETF,3091,6
681844,ETF,3093,52
681848,ETF,3094,60
681872,ETF,3094,14
682285,ETF,3101,52
682331,ETF,3101,74
682353,ETF,3101,96
682363,ETF,3101,6
684216,ETF,3113,52
684274,ETF,3114,74
684286,ETF,3115,96
684294,ETF,3116,118
684302,ETF,3117,140
684729,ETF,3121,52
684746,ETF,3121,74
684756,ETF,3121,96
684780,ETF,3121,6
687121,ETF,3142,52
687183,ETF,3143,74
687191,ETF,3144,96
687199,ETF,3145,118
687625,ETF,3150,52
687634,ETF,3150,74
687657,ETF,3150,96
687697,ETF,3150,6
689081,ETF,3175,52
691955,ETF,3177,52
692440,ETF,3176,52
692460,ETF,3176,22
692919,ETF,3176,52
694379,ETF,3184,52
696292,ETF,3183,52
701096,ETF,3188,52
701128,ETF,3187,74
701148,ETF,3187,96
704030,ETF,3195,52
704038,ETF,3196,74
708373,ETF,3200,52
709817,ETF,3196,52
709825,ETF,3197,74
709833,ETF,3198,96
712730,ETF,3197,52
713209,ETF,3198,52
713217,ETF,3198,22
713221,ETF,3199,52
713230,ETF,3199,44
713234,ETF,3200,52
713243,ETF,3200,66
713714,ETF,3200,52
713722,ETF,3199,74
713730,ETF,3199,66
713734,ETF,3198,30
713743,ETF,3198,118
714220,ETF,3195,52
714228,ETF,3195,74
714236,ETF,3195,96
714244,ETF,3195,6
714248,ETF,3187,52
714252,ETF,3186,60
714743,ETF,3179,52
714751,ETF,3179,74
715226,ETF,3170,52
715234,ETF,3169,74
715242,ETF,3168,96
715250,ETF,3167,118
715258,ETF,3167,140
715725,ETF,3162,52
717644,ETF,3163,52
717652,ETF,3164,74
718610,ETF,3178,52
718618,ETF,3179,74
721910,ETF,3205,52
721925,ETF,3206,74
721945,ETF,3206,96
721965,ETF,3206,58
721969,ETF,3206,60
721985,ETF,3206,14
721989,ETF,3207,96
722456,ETF,3207,30
722460,ETF,3206,22
722469,ETF,3206,74
722566,ETF,3207,96
722570,ETF,3208,118
722574,ETF,3209,140
722578,ETF,3210,149
723430,ETF,3211,52
723909,ETF,3210,52
723917,ETF,3210,22
723921,ETF,3209,52
724891,ETF,3201,52
725372,ETF,3193,52
725380,ETF,3193,74
725388,ETF,3193,96
725396,ETF,3193,58
726346,ETF,3187,52
726824,ETF,3195,52
726832,ETF,3195,74
727778,ETF,3197,52
733028,ETF,3175,52
733036,ETF,3174,74
733044,ETF,3173,96
733515,ETF,3167,52
733523,ETF,3167,74
733531,ETF,3167,96
734017,ETF,3168,52
734025,ETF,3168,66
734513,ETF,3173,52
734521,ETF,3173,74
734529,ETF,3173,96
734537,ETF,3173,6
735005,ETF,3184,52
735484,ETF,3184,52
735492,ETF,3184,22
735496,ETF,3183,52
735505,ETF,3183,44
735509,ETF,3182,52
735518,ETF,3182,66
735522,ETF,3181,52
735531,ETF,3181,88
735535,ETF,3180,52
735544,ETF,3180,110
735548,ETF,3179,52
736952,ETF,3167,52
744175,ETF,3156,52
744183,ETF,3155,74
744191,ETF,3154,96
744199,ETF,3153,118
744207,ETF,3152,140
744215,ETF,3152,162
745646,ETF,3153,52
745654,ETF,3152,74
745662,ETF,3151,96
746134,ETF,3145,52
746142,ETF,3145,74
746150,ETF,3145,96
746158,ETF,3145,6
748053,ETF,3136,52
748061,ETF,3135,74
748069,ETF,3134,96
748077,ETF,3133,118
748085,ETF,3132,140
748093,ETF,3131,162
748558,ETF,3128,52
748566,ETF,3128,74
748574,ETF,3128,96
750474,ETF,3127,52
752392,ETF,3123,52
752400,ETF,3122,74
752408,ETF,3121,96
752416,ETF,3120,118
755252,ETF,3138,52
755732,ETF,3138,52
755740,ETF,3138,22
755744,ETF,3137,52
755753,ETF,3137,44
755757,ETF,3136,52
757201,ETF,3138,52
757209,ETF,3139,74
757686,ETF,3138,52
757694,ETF,3138,44
758177,ETF,3132,52
758657,ETF,3124,52
760579,ETF,3108,52
760587,ETF,3109,74
762023,ETF,3121,52
762031,ETF,3122,74
762039,ETF,3123,96
762047,ETF,3123,118
762055,ETF,3123,14
762059,ETF,3123,96
762063,ETF,3124,30
762529,ETF,3129,52
762537,ETF,3129,74
762545,ETF,3129,96
763519,ETF,3131,52
763527,ETF,3130,74
763535,ETF,3129,96
763543,ETF,3128,118
763551,ETF,3127,140
764043,ETF,3123,52
764051,ETF,3123,74
764059,ETF,3123,96
764067,ETF,3123,6
764538,ETF,3109,52
766437,ETF,3103,52
766445,ETF,3104,74
766546,ETF,3111,228
767904,ETF,3108,52
767912,ETF,3107,74
769829,ETF,3112,52
769837,ETF,3111,74
776516,ETF,3128,52
776524,ETF,3127,74
776532,ETF,3126,96
776540,ETF,3125,118
779873,ETF,3127,52
779881,ETF,3128,74
779890,ETF,3128,96
779898,ETF,3128,58
779902,ETF,3128,60
779910,ETF,3128,14
779914,ETF,3129,96
779918,ETF,3130,30
780385,ETF,3135,52
780393,ETF,3135,74
780401,ETF,3135,96
780409,ETF,3135,6
781378,ETF,3140,52
781386,ETF,3139,74
786680,ETF,3134,52
787652,ETF,3135,52
787660,ETF,3134,74
787668,ETF,3133,96
787676,ETF,3132,118
787684,ETF,3131,140
787692,ETF,3130,162
787700,ETF,3129,184
790526,ETF,3144,52
790534,ETF,3145,74
790542,ETF,3146,96
790550,ETF,3147,118
790558,ETF,3147,110
790562,ETF,3147,30
790570,ETF,3147,88
791533,ETF,3146,52
791541,ETF,3145,74
791549,ETF,3144,96
791557,ETF,3144,118
791566,ETF,3144,110
791570,ETF,3143,30
791579,ETF,3143,88
792056,ETF,3138,52
792064,ETF,3138,74
792076,ETF,3138,96
793492,ETF,3135,52
793500,ETF,3136,74
793508,ETF,3137,96
796389,ETF,3144,52
796397,ETF,3145,74
796405,ETF,3146,96
796884,ETF,3152,52
799745,ETF,3150,52
799753,ETF,3151,74
801663,ETF,3153,52
801671,ETF,3152,74
804535,ETF,3150,52
804543,ETF,3149,74
804643,ETF,3142,228
804647,ETF,3139,52
804651,ETF,3138,74
804655,ETF,3137,96
804659,ETF,3136,53
806955,ETF,3151,52
806963,ETF,3152,74
806971,ETF,3153,96
806979,ETF,3154,118
809355,ETF,3151,52
809364,ETF,3150,74
810313,ETF,3148,52
812714,ETF,3149,52
813664,ETF,3152,52
814143,ETF,3160,52
816503,ETF,3174,52
816511,ETF,3175,74
816539,ETF,3176,96
816568,ETF,3177,118
817022,ETF,3182,52
819415,ETF,3183,52
819462,ETF,3182,74
819471,ETF,3181,96
819480,ETF,3180,118
821820,ETF,3172,52
821849,ETF,3171,74
824215,ETF,3163,52
824254,ETF,3164,74
827560,ETF,3176,52
828039,ETF,3175,52
829944,ETF,3172,52
830907,ETF,3173,52
830915,ETF,3174,74
834264,ETF,3177,52
834906,ETF,3168,52
834910,ETF,3167,74
834914,ETF,3166,96
834918,ETF,3165,118
834922,ETF,3164,140
834926,ETF,3163,23
835742,ETF,3174,52
839117,ETF,3195,52
840100,ETF,3192,52
841977,ETF,3198,52
841998,ETF,3197,74
842484,ETF,3190,52
842499,ETF,3190,74
842550,ETF,3190,96
842559,ETF,3190,6
842563,ETF,3188,52
842567,ETF,3187,60
842578,ETF,3187,14
842582,ETF,3186,96
842586,ETF,3185,30
842596,ETF,3185,88
842600,ETF,3184,74
842611,ETF,3184,66
844944,ETF,3187,52
844984,ETF,3186,74
845888,ETF,3172,52
849724,ETF,3193,52
849759,ETF,3194,74
849786,ETF,3195,96
850236,ETF,3201,52
850249,ETF,3201,74
850260,ETF,3201,96
850284,ETF,3201,6
851668,ETF,3198,52
851694,ETF,3197,74
851739,ETF,3196,96
852307,ETF,3188,52
852311,ETF,3187,74
852315,ETF,3186,96
852319,ETF,3185,118
855038,ETF,3189,52
855522,ETF,3197,52
855547,ETF,3197,74
855582,ETF,3197,96
855590,ETF,3197,6
855594,ETF,3197,52
856972,ETF,3201,52
856992,ETF,3200,74
858406,ETF,3198,52
858421,ETF,3197,74
858450,ETF,3196,96
858465,ETF,3195,118
858488,ETF,3194,140
858496,ETF,3193,162
859875,ETF,3192,52
859886,ETF,3193,74
859940,ETF,3194,96
859948,ETF,3195,118
859956,ETF,3196,140
860370,ETF,3200,52
860392,ETF,3200,74
860443,ETF,3200,96
860451,ETF,3200,6
860895,ETF,3206,52
862789,ETF,3211,52
865173,ETF,3199,52
866585,ETF,3203,52
866617,ETF,3204,74
866659,ETF,3205,96
866669,ETF,3206,118
866677,ETF,3207,140
869049,ETF,3191,52
872338,ETF,3189,52
872346,ETF,3188,74
872821,ETF,3181,52
872829,ETF,3181,74
872837,ETF,3181,96
872845,ETF,3181,6
872849,ETF,3179,52
874741,ETF,3186,52
874749,ETF,3185,74
875716,ETF,3179,52
875724,ETF,3180,74
875732,ETF,3181,96
876686,ETF,3176,52
876716,ETF,3175,74
877641,ETF,3169,52
880557,ETF,3178,52
880997,ETF,3170,52
881036,ETF,3170,74
883432,ETF,3160,52
883488,ETF,3161,74
883496,ETF,3162,96
883504,ETF,3163,118
883915,ETF,3162,52
883923,ETF,3162,74
883950,ETF,3162,14
886802,ETF,3166,52
886853,ETF,3167,74
892060,ETF,3169,52
893508,ETF,3175,52
894525,ETF,3183,52
894533,ETF,3184,74
894541,ETF,3185,96
895938,ETF,3190,52
896944,ETF,3184,52
900747,ETF,3170,52
900764,ETF,3171,74
900812,ETF,3172,96
900820,ETF,3173,118
903668,ETF,3166,52
905572,ETF,3169,52
905597,ETF,3170,74
905614,ETF,3171,96
907024,ETF,3175,52
908461,ETF,3174,52
910378,ETF,3176,52
910409,ETF,3175,74
910866,ETF,3168,52
910875,ETF,3168,74
910928,ETF,3168,96
910946,ETF,3168,6
910950,ETF,3165,52
910954,ETF,3164,60
910965,ETF,3164,14
910969,ETF,3163,96
910973,ETF,3162,30
910984,ETF,3162,88
910988,ETF,3161,74
910998,ETF,3161,66
911404,ETF,3157,52
911421,ETF,3157,74
911464,ETF,3157,96
911478,ETF,3157,6
912885,ETF,3142,52
912905,ETF,3141,74
912921,ETF,3140,96
914865,ETF,3116,52
914881,ETF,3115,74
914915,ETF,3114,96
914923,ETF,3114,118
914932,ETF,3114,110
916478,ETF,3099,52
916482,ETF,3100,74
916486,ETF,3101,96
916490,ETF,3102,118
916494,ETF,3103,140
916498,ETF,3104,23
918273,ETF,3106,52
918766,ETF,3114,52
918779,ETF,3114,74
918799,ETF,3114,96
920684,ETF,3107,52
921156,ETF,3108,52
921171,ETF,3108,22
921175,ETF,3109,52
921202,ETF,3109,44
922174,ETF,3119,52
922182,ETF,3120,74
922190,ETF,3121,96
922198,ETF,3122,118
924089,ETF,3125,52
924097,ETF,3124,74
924105,ETF,3123,96
924598,ETF,3117,52
924606,ETF,3117,74
925505,ETF,3120,52
925521,ETF,3121,74
926485,ETF,3128,52
927924,ETF,3130,52
931692,ETF,3125,52
931718,ETF,3126,74
931733,ETF,3127,96
932181,ETF,3133,52
932200,ETF,3133,74
932220,ETF,3133,96
932680,ETF,3143,52
932689,ETF,3144,74
932714,ETF,3145,96
933666,ETF,3148,52
933691,ETF,3149,74
938872,ETF,3141,52
938891,ETF,3140,74
939888,ETF,3139,52
939896,ETF,3138,74
939906,ETF,3137,96
941311,ETF,3141,52
941319,ETF,3142,74
941327,ETF,3143,96
944155,ETF,3147,52
948981,ETF,3149,52
948985,ETF,3148,74
948989,ETF,3147,96
948993,ETF,3146,118
948997,ETF,3145,140
949001,ETF,3144,23
949846,ETF,3146,52
949856,ETF,3147,74
949864,ETF,3148,96
950326,ETF,3154,52
950334,ETF,3154,74
952663,ETF,3155,52
952671,ETF,3154,74
955032,ETF,3153,52
955040,ETF,3152,74
955050,ETF,3151,96
955059,ETF,3150,118
955067,ETF,3149,140
955526,ETF,3145,52
955534,ETF,3145,74
955542,ETF,3145,96
955550,ETF,3145,6
956010,ETF,3134,52
956019,ETF,3133,74
958851,ETF,3118,52
964022,ETF,3110,52
964446,ETF,3110,52
964469,ETF,3110,22
964473,ETF,3109,52
964497,ETF,3109,44
964501,ETF,3108,52
964518,ETF,3108,66
965446,ETF,3104,52
965922,ETF,3112,52
965949,ETF,3112,74
965976,ETF,3112,96
967020,ETF,3122,52
967024,ETF,3121,74
967028,ETF,3120,96
967032,ETF,3119,118
969390,ETF,3134,52
969394,ETF,3133,74
969398,ETF,3132,96
969402,ETF,3131,118
969406,ETF,3130,140
969410,ETF,3129,23
971643,ETF,3128,52
971683,ETF,3127,74
971699,ETF,3126,96
973511,ETF,3127,52
974012,ETF,3126,52
974033,ETF,3126,22
974037,ETF,3125,52
974054,ETF,3125,44
974539,ETF,3119,52
974547,ETF,3119,74
974573,ETF,3119,96
976452,ETF,3119,52
976493,ETF,3120,74
976516,ETF,3120,96
976524,ETF,3120,58
976528,ETF,3120,60
976536,ETF,3120,14
976540,ETF,3121,96
976544,ETF,3122,30
976555,ETF,3122,88
976953,ETF,3127,52
976966,ETF,3127,74
977013,ETF,3127,96
977037,ETF,3127,6
977124,ETF,3127,112
977128,ETF,3126,140
977132,ETF,3125,162
977136,ETF,3124,89
977940,ETF,3135,52
981696,ETF,3139,52
982170,ETF,3131,52
982229,ETF,3131,74
982237,ETF,3131,96
982245,ETF,3131,58
982249,ETF,3130,60
983601,ETF,3126,52
983640,ETF,3127,74
983670,ETF,3128,96
983678,ETF,3129,118
983686,ETF,3130,140
983694,ETF,3131,162
984099,ETF,3134,52
984120,ETF,3134,74
985051,ETF,3131,52
986015,ETF,3123,52
986025,ETF,3122,74
986034,ETF,3121,96
986051,ETF,3120,118
986074,ETF,3119,140
986085,ETF,3118,162
986107,ETF,3117,184
989345,ETF,3115,52
990760,ETF,3109,52
992650,ETF,3114,52
992663,ETF,3115,74
992684,ETF,3116,96
992728,ETF,3116,118
992736,ETF,3116,14
992740,ETF,3116,96
