message_index,symbol,side,px,dq
320956,B,SELL,974,162
320957,B,BUY,955,184
320960,B,SELL,975,184
320961,B,BUY,954,206
320962,B,SELL,976,206
320963,B,BUY,953,228
320964,B,SELL,977,228
320965,B,BUY,953,-228
320969,B,SELL,977,-228
320971,B,BUY,962,-52
320976,B,SELL,970,-52
320978,B,BUY,961,-74
320980,B,SELL,971,-74
320982,B,BUY,960,-96
320984,B,SELL,972,-96
320986,B,BUY,959,-118
320988,B,SELL,973,-118
320990,B,BUY,958,-140
320992,B,SELL,974,-140
320994,B,BUY,957,-162
320998,B,SELL,975,-162
321000,B,BUY,956,-184
321002,B,SELL,976,-184
321004,B,BUY,955,-206
321006,B,SELL,977,-206
321443,B,BUY,960,52
321445,B,SELL,968,52
321446,B,BUY,959,74
321447,B,SELL,969,74
321448,B,BUY,958,96
321449,B,SELL,970,96
321450,B,BUY,957,118
321452,B,SELL,971,118
321455,B,BUY,956,140
321458,B,SELL,972,140
321461,B,BUY,955,162
321462,B,SELL,973,162
321463,B,BUY,954,184
321464,B,SELL,974,184
321467,B,BUY,953,206
321468,B,SELL,975,206
321469,B,BUY,952,228
321472,B,SELL,976,228
321473,B,BUY,954,-228
321476,B,SELL,978,-228
321478,B,BUY,961,-52
321480,B,SELL,969,-52
321482,B,BUY,960,-74
321484,B,SELL,970,-74
321486,B,BUY,959,-96
321490,B,SELL,971,-96
321492,B,BUY,958,-118
321496,B,SELL,972,-118
321498,B,BUY,957,-140
321500,B,SELL,973,-140
321502,B,BUY,956,-162
321504,B,SELL,974,-162
321506,B,BUY,955,-184
321508,B,SELL,975,-184
321510,B,BUY,954,-206
321512,B,SELL,976,-206
321921,B,BUY,963,52
321922,B,SELL,971,52
321925,B,BUY,962,74
321928,B,SELL,972,74
321929,B,BUY,961,96
321931,B,SELL,973,96
321935,B,BUY,960,118
321936,B,SELL,974,118
321939,B,BUY,959,140
321940,B,SELL,975,140
321941,B,BUY,958,162
321948,B,SELL,976,162
321949,B,BUY,957,184
321950,B,SELL,977,184
321951,B,BUY,956,206
321952,B,SELL,978,206
321953,B,BUY,955,228
321954,B,SELL,979,228
321955,B,BUY,953,-228
321957,B,SELL,977,-228
321959,B,BUY,960,-52
321961,B,SELL,968,-52
321963,B,BUY,959,-74
321968,B,SELL,969,-74
321970,B,BUY,958,-96
321972,B,SELL,970,-96
321974,B,BUY,957,-118
321976,B,SELL,971,-118
321978,B,BUY,956,-140
321980,B,SELL,972,-140
321982,B,BUY,955,-162
321984,B,SELL,973,-162
321986,B,BUY,954,-184
321988,B,SELL,974,-184
321990,B,BUY,953,-206
321992,B,SELL,975,-206
322401,B,BUY,964,52
322402,B,SELL,972,52
322403,B,BUY,963,74
322407,B,SELL,973,74
322408,B,BUY,962,96
322409,B,SELL,974,96
322411,B,BUY,961,118
322412,B,SELL,975,118
322413,B,BUY,960,140
322414,B,SELL,976,140
322417,B,BUY,959,162
322418,B,SELL,977,162
322419,B,BUY,958,184
322420,B,SELL,978,184
322421,B,BUY,957,206
322426,B,SELL,979,206
322427,B,BUY,956,228
322432,B,SELL,980,228
322433,B,BUY,952,-228
322435,B,SELL,976,-228
322437,B,BUY,963,-52
322440,B,SELL,971,-52
322442,B,BUY,962,-74
322444,B,SELL,972,-74
322446,B,BUY,961,-96
322448,B,SELL,973,-96
322450,B,BUY,960,-118
322452,B,SELL,974,-118
322454,B,BUY,959,-140
322456,B,SELL,975,-140
322458,B,BUY,958,-162
322460,B,SELL,976,-162
322462,B,BUY,957,-184
322467,B,SELL,977,-184
322469,B,BUY,956,-206
322471,B,SELL,978,-206
322877,B,BUY,965,52
322878,B,SELL,973,52
322879,B,BUY,964,74
322880,B,SELL,974,74
322881,B,BUY,963,96
322883,B,SELL,975,96
322884,B,BUY,962,118
322885,B,SELL,976,118
322887,B,BUY,961,140
322888,B,SELL,977,140
322889,B,BUY,960,162
322890,B,SELL,978,162
322891,B,BUY,959,184
322892,B,SELL,979,184
322893,B,BUY,958,206
322894,B,SELL,980,206
322895,B,BUY,957,228
322898,B,SELL,981,228
322899,B,BUY,955,-228
322901,B,SELL,979,-228
322903,B,BUY,964,-52
322905,B,SELL,972,-52
322907,B,BUY,963,-74
322909,B,SELL,973,-74
322911,B,BUY,962,-96
322915,B,SELL,974,-96
322917,B,BUY,961,-118
322919,B,SELL,975,-118
322921,B,BUY,960,-140
322923,B,SELL,976,-140
322925,B,BUY,959,-162
322927,B,SELL,977,-162
322931,B,BUY,958,-184
322933,B,SELL,978,-184
322935,B,BUY,957,-206
322937,B,SELL,979,-206
323376,B,BUY,964,52
323377,B,SELL,972,52
323378,B,BUY,963,74
323379,B,SELL,973,74
323380,B,BUY,962,96
323381,B,SELL,974,96
323382,B,BUY,961,118
323385,B,SELL,975,118
323386,B,BUY,960,140
323387,B,SELL,976,140
323389,B,BUY,959,162
323391,B,SELL,977,162
323392,B,BUY,958,184
323393,B,SELL,978,184
323394,B,BUY,957,206
323395,B,SELL,979,206
323396,B,BUY,956,228
323398,B,SELL,980,228
323399,B,BUY,956,-228
323401,B,SELL,980,-228
323403,B,BUY,965,-52
323405,B,SELL,973,-52
323407,B,BUY,964,-74
323410,B,SELL,974,-74
323419,B,BUY,963,-96
323421,B,SELL,975,-96
323425,B,BUY,962,-118
323429,B,SELL,976,-118
323431,B,BUY,961,-140
323434,B,SELL,977,-140
323436,B,BUY,960,-162
323438,B,SELL,978,-162
323440,B,BUY,959,-184
323442,B,SELL,979,-184
323444,B,BUY,958,-206
323446,B,SELL,980,-206
323851,B,BUY,963,52
323852,B,SELL,971,52
323853,B,BUY,962,74
323854,B,SELL,972,74
323855,B,BUY,961,96
323856,B,SELL,973,96
323857,B,BUY,960,118
323858,B,SELL,974,118
323860,B,BUY,959,140
323861,B,SELL,975,140
323862,B,BUY,958,162
323863,B,SELL,976,162
323864,B,BUY,957,184
323865,B,SELL,977,184
323866,B,BUY,956,206
323867,B,SELL,978,206
323868,B,BUY,955,228
323869,B,SELL,979,228
323873,B,BUY,957,-228
323876,B,SELL,981,-228
323878,B,BUY,964,-52
323880,B,SELL,972,-52
323885,B,BUY,963,-74
323887,B,SELL,973,-74
323891,B,BUY,962,-96
323893,B,SELL,974,-96
323895,B,BUY,961,-118
323897,B,SELL,975,-118
323901,B,BUY,960,-140
323904,B,SELL,976,-140
323914,B,BUY,959,-162
323916,B,SELL,977,-162
323920,B,BUY,958,-184
323922,B,SELL,978,-184
323924,B,BUY,957,-206
323926,B,SELL,979,-206
324328,B,BUY,964,52
324329,B,SELL,972,52
324331,B,BUY,963,74
324332,B,SELL,973,74
324334,B,BUY,962,96
324335,B,SELL,974,96
324336,B,BUY,961,118
324337,B,SELL,975,118
324338,B,BUY,960,140
324339,B,SELL,976,140
324340,B,BUY,959,162
324342,B,SELL,977,162
324343,B,BUY,958,184
324344,B,SELL,978,184
324346,B,BUY,957,206
324350,B,SELL,979,206
324351,B,BUY,956,228
324352,B,SELL,980,228
324353,B,BUY,956,-228
324355,B,SELL,980,-228
324357,B,BUY,963,-52
324360,B,SELL,971,-52
324368,B,BUY,962,-74
324370,B,SELL,972,-74
324372,B,BUY,961,-96
324374,B,SELL,973,-96
324376,B,BUY,960,-118
324378,B,SELL,974,-118
324380,B,BUY,959,-140
324382,B,SELL,975,-140
324384,B,BUY,958,-162
324386,B,SELL,976,-162
324388,B,BUY,957,-184
324392,B,SELL,977,-184
324396,B,BUY,956,-206
324398,B,SELL,978,-206
324807,B,BUY,966,52
324808,B,SELL,974,52
324809,B,BUY,965,74
324810,B,SELL,975,74
324811,B,BUY,964,96
324813,B,SELL,976,96
324814,B,BUY,963,118
324815,B,SELL,977,118
324816,B,BUY,962,140
324817,B,SELL,978,140
324819,B,BUY,961,162
324820,B,SELL,979,162
324821,B,BUY,960,184
324823,B,SELL,980,184
324826,B,BUY,959,206
324827,B,SELL,981,206
324830,B,BUY,958,228
324831,B,SELL,982,228
324832,B,BUY,955,-228
324834,B,SELL,979,-228
324836,B,BUY,964,-52
324838,B,SELL,972,-52
324840,B,BUY,963,-74
324842,B,SELL,973,-74
324844,B,BUY,962,-96
324846,B,SELL,974,-96
324850,B,BUY,961,-118
324852,B,SELL,975,-118
324854,B,BUY,960,-140
324858,B,SELL,976,-140
324860,B,BUY,959,-162
324862,B,SELL,977,-162
324864,B,BUY,958,-184
324866,B,SELL,978,-184
324868,B,BUY,957,-206
324870,B,SELL,979,-206
325283,B,BUY,965,52
325284,B,SELL,973,52
325286,B,BUY,964,74
325287,B,SELL,974,74
325288,B,BUY,963,96
325290,B,SELL,975,96
325291,B,BUY,962,118
325293,B,SELL,976,118
325294,B,BUY,961,140
325296,B,SELL,977,140
325297,B,BUY,960,162
325298,B,SELL,978,162
325299,B,BUY,959,184
325300,B,SELL,979,184
325302,B,BUY,958,206
325303,B,SELL,980,206
325304,B,BUY,957,228
325305,B,SELL,981,228
325308,B,BUY,956,-228
325310,B,SELL,980,-228
325313,B,BUY,966,-52
325317,B,SELL,974,-52
325319,B,BUY,965,-74
325324,B,SELL,975,-74
325326,B,BUY,964,-96
325328,B,SELL,976,-96
325330,B,BUY,963,-118
325332,B,SELL,977,-118
325334,B,BUY,962,-140
325336,B,SELL,978,-140
325338,B,BUY,961,-162
325342,B,SELL,979,-162
325344,B,BUY,960,-184
325346,B,SELL,980,-184
325348,B,BUY,959,-206
325350,B,SELL,981,-206
325774,B,BUY,963,52
325775,B,SELL,971,52
325776,B,BUY,962,74
325779,B,SELL,972,74
325780,B,BUY,961,96
325781,B,SELL,973,96
325783,B,BUY,960,118
325785,B,SELL,974,118
325786,B,BUY,959,140
325787,B,SELL,975,140
325788,B,BUY,958,162
325789,B,SELL,976,162
325790,B,BUY,957,184
325792,B,SELL,977,184
325794,B,BUY,956,206
325796,B,SELL,978,206
325797,B,BUY,955,228
325801,B,SELL,979,228
325802,B,BUY,958,-228
325804,B,SELL,982,-228
325806,B,BUY,965,-52
325808,B,SELL,973,-52
325812,B,BUY,964,-74
325814,B,SELL,974,-74
325816,B,BUY,963,-96
325818,B,SELL,975,-96
325820,B,BUY,962,-118
325822,B,SELL,976,-118
325824,B,BUY,961,-140
325826,B,SELL,977,-140
325828,B,BUY,960,-162
325831,B,SELL,978,-162
325833,B,BUY,959,-184
325837,B,SELL,979,-184
325839,B,BUY,958,-206
325843,B,SELL,980,-206
326247,B,BUY,963,52
326250,B,SELL,971,52
326251,B,BUY,962,74
326255,B,SELL,972,74
326257,B,BUY,961,96
326258,B,SELL,973,96
326259,B,BUY,960,118
326261,B,SELL,974,118
326262,B,BUY,959,140
326263,B,SELL,975,140
326265,B,BUY,958,162
326266,B,SELL,976,162
326267,B,BUY,957,184
326269,B,SELL,977,184
326271,B,BUY,956,206
326272,B,SELL,978,206
326273,B,BUY,955,228
326276,B,SELL,979,228
326283,B,BUY,957,-228
326285,B,SELL,981,-228
326287,B,BUY,963,-52
326291,B,SELL,971,-52
326293,B,BUY,962,-74
326295,B,SELL,972,-74
326297,B,BUY,961,-96
326300,B,SELL,973,-96
326302,B,BUY,960,-118
326304,B,SELL,974,-118
326306,B,BUY,959,-140
326310,B,SELL,975,-140
326312,B,BUY,958,-162
326314,B,SELL,976,-162
326316,B,BUY,957,-184
326318,B,SELL,977,-184
326320,B,BUY,956,-206
326322,B,SELL,978,-206
326723,B,BUY,959,52
326724,B,SELL,967,52
326726,B,BUY,958,74
326727,B,SELL,968,74
326728,B,BUY,957,96
326730,B,SELL,969,96
326732,B,BUY,956,118
326733,B,SELL,970,118
326735,B,BUY,955,140
326736,B,SELL,971,140
326738,B,BUY,954,162
326739,B,SELL,972,162
326740,B,BUY,953,184
326741,B,SELL,973,184
326742,B,BUY,952,206
326744,B,SELL,974,206
326745,B,BUY,951,228
326746,B,SELL,975,228
326747,B,BUY,955,-228
326750,B,SELL,979,-228
326752,B,BUY,963,-52
326757,B,SELL,971,-52
326759,B,BUY,962,-74
326761,B,SELL,972,-74
326766,B,BUY,961,-96
326770,B,SELL,973,-96
326772,B,BUY,960,-118
326774,B,SELL,974,-118
326776,B,BUY,959,-140
326780,B,SELL,975,-140
326787,B,BUY,958,-162
326789,B,SELL,976,-162
326791,B,BUY,957,-184
326793,B,SELL,977,-184
326795,B,BUY,956,-206
326797,B,SELL,978,-206
327203,B,BUY,960,52
327204,B,SELL,968,52
327205,B,BUY,959,74
327206,B,SELL,969,74
327207,B,BUY,958,96
327208,B,SELL,970,96
327209,B,BUY,957,118
327210,B,SELL,971,118
327211,B,BUY,956,140
327213,B,SELL,972,140
327215,B,BUY,955,162
327217,B,SELL,973,162
327218,B,BUY,954,184
327220,B,SELL,974,184
327221,B,BUY,953,206
327222,B,SELL,975,206
327223,B,BUY,952,228
327225,B,SELL,976,228
327226,B,BUY,955,-228
327228,B,SELL,979,-228
327230,B,BUY,959,-52
327232,B,SELL,967,-52
327234,B,BUY,958,-74
327236,B,SELL,968,-74
327238,B,BUY,957,-96
327241,B,SELL,969,-96
327243,B,BUY,956,-118
327245,B,SELL,970,-118
327248,B,BUY,955,-140
327250,B,SELL,971,-140
327252,B,BUY,954,-162
327257,B,SELL,972,-162
327260,B,BUY,953,-184
327264,B,SELL,973,-184
327267,B,BUY,952,-206
327269,B,SELL,974,-206
327679,B,BUY,960,52
327680,B,SELL,968,52
327681,B,BUY,959,74
327682,B,SELL,969,74
327683,B,BUY,958,96
327684,B,SELL,970,96
327685,B,BUY,957,118
327686,B,SELL,971,118
327688,B,BUY,956,140
327692,B,SELL,972,140
327693,B,BUY,955,162
327694,B,SELL,973,162
327695,B,BUY,954,184
327698,B,SELL,974,184
327699,B,BUY,953,206
327700,B,SELL,975,206
327701,B,BUY,952,228
327702,B,SELL,976,228
327703,B,BUY,951,-228
327705,B,SELL,975,-228
327707,B,BUY,960,-52
327710,B,SELL,968,-52
327712,B,BUY,959,-74
327714,B,SELL,969,-74
327716,B,BUY,958,-96
327718,B,SELL,970,-96
327720,B,BUY,957,-118
327724,B,SELL,971,-118
327726,B,BUY,956,-140
327728,B,SELL,972,-140
327731,B,BUY,955,-162
327733,B,SELL,973,-162
327735,B,BUY,954,-184
327737,B,SELL,974,-184
327739,B,BUY,953,-206
327741,B,SELL,975,-206
328152,B,BUY,960,52
328157,B,SELL,968,52
328158,B,BUY,959,74
328159,B,SELL,969,74
328161,B,BUY,958,96
328164,B,SELL,970,96
328166,B,BUY,957,118
328167,B,SELL,971,118
328168,B,BUY,956,140
328169,B,SELL,972,140
328170,B,BUY,955,162
328171,B,SELL,973,162
328172,B,BUY,954,184
328173,B,SELL,974,184
328176,B,BUY,953,206
328177,B,SELL,975,206
328178,B,BUY,952,228
328179,B,SELL,976,228
328180,B,BUY,952,-228
328185,B,SELL,976,-228
328187,B,BUY,960,-52
328189,B,SELL,968,-52
328193,B,BUY,959,-74
328195,B,SELL,969,-74
328199,B,BUY,958,-96
328201,B,SELL,970,-96
328203,B,BUY,957,-118
328205,B,SELL,971,-118
328207,B,BUY,956,-140
328209,B,SELL,972,-140
328211,B,BUY,955,-162
328213,B,SELL,973,-162
328220,B,BUY,954,-184
328222,B,SELL,974,-184
328224,B,BUY,953,-206
328226,B,SELL,975,-206
328658,B,BUY,962,52
328659,B,SELL,970,52
328660,B,BUY,961,74
328661,B,SELL,971,74
328662,B,BUY,960,96
328663,B,SELL,972,96
328664,B,BUY,959,118
328665,B,SELL,973,118
328667,B,BUY,958,140
328669,B,SELL,974,140
328670,B,BUY,957,162
328671,B,SELL,975,162
328673,B,BUY,956,184
328674,B,SELL,976,184
328675,B,BUY,955,206
328677,B,SELL,977,206
328678,B,BUY,954,228
328679,B,SELL,978,228
328682,B,BUY,952,-228
328684,B,SELL,976,-228
328686,B,BUY,960,-52
328688,B,SELL,968,-52
328690,B,BUY,959,-74
328692,B,SELL,969,-74
328694,B,BUY,958,-96
328696,B,SELL,970,-96
328698,B,BUY,957,-118
328701,B,SELL,971,-118
328703,B,BUY,956,-140
328705,B,SELL,972,-140
328707,B,BUY,955,-162
328710,B,SELL,973,-162
328712,B,BUY,954,-184
328714,B,SELL,974,-184
328716,B,BUY,953,-206
328719,B,SELL,975,-206
329132,B,BUY,961,52
329133,B,SELL,969,52
329135,B,BUY,960,74
329137,B,SELL,970,74
329138,B,BUY,959,96
329140,B,SELL,971,96
329141,B,BUY,958,118
329142,B,SELL,972,118
329144,B,BUY,957,140
329145,B,SELL,973,140
329146,B,BUY,956,162
329147,B,SELL,974,162
329149,B,BUY,955,184
329150,B,SELL,975,184
329153,B,BUY,954,206
329154,B,SELL,976,206
329158,B,BUY,953,228
329159,B,SELL,977,228
329160,B,BUY,952,-228
329162,B,SELL,976,-228
329164,B,BUY,962,-52
329166,B,SELL,970,-52
329168,B,BUY,961,-74
329170,B,SELL,971,-74
329173,B,BUY,960,-96
329177,B,SELL,972,-96
329179,B,BUY,959,-118
329181,B,SELL,973,-118
329185,B,BUY,958,-140
329189,B,SELL,974,-140
329193,B,BUY,957,-162
329195,B,SELL,975,-162
329197,B,BUY,956,-184
329199,B,SELL,976,-184
329201,B,BUY,955,-206
329208,B,SELL,977,-206
329610,B,BUY,960,52
329611,B,SELL,968,52
329612,B,BUY,959,74
329613,B,SELL,969,74
329615,B,BUY,958,96
329616,B,SELL,970,96
329617,B,BUY,957,118
329618,B,SELL,971,118
329619,B,BUY,956,140
329621,B,SELL,972,140
329624,B,BUY,955,162
329625,B,SELL,973,162
329626,B,BUY,954,184
329627,B,SELL,974,184
329629,B,BUY,953,206
329632,B,SELL,975,206
329633,B,BUY,952,228
329634,B,SELL,976,228
329635,B,BUY,954,-228
329637,B,SELL,978,-228
329639,B,BUY,961,-52
329641,B,SELL,969,-52
329643,B,BUY,960,-74
329645,B,SELL,970,-74
329647,B,BUY,959,-96
329650,B,SELL,971,-96
329652,B,BUY,958,-118
329656,B,SELL,972,-118
329658,B,BUY,957,-140
329660,B,SELL,973,-140
329662,B,BUY,956,-162
329664,B,SELL,974,-162
329668,B,BUY,955,-184
329670,B,SELL,975,-184
329672,B,BUY,954,-206
329674,B,SELL,976,-206
330086,B,BUY,960,52
330087,B,SELL,968,52
330089,B,BUY,959,74
330091,B,SELL,969,74
330092,B,BUY,958,96
330093,B,SELL,970,96
330094,B,BUY,957,118
330095,B,SELL,971,118
330096,B,BUY,956,140
330100,B,SELL,972,140
330101,B,BUY,955,162
330103,B,SELL,973,162
330104,B,BUY,954,184
330106,B,SELL,974,184
330107,B,BUY,953,206
330110,B,SELL,975,206
330111,B,BUY,952,228
330113,B,SELL,976,228
330114,B,BUY,953,-228
330116,B,SELL,977,-228
330119,B,BUY,960,-52
330121,B,SELL,968,-52
330125,B,BUY,959,-74
330127,B,SELL,969,-74
330129,B,BUY,958,-96
330131,B,SELL,970,-96
330135,B,BUY,957,-118
330137,B,SELL,971,-118
330141,B,BUY,956,-140
330143,B,SELL,972,-140
330145,B,BUY,955,-162
330147,B,SELL,973,-162
330149,B,BUY,954,-184
330151,B,SELL,974,-184
330155,B,BUY,953,-206
330159,B,SELL,975,-206
330571,B,BUY,957,52
330572,B,SELL,965,52
330575,B,BUY,956,74
330576,B,SELL,966,74
330578,B,BUY,955,96
330579,B,SELL,967,96
330580,B,BUY,954,118
330581,B,SELL,968,118
330584,B,BUY,953,140
330585,B,SELL,969,140
330586,B,BUY,952,162
330587,B,SELL,970,162
330588,B,BUY,951,184
330589,B,SELL,971,184
330591,B,BUY,950,206
330592,B,SELL,972,206
330593,B,BUY,949,228
330594,B,SELL,973,228
330595,B,BUY,952,-228
330598,B,SELL,976,-228
330601,B,BUY,960,-52
330604,B,SELL,968,-52
330607,B,BUY,959,-74
330609,B,SELL,969,-74
330613,B,BUY,958,-96
330615,B,SELL,970,-96
330617,B,BUY,957,-118
330619,B,SELL,971,-118
330621,B,BUY,956,-140
330625,B,SELL,972,-140
330627,B,BUY,955,-162
330631,B,SELL,973,-162
330633,B,BUY,954,-184
330635,B,SELL,974,-184
330637,B,BUY,953,-206
330639,B,SELL,975,-206
331044,B,BUY,956,52
331046,B,SELL,964,52
331047,B,BUY,955,74
331050,B,SELL,965,74
331052,B,BUY,954,96
331053,B,SELL,966,96
331054,B,BUY,953,118
331055,B,SELL,967,118
331056,B,BUY,952,140
331057,B,SELL,968,140
331058,B,BUY,951,162
331059,B,SELL,969,162
331060,B,BUY,950,184
331061,B,SELL,970,184
331062,B,BUY,949,206
331063,B,SELL,971,206
331064,B,BUY,948,228
331066,B,SELL,972,228
331068,B,BUY,952,-228
331070,B,SELL,976,-228
331072,B,BUY,957,-52
331074,B,SELL,965,-52
331076,B,BUY,956,-74
331078,B,SELL,966,-74
331080,B,BUY,955,-96
331082,B,SELL,967,-96
331084,B,BUY,954,-118
331086,B,SELL,968,-118
331088,B,BUY,953,-140
331090,B,SELL,969,-140
331092,B,BUY,952,-162
331094,B,SELL,970,-162
331096,B,BUY,951,-184
331098,B,SELL,971,-184
331100,B,BUY,950,-206
331102,B,SELL,972,-206
331519,B,BUY,957,52
331522,B,SELL,965,52
331523,B,BUY,956,74
331524,B,SELL,966,74
331525,B,BUY,955,96
331527,B,SELL,967,96
331528,B,BUY,954,118
331529,B,SELL,968,118
331532,B,BUY,953,140
331535,B,SELL,969,140
331536,B,BUY,952,162
331537,B,SELL,970,162
331540,B,BUY,951,184
331541,B,SELL,971,184
331542,B,BUY,950,206
331543,B,SELL,972,206
331544,B,BUY,949,228
331545,B,SELL,973,228
331546,B,BUY,949,-228
331549,B,SELL,973,-228
331551,B,BUY,956,-52
331553,B,SELL,964,-52
331555,B,BUY,955,-74
331557,B,SELL,965,-74
331559,B,BUY,954,-96
331561,B,SELL,966,-96
331563,B,BUY,953,-118
