message_index,symbol,side,px,dq
325633,A,SELL,1177,-118
325635,A,BUY,1162,-140
325637,A,SELL,1178,-140
325639,A,BUY,1161,-162
325641,A,SELL,1179,-162
325643,A,BUY,1160,-184
325645,A,SELL,1180,-184
325647,A,BUY,1159,-206
325649,A,SELL,1181,-206
326021,A,BUY,1168,52
326023,A,SELL,1176,52
326036,A,BUY,1167,74
326037,A,SELL,1177,74
326056,A,BUY,1166,96
326065,A,SELL,1178,96
326076,A,BUY,1165,118
326077,A,SELL,1179,118
326078,A,BUY,1164,140
326079,A,SELL,1180,140
326080,A,BUY,1163,162
326081,A,SELL,1181,162
326082,A,BUY,1162,184
326083,A,SELL,1182,184
326084,A,BUY,1161,206
326085,A,SELL,1183,206
326086,A,BUY,1160,228
326087,A,SELL,1184,228
326088,A,BUY,1158,-228
326090,A,SELL,1182,-228
326092,A,BUY,1168,-52
326094,A,SELL,1176,-52
326096,A,BUY,1167,-74
326098,A,SELL,1177,-74
326100,A,BUY,1166,-96
326102,A,SELL,1178,-96
326104,A,BUY,1165,-118
326106,A,SELL,1179,-118
326108,A,BUY,1164,-140
326110,A,SELL,1180,-140
326112,A,BUY,1163,-162
326114,A,SELL,1181,-162
326116,A,BUY,1162,-184
326118,A,SELL,1182,-184
326120,A,BUY,1161,-206
326122,A,SELL,1183,-206
326495,A,BUY,1169,52
326500,A,SELL,1177,52
326506,A,BUY,1168,74
326512,A,SELL,1178,74
326536,A,BUY,1167,96
326539,A,SELL,1179,96
326552,A,BUY,1166,118
326553,A,SELL,1180,118
326554,A,BUY,1165,140
326555,A,SELL,1181,140
326556,A,BUY,1164,162
326557,A,SELL,1182,162
326558,A,BUY,1163,184
326559,A,SELL,1183,184
326560,A,BUY,1162,206
326561,A,SELL,1184,206
326562,A,BUY,1161,228
326563,A,SELL,1185,228
326564,A,BUY,1160,-228
326566,A,SELL,1184,-228
326568,A,BUY,1168,-52
326570,A,SELL,1176,-52
326572,A,BUY,1167,-74
326574,A,SELL,1177,-74
326576,A,BUY,1166,-96
326578,A,SELL,1178,-96
326580,A,BUY,1165,-118
326582,A,SELL,1179,-118
326584,A,BUY,1164,-140
326586,A,SELL,1180,-140
326588,A,BUY,1163,-162
326590,A,SELL,1181,-162
326592,A,BUY,1162,-184
326594,A,SELL,1182,-184
326596,A,BUY,1161,-206
326598,A,SELL,1183,-206
326981,A,BUY,1169,52
326991,A,SELL,1177,52
327002,A,BUY,1168,74
327007,A,SELL,1178,74
327026,A,BUY,1167,96
327029,A,SELL,1179,96
327032,A,BUY,1166,118
327033,A,SELL,1180,118
327034,A,BUY,1165,140
327035,A,SELL,1181,140
327036,A,BUY,1164,162
327037,A,SELL,1182,162
327038,A,BUY,1163,184
327039,A,SELL,1183,184
327040,A,BUY,1162,206
327041,A,SELL,1184,206
327042,A,BUY,1161,228
327043,A,SELL,1185,228
327044,A,BUY,1160,-228
327046,A,SELL,1184,-228
327048,A,BUY,1169,-52
327050,A,SELL,1177,-52
327052,A,BUY,1168,-74
327054,A,SELL,1178,-74
327056,A,BUY,1167,-96
327058,A,SELL,1179,-96
327060,A,BUY,1166,-118
327062,A,SELL,1180,-118
327064,A,BUY,1165,-140
327066,A,SELL,1181,-140
327068,A,BUY,1164,-162
327070,A,SELL,1182,-162
327072,A,BUY,1163,-184
327074,A,SELL,1183,-184
327076,A,BUY,1162,-206
327078,A,SELL,1184,-206
327451,A,BUY,1169,52
327456,A,SELL,1177,52
327465,A,BUY,1168,74
327503,A,SELL,1178,74
327504,A,BUY,1167,96
327505,A,SELL,1179,96
327506,A,BUY,1166,118
327507,A,SELL,1180,118
327508,A,BUY,1165,140
327509,A,SELL,1181,140
327510,A,BUY,1164,162
327511,A,SELL,1182,162
327512,A,BUY,1163,184
327513,A,SELL,1183,184
327514,A,BUY,1162,206
327515,A,SELL,1184,206
327516,A,BUY,1161,228
327517,A,SELL,1185,228
327518,A,BUY,1161,-228
327520,A,SELL,1185,-228
327522,A,BUY,1169,-52
327524,A,SELL,1177,-52
327526,A,BUY,1168,-74
327528,A,SELL,1178,-74
327530,A,BUY,1167,-96
327532,A,SELL,1179,-96
327534,A,BUY,1166,-118
327536,A,SELL,1180,-118
327538,A,BUY,1165,-140
327540,A,SELL,1181,-140
327542,A,BUY,1164,-162
327544,A,SELL,1182,-162
327546,A,BUY,1163,-184
327548,A,SELL,1183,-184
327550,A,BUY,1162,-206
327552,A,SELL,1184,-206
327926,A,BUY,1171,52
327927,A,SELL,1179,52
327932,A,BUY,1170,74
327937,A,SELL,1180,74
327939,A,BUY,1169,96
327942,A,SELL,1181,96
327955,A,BUY,1168,118
327982,A,SELL,1182,118
327983,A,BUY,1167,140
327984,A,SELL,1183,140
327985,A,BUY,1166,162
327986,A,SELL,1184,162
327987,A,BUY,1165,184
327988,A,SELL,1185,184
327989,A,BUY,1164,206
327990,A,SELL,1186,206
327991,A,BUY,1163,228
327992,A,SELL,1187,228
327993,A,BUY,1161,-228
327995,A,SELL,1185,-228
327997,A,BUY,1169,-52
327999,A,SELL,1177,-52
328001,A,BUY,1168,-74
328003,A,SELL,1178,-74
328005,A,BUY,1167,-96
328007,A,SELL,1179,-96
328009,A,BUY,1166,-118
328011,A,SELL,1180,-118
328013,A,BUY,1165,-140
328015,A,SELL,1181,-140
328017,A,BUY,1164,-162
328019,A,SELL,1182,-162
328021,A,BUY,1163,-184
328023,A,SELL,1183,-184
328025,A,BUY,1162,-206
328027,A,SELL,1184,-206
328429,A,BUY,1171,52
328444,A,SELL,1179,52
328445,A,BUY,1170,74
328472,A,SELL,1180,74
328475,A,BUY,1169,96
328486,A,SELL,1181,96
328487,A,BUY,1168,118
328488,A,SELL,1182,118
328489,A,BUY,1167,140
328490,A,SELL,1183,140
328491,A,BUY,1166,162
328492,A,SELL,1184,162
328493,A,BUY,1165,184
328494,A,SELL,1185,184
328495,A,BUY,1164,206
328496,A,SELL,1186,206
328497,A,BUY,1163,228
328498,A,SELL,1187,228
328499,A,BUY,1161,-228
328501,A,SELL,1185,-228
328503,A,BUY,1171,-52
328505,A,SELL,1179,-52
328507,A,BUY,1170,-74
328509,A,SELL,1180,-74
328511,A,BUY,1169,-96
328513,A,SELL,1181,-96
328515,A,BUY,1168,-118
328517,A,SELL,1182,-118
328519,A,BUY,1167,-140
328521,A,SELL,1183,-140
328523,A,BUY,1166,-162
328525,A,SELL,1184,-162
328527,A,BUY,1165,-184
328529,A,SELL,1185,-184
328531,A,BUY,1164,-206
328533,A,SELL,1186,-206
328902,A,BUY,1169,52
328903,A,SELL,1177,52
328904,A,BUY,1168,74
328911,A,SELL,1178,74
328913,A,BUY,1167,96
328914,A,SELL,1179,96
328915,A,BUY,1166,118
328926,A,SELL,1180,118
328927,A,BUY,1165,140
328936,A,SELL,1181,140
328937,A,BUY,1164,162
328950,A,SELL,1182,162
328963,A,BUY,1163,184
328966,A,SELL,1183,184
328969,A,BUY,1162,206
328970,A,SELL,1184,206
328971,A,BUY,1161,228
328972,A,SELL,1185,228
328973,A,BUY,1163,-228
328975,A,SELL,1187,-228
328977,A,BUY,1171,-52
328979,A,SELL,1179,-52
328981,A,BUY,1170,-74
328983,A,SELL,1180,-74
328985,A,BUY,1169,-96
328987,A,SELL,1181,-96
328989,A,BUY,1168,-118
328991,A,SELL,1182,-118
328993,A,BUY,1167,-140
328995,A,SELL,1183,-140
328997,A,BUY,1166,-162
328999,A,SELL,1184,-162
329001,A,BUY,1165,-184
329003,A,SELL,1185,-184
329005,A,BUY,1164,-206
329007,A,SELL,1186,-206
329379,A,BUY,1170,52
329381,A,SELL,1178,52
329392,A,BUY,1169,74
329394,A,SELL,1179,74
329395,A,BUY,1168,96
329402,A,SELL,1180,96
329415,A,BUY,1167,118
329416,A,SELL,1181,118
329441,A,BUY,1166,140
329442,A,SELL,1182,140
329443,A,BUY,1165,162
329444,A,SELL,1183,162
329445,A,BUY,1164,184
329446,A,SELL,1184,184
329447,A,BUY,1163,206
329448,A,SELL,1185,206
329449,A,BUY,1162,228
329450,A,SELL,1186,228
329451,A,BUY,1163,-228
329453,A,SELL,1187,-228
329455,A,BUY,1169,-52
329457,A,SELL,1177,-52
329459,A,BUY,1168,-74
329461,A,SELL,1178,-74
329463,A,BUY,1167,-96
329465,A,SELL,1179,-96
329467,A,BUY,1166,-118
329469,A,SELL,1180,-118
329471,A,BUY,1165,-140
329473,A,SELL,1181,-140
329475,A,BUY,1164,-162
329477,A,SELL,1182,-162
329479,A,BUY,1163,-184
329481,A,SELL,1183,-184
329483,A,BUY,1162,-206
329485,A,SELL,1184,-206
329862,A,BUY,1174,52
329863,A,SELL,1182,52
329866,A,BUY,1173,74
329870,A,SELL,1183,74
329875,A,BUY,1172,96
329882,A,SELL,1184,96
329893,A,BUY,1171,118
329900,A,SELL,1185,118
329917,A,BUY,1170,140
329918,A,SELL,1186,140
329919,A,BUY,1169,162
329920,A,SELL,1187,162
329921,A,BUY,1168,184
329922,A,SELL,1188,184
329923,A,BUY,1167,206
329924,A,SELL,1189,206
329925,A,BUY,1166,228
329926,A,SELL,1190,228
329927,A,BUY,1161,-228
329929,A,SELL,1185,-228
329931,A,BUY,1170,-52
329933,A,SELL,1178,-52
329935,A,BUY,1169,-74
329937,A,SELL,1179,-74
329939,A,BUY,1168,-96
329941,A,SELL,1180,-96
329943,A,BUY,1167,-118
329945,A,SELL,1181,-118
329947,A,BUY,1166,-140
329949,A,SELL,1182,-140
329951,A,BUY,1165,-162
329953,A,SELL,1183,-162
329955,A,BUY,1164,-184
329957,A,SELL,1184,-184
329959,A,BUY,1163,-206
329961,A,SELL,1185,-206
330342,A,BUY,1175,52
330352,A,SELL,1183,52
330359,A,BUY,1174,74
330361,A,SELL,1184,74
330366,A,BUY,1173,96
330369,A,SELL,1185,96
330374,A,BUY,1172,118
330383,A,SELL,1186,118
330386,A,BUY,1171,140
330397,A,SELL,1187,140
330398,A,BUY,1170,162
330405,A,SELL,1188,162
330406,A,BUY,1169,184
330407,A,SELL,1189,184
330408,A,BUY,1168,206
330409,A,SELL,1190,206
330410,A,BUY,1167,228
330411,A,SELL,1191,228
330412,A,BUY,1162,-228
330414,A,SELL,1186,-228
330416,A,BUY,1174,-52
