message_index,symbol,side,px,dq
320119,C,SELL,894,228
320120,C,BUY,869,-228
320122,C,SELL,893,-228
320124,C,BUY,876,-52
320126,C,SELL,884,-52
320128,C,BUY,875,-74
320130,C,SELL,885,-74
320132,C,BUY,874,-96
320134,C,SELL,886,-96
320136,C,BUY,873,-118
320138,C,SELL,887,-118
320140,C,BUY,872,-140
320142,C,SELL,888,-140
320144,C,BUY,871,-162
320146,C,SELL,889,-162
320148,C,BUY,870,-184
320150,C,SELL,890,-184
320152,C,BUY,869,-206
320154,C,SELL,891,-206
320610,C,BUY,876,52
320611,C,SELL,884,52
320612,C,BUY,875,74
320613,C,SELL,885,74
320614,C,BUY,874,96
320615,C,SELL,886,96
320616,C,BUY,873,118
320617,C,SELL,887,118
320618,C,BUY,872,140
320619,C,SELL,888,140
320620,C,BUY,871,162
320621,C,SELL,889,162
320622,C,BUY,870,184
320623,C,SELL,890,184
320624,C,BUY,869,206
320625,C,SELL,891,206
320626,C,BUY,868,228
320627,C,SELL,892,228
320628,C,BUY,868,-228
320630,C,SELL,892,-228
320632,C,BUY,878,-52
320634,C,SELL,886,-52
320636,C,BUY,877,-74
320638,C,SELL,887,-74
320640,C,BUY,876,-96
320642,C,SELL,888,-96
320644,C,BUY,875,-118
320646,C,SELL,889,-118
320648,C,BUY,874,-140
320650,C,SELL,890,-140
320652,C,BUY,873,-162
320654,C,SELL,891,-162
320656,C,BUY,872,-184
320658,C,SELL,892,-184
320660,C,BUY,871,-206
320662,C,SELL,893,-206
321082,C,BUY,875,52
321083,C,SELL,883,52
321084,C,BUY,874,74
321085,C,SELL,884,74
321086,C,BUY,873,96
321087,C,SELL,885,96
321088,C,BUY,872,118
321089,C,SELL,886,118
321090,C,BUY,871,140
321091,C,SELL,887,140
321092,C,BUY,870,162
321093,C,SELL,888,162
321094,C,BUY,869,184
321095,C,SELL,889,184
321096,C,BUY,868,206
321097,C,SELL,890,206
321098,C,BUY,867,228
321099,C,SELL,891,228
321100,C,BUY,870,-228
321102,C,SELL,894,-228
321104,C,BUY,876,-52
321106,C,SELL,884,-52
321108,C,BUY,875,-74
321110,C,SELL,885,-74
321112,C,BUY,874,-96
321114,C,SELL,886,-96
321116,C,BUY,873,-118
321118,C,SELL,887,-118
321120,C,BUY,872,-140
321122,C,SELL,888,-140
321124,C,BUY,871,-162
321126,C,SELL,889,-162
321128,C,BUY,870,-184
321130,C,SELL,890,-184
321132,C,BUY,869,-206
321134,C,SELL,891,-206
321587,C,BUY,873,52
321588,C,SELL,881,52
321589,C,BUY,872,74
321590,C,SELL,882,74
321591,C,BUY,871,96
321592,C,SELL,883,96
321593,C,BUY,870,118
321594,C,SELL,884,118
321595,C,BUY,869,140
321596,C,SELL,885,140
321597,C,BUY,868,162
321598,C,SELL,886,162
321599,C,BUY,867,184
321600,C,SELL,887,184
321601,C,BUY,866,206
321602,C,SELL,888,206
321603,C,BUY,865,228
321604,C,SELL,889,228
321605,C,BUY,868,-228
321607,C,SELL,892,-228
321609,C,BUY,875,-52
321611,C,SELL,883,-52
321613,C,BUY,874,-74
321615,C,SELL,884,-74
321617,C,BUY,873,-96
321619,C,SELL,885,-96
321621,C,BUY,872,-118
321623,C,SELL,886,-118
321625,C,BUY,871,-140
321627,C,SELL,887,-140
321629,C,BUY,870,-162
321631,C,SELL,888,-162
321633,C,BUY,869,-184
321635,C,SELL,889,-184
321637,C,BUY,868,-206
321639,C,SELL,890,-206
322065,C,BUY,875,52
322066,C,SELL,883,52
322067,C,BUY,874,74
322068,C,SELL,884,74
322069,C,BUY,873,96
322070,C,SELL,885,96
322071,C,BUY,872,118
322072,C,SELL,886,118
322073,C,BUY,871,140
322074,C,SELL,887,140
322075,C,BUY,870,162
322076,C,SELL,888,162
322077,C,BUY,869,184
322078,C,SELL,889,184
322079,C,BUY,868,206
322080,C,SELL,890,206
322081,C,BUY,867,228
322082,C,SELL,891,228
322083,C,BUY,867,-228
322085,C,SELL,891,-228
322087,C,BUY,873,-52
322089,C,SELL,881,-52
322091,C,BUY,872,-74
322093,C,SELL,882,-74
322095,C,BUY,871,-96
322097,C,SELL,883,-96
322099,C,BUY,870,-118
322101,C,SELL,884,-118
322103,C,BUY,869,-140
322105,C,SELL,885,-140
322107,C,BUY,868,-162
322109,C,SELL,886,-162
322111,C,BUY,867,-184
322113,C,SELL,887,-184
322115,C,BUY,866,-206
322117,C,SELL,888,-206
322543,C,BUY,877,52
322544,C,SELL,885,52
322545,C,BUY,876,74
322546,C,SELL,886,74
322547,C,BUY,875,96
322548,C,SELL,887,96
322549,C,BUY,874,118
322550,C,SELL,888,118
322551,C,BUY,873,140
322552,C,SELL,889,140
322553,C,BUY,872,162
322554,C,SELL,890,162
322555,C,BUY,871,184
322556,C,SELL,891,184
322557,C,BUY,870,206
322558,C,SELL,892,206
322559,C,BUY,869,228
322560,C,SELL,893,228
322561,C,BUY,865,-228
322563,C,SELL,889,-228
322565,C,BUY,875,-52
322567,C,SELL,883,-52
322569,C,BUY,874,-74
322571,C,SELL,884,-74
322573,C,BUY,873,-96
322575,C,SELL,885,-96
322577,C,BUY,872,-118
322579,C,SELL,886,-118
322581,C,BUY,871,-140
322583,C,SELL,887,-140
322585,C,BUY,870,-162
322587,C,SELL,888,-162
322589,C,BUY,869,-184
322591,C,SELL,889,-184
322593,C,BUY,868,-206
322595,C,SELL,890,-206
323041,C,BUY,876,52
323042,C,SELL,884,52
323043,C,BUY,875,74
323044,C,SELL,885,74
323045,C,BUY,874,96
323046,C,SELL,886,96
323047,C,BUY,873,118
323048,C,SELL,887,118
323049,C,BUY,872,140
323050,C,SELL,888,140
323051,C,BUY,871,162
323052,C,SELL,889,162
323053,C,BUY,870,184
323054,C,SELL,890,184
323055,C,BUY,869,206
323056,C,SELL,891,206
323057,C,BUY,868,228
323058,C,SELL,892,228
323059,C,BUY,867,-228
323061,C,SELL,891,-228
323063,C,BUY,877,-52
323065,C,SELL,885,-52
323067,C,BUY,876,-74
323069,C,SELL,886,-74
323071,C,BUY,875,-96
323073,C,SELL,887,-96
323075,C,BUY,874,-118
323077,C,SELL,888,-118
323079,C,BUY,873,-140
323081,C,SELL,889,-140
323083,C,BUY,872,-162
323085,C,SELL,890,-162
323087,C,BUY,871,-184
323089,C,SELL,891,-184
323091,C,BUY,870,-206
323093,C,SELL,892,-206
323515,C,BUY,877,52
323516,C,SELL,885,52
323517,C,BUY,876,74
323518,C,SELL,886,74
323519,C,BUY,875,96
323520,C,SELL,887,96
323521,C,BUY,874,118
323522,C,SELL,888,118
323523,C,BUY,873,140
323524,C,SELL,889,140
323525,C,BUY,872,162
323526,C,SELL,890,162
323527,C,BUY,871,184
323528,C,SELL,891,184
323529,C,BUY,870,206
323530,C,SELL,892,206
323531,C,BUY,869,228
323532,C,SELL,893,228
323533,C,BUY,869,-228
323535,C,SELL,893,-228
323537,C,BUY,876,-52
323539,C,SELL,884,-52
323541,C,BUY,875,-74
323543,C,SELL,885,-74
323545,C,BUY,874,-96
323547,C,SELL,886,-96
323549,C,BUY,873,-118
323551,C,SELL,887,-118
323553,C,BUY,872,-140
323555,C,SELL,888,-140
323557,C,BUY,871,-162
323559,C,SELL,889,-162
323561,C,BUY,870,-184
323563,C,SELL,890,-184
323565,C,BUY,869,-206
323567,C,SELL,891,-206
323994,C,BUY,874,52
323995,C,SELL,882,52
323996,C,BUY,873,74
323997,C,SELL,883,74
323998,C,BUY,872,96
323999,C,SELL,884,96
324000,C,BUY,871,118
324001,C,SELL,885,118
324002,C,BUY,870,140
324003,C,SELL,886,140
324004,C,BUY,869,162
324005,C,SELL,887,162
324006,C,BUY,868,184
324007,C,SELL,888,184
324008,C,BUY,867,206
324009,C,SELL,889,206
324010,C,BUY,866,228
324011,C,SELL,890,228
324012,C,BUY,868,-228
324014,C,SELL,892,-228
324016,C,BUY,877,-52
324018,C,SELL,885,-52
324020,C,BUY,876,-74
324022,C,SELL,886,-74
324024,C,BUY,875,-96
324026,C,SELL,887,-96
324028,C,BUY,874,-118
324030,C,SELL,888,-118
324032,C,BUY,873,-140
324034,C,SELL,889,-140
324036,C,BUY,872,-162
324038,C,SELL,890,-162
324040,C,BUY,871,-184
324042,C,SELL,891,-184
324044,C,BUY,870,-206
324046,C,SELL,892,-206
324472,C,BUY,872,52
324473,C,SELL,880,52
324474,C,BUY,871,74
324475,C,SELL,881,74
324476,C,BUY,870,96
324477,C,SELL,882,96
324478,C,BUY,869,118
324479,C,SELL,883,118
324480,C,BUY,868,140
324481,C,SELL,884,140
324482,C,BUY,867,162
324483,C,SELL,885,162
324484,C,BUY,866,184
324485,C,SELL,886,184
324486,C,BUY,865,206
324487,C,SELL,887,206
324488,C,BUY,864,228
324489,C,SELL,888,228
324490,C,BUY,869,-228
324492,C,SELL,893,-228
324494,C,BUY,874,-52
324496,C,SELL,882,-52
324498,C,BUY,873,-74
324500,C,SELL,883,-74
324502,C,BUY,872,-96
324504,C,SELL,884,-96
324506,C,BUY,871,-118
324508,C,SELL,885,-118
324510,C,BUY,870,-140
324512,C,SELL,886,-140
324514,C,BUY,869,-162
324516,C,SELL,887,-162
324518,C,BUY,868,-184
324520,C,SELL,888,-184
324522,C,BUY,867,-206
324524,C,SELL,889,-206
324950,C,BUY,873,52
324951,C,SELL,881,52
324952,C,BUY,872,74
324953,C,SELL,882,74
324954,C,BUY,871,96
324955,C,SELL,883,96
324956,C,BUY,870,118
324957,C,SELL,884,118
324958,C,BUY,869,140
324959,C,SELL,885,140
324960,C,BUY,868,162
324961,C,SELL,886,162
324962,C,BUY,867,184
324963,C,SELL,887,184
324964,C,BUY,866,206
324965,C,SELL,888,206
324966,C,BUY,865,228
324967,C,SELL,889,228
324968,C,BUY,866,-228
324970,C,SELL,890,-228
324972,C,BUY,872,-52
324974,C,SELL,880,-52
324976,C,BUY,871,-74
324978,C,SELL,881,-74
324980,C,BUY,870,-96
324982,C,SELL,882,-96
324984,C,BUY,869,-118
324986,C,SELL,883,-118
324988,C,BUY,868,-140
324990,C,SELL,884,-140
324992,C,BUY,867,-162
324994,C,SELL,885,-162
324996,C,BUY,866,-184
324998,C,SELL,886,-184
325000,C,BUY,865,-206
325002,C,SELL,887,-206
325427,C,BUY,876,52
325428,C,SELL,884,52
325429,C,BUY,875,74
325430,C,SELL,885,74
325431,C,BUY,874,96
325432,C,SELL,886,96
325433,C,BUY,873,118
325434,C,SELL,887,118
325435,C,BUY,872,140
325436,C,SELL,888,140
325437,C,BUY,871,162
325438,C,SELL,889,162
325439,C,BUY,870,184
325440,C,SELL,890,184
325441,C,BUY,869,206
325442,C,SELL,891,206
325443,C,BUY,868,228
325444,C,SELL,892,228
325445,C,BUY,864,-228
325447,C,SELL,888,-228
325449,C,BUY,873,-52
325451,C,SELL,881,-52
325453,C,BUY,872,-74
325455,C,SELL,882,-74
325457,C,BUY,871,-96
325459,C,SELL,883,-96
325461,C,BUY,870,-118
325463,C,SELL,884,-118
325465,C,BUY,869,-140
325467,C,SELL,885,-140
325469,C,BUY,868,-162
325471,C,SELL,886,-162
325473,C,BUY,867,-184
325475,C,SELL,887,-184
325477,C,BUY,866,-206
325479,C,SELL,888,-206
325916,C,BUY,877,52
325917,C,SELL,885,52
325918,C,BUY,876,74
325919,C,SELL,886,74
325920,C,BUY,875,96
325921,C,SELL,887,96
325922,C,BUY,874,118
325923,C,SELL,888,118
325924,C,BUY,873,140
325925,C,SELL,889,140
325926,C,BUY,872,162
325927,C,SELL,890,162
325928,C,BUY,871,184
325929,C,SELL,891,184
325930,C,BUY,870,206
325931,C,SELL,892,206
325932,C,BUY,869,228
325933,C,SELL,893,228
325934,C,BUY,865,-228
325936,C,SELL,889,-228
325938,C,BUY,876,-52
325940,C,SELL,884,-52
325942,C,BUY,875,-74
325944,C,SELL,885,-74
325946,C,BUY,874,-96
325948,C,SELL,886,-96
325950,C,BUY,873,-118
325952,C,SELL,887,-118
325954,C,BUY,872,-140
325956,C,SELL,888,-140
325958,C,BUY,871,-162
325960,C,SELL,889,-162
325962,C,BUY,870,-184
325964,C,SELL,890,-184
325966,C,BUY,869,-206
325968,C,SELL,891,-206
326391,C,BUY,875,52
326392,C,SELL,883,52
326393,C,BUY,874,74
326394,C,SELL,884,74
326395,C,BUY,873,96
326396,C,SELL,885,96
326397,C,BUY,872,118
326398,C,SELL,886,118
326399,C,BUY,871,140
326400,C,SELL,887,140
326401,C,BUY,870,162
326402,C,SELL,888,162
326403,C,BUY,869,184
326404,C,SELL,889,184
326405,C,BUY,868,206
326406,C,SELL,890,206
326407,C,BUY,867,228
326408,C,SELL,891,228
326409,C,BUY,868,-228
326411,C,SELL,892,-228
326413,C,BUY,877,-52
326415,C,SELL,885,-52
326417,C,BUY,876,-74
326419,C,SELL,886,-74
326421,C,BUY,875,-96
326423,C,SELL,887,-96
326425,C,BUY,874,-118
326427,C,SELL,888,-118
326429,C,BUY,873,-140
326431,C,SELL,889,-140
326433,C,BUY,872,-162
326435,C,SELL,890,-162
326437,C,BUY,871,-184
326439,C,SELL,891,-184
326441,C,BUY,870,-206
326443,C,SELL,892,-206
326872,C,BUY,878,52
326873,C,SELL,886,52
326874,C,BUY,877,74
326875,C,SELL,887,74
326876,C,BUY,876,96
326877,C,SELL,888,96
326878,C,BUY,875,118
326879,C,SELL,889,118
326880,C,BUY,874,140
326881,C,SELL,890,140
326882,C,BUY,873,162
326883,C,SELL,891,162
326884,C,BUY,872,184
326885,C,SELL,892,184
326886,C,BUY,871,206
326887,C,SELL,893,206
326888,C,BUY,870,228
326889,C,SELL,894,228
326890,C,BUY,869,-228
326892,C,SELL,893,-228
326894,C,BUY,875,-52
326896,C,SELL,883,-52
326898,C,BUY,874,-74
326900,C,SELL,884,-74
326902,C,BUY,873,-96
326904,C,SELL,885,-96
326906,C,BUY,872,-118
326908,C,SELL,886,-118
326910,C,BUY,871,-140
326912,C,SELL,887,-140
326914,C,BUY,870,-162
326916,C,SELL,888,-162
326918,C,BUY,869,-184
326920,C,SELL,889,-184
326922,C,BUY,868,-206
326924,C,SELL,890,-206
327346,C,BUY,877,52
327347,C,SELL,885,52
327348,C,BUY,876,74
327349,C,SELL,886,74
327350,C,BUY,875,96
327351,C,SELL,887,96
327352,C,BUY,874,118
327353,C,SELL,888,118
327354,C,BUY,873,140
327355,C,SELL,889,140
327356,C,BUY,872,162
327357,C,SELL,890,162
327358,C,BUY,871,184
327359,C,SELL,891,184
327360,C,BUY,870,206
327361,C,SELL,892,206
327362,C,BUY,869,228
327363,C,SELL,893,228
327364,C,BUY,867,-228
327366,C,SELL,891,-228
327368,C,BUY,878,-52
327370,C,SELL,886,-52
327372,C,BUY,877,-74
327374,C,SELL,887,-74
327376,C,BUY,876,-96
327378,C,SELL,888,-96
327380,C,BUY,875,-118
327382,C,SELL,889,-118
327384,C,BUY,874,-140
327386,C,SELL,890,-140
327388,C,BUY,873,-162
327390,C,SELL,891,-162
327392,C,BUY,872,-184
327394,C,SELL,892,-184
327396,C,BUY,871,-206
327398,C,SELL,893,-206
327821,C,BUY,877,52
327822,C,SELL,885,52
327823,C,BUY,876,74
327824,C,SELL,886,74
327825,C,BUY,875,96
327826,C,SELL,887,96
327827,C,BUY,874,118
327828,C,SELL,888,118
327829,C,BUY,873,140
327830,C,SELL,889,140
327831,C,BUY,872,162
327832,C,SELL,890,162
327833,C,BUY,871,184
327834,C,SELL,891,184
327835,C,BUY,870,206
327836,C,SELL,892,206
327837,C,BUY,869,228
327838,C,SELL,893,228
327839,C,BUY,870,-228
327841,C,SELL,894,-228
327843,C,BUY,877,-52
327845,C,SELL,885,-52
327847,C,BUY,876,-74
327849,C,SELL,886,-74
327851,C,BUY,875,-96
327853,C,SELL,887,-96
327855,C,BUY,874,-118
327857,C,SELL,888,-118
327859,C,BUY,873,-140
327861,C,SELL,889,-140
327863,C,BUY,872,-162
327865,C,SELL,890,-162
327867,C,BUY,871,-184
327869,C,SELL,891,-184
327871,C,BUY,870,-206
327873,C,SELL,892,-206
328326,C,BUY,880,52
328327,C,SELL,888,52
328328,C,BUY,879,74
328329,C,SELL,889,74
328330,C,BUY,878,96
328331,C,SELL,890,96
328332,C,BUY,877,118
328333,C,SELL,891,118
328334,C,BUY,876,140
328335,C,SELL,892,140
328336,C,BUY,875,162
328337,C,SELL,893,162
328338,C,BUY,874,184
328339,C,SELL,894,184
328340,C,BUY,873,206
328341,C,SELL,895,206
328342,C,BUY,872,228
328343,C,SELL,896,228
328344,C,BUY,869,-228
328346,C,SELL,893,-228
328348,C,BUY,877,-52
328350,C,SELL,885,-52
328352,C,BUY,876,-74
328354,C,SELL,886,-74
328356,C,BUY,875,-96
328358,C,SELL,887,-96
328360,C,BUY,874,-118
328362,C,SELL,888,-118
328364,C,BUY,873,-140
328366,C,SELL,889,-140
328368,C,BUY,872,-162
328370,C,SELL,890,-162
328372,C,BUY,871,-184
328374,C,SELL,891,-184
328376,C,BUY,870,-206
328378,C,SELL,892,-206
328798,C,BUY,878,52
328799,C,SELL,886,52
328800,C,BUY,877,74
328801,C,SELL,887,74
328802,C,BUY,876,96
328803,C,SELL,888,96
328804,C,BUY,875,118
328805,C,SELL,889,118
328806,C,BUY,874,140
328807,C,SELL,890,140
328808,C,BUY,873,162
328809,C,SELL,891,162
328810,C,BUY,872,184
328811,C,SELL,892,184
328812,C,BUY,871,206
328813,C,SELL,893,206
328814,C,BUY,870,228
328815,C,SELL,894,228
328816,C,BUY,869,-228
328818,C,SELL,893,-228
328820,C,BUY,880,-52
328822,C,SELL,888,-52
328824,C,BUY,879,-74
328826,C,SELL,889,-74
328828,C,BUY,878,-96
328830,C,SELL,890,-96
328832,C,BUY,877,-118
328834,C,SELL,891,-118
328836,C,BUY,876,-140
328838,C,SELL,892,-140
328840,C,BUY,875,-162
328842,C,SELL,893,-162
328844,C,BUY,874,-184
328846,C,SELL,894,-184
328848,C,BUY,873,-206
328850,C,SELL,895,-206
329276,C,BUY,877,52
329277,C,SELL,885,52
329278,C,BUY,876,74
329279,C,SELL,886,74
329280,C,BUY,875,96
329281,C,SELL,887,96
329282,C,BUY,874,118
329283,C,SELL,888,118
329284,C,BUY,873,140
329285,C,SELL,889,140
329286,C,BUY,872,162
329287,C,SELL,890,162
329288,C,BUY,871,184
329289,C,SELL,891,184
329290,C,BUY,870,206
329291,C,SELL,892,206
329292,C,BUY,869,228
329293,C,SELL,893,228
329294,C,BUY,872,-228
329296,C,SELL,896,-228
329298,C,BUY,878,-52
329300,C,SELL,886,-52
329302,C,BUY,877,-74
329304,C,SELL,887,-74
329306,C,BUY,876,-96
329308,C,SELL,888,-96
329310,C,BUY,875,-118
329312,C,SELL,889,-118
329314,C,BUY,874,-140
329316,C,SELL,890,-140
329318,C,BUY,873,-162
329320,C,SELL,891,-162
329322,C,BUY,872,-184
329324,C,SELL,892,-184
329326,C,BUY,871,-206
329328,C,SELL,893,-206
329754,C,BUY,882,52
329755,C,SELL,890,52
329756,C,BUY,881,74
329757,C,SELL,891,74
329758,C,BUY,880,96
329759,C,SELL,892,96
329760,C,BUY,879,118
329761,C,SELL,893,118
329762,C,BUY,878,140
329763,C,SELL,894,140
329764,C,BUY,877,162
329765,C,SELL,895,162
329766,C,BUY,876,184
329767,C,SELL,896,184
329768,C,BUY,875,206
329769,C,SELL,897,206
329770,C,BUY,874,228
329771,C,SELL,898,228
329772,C,BUY,870,-228
329774,C,SELL,894,-228
329776,C,BUY,877,-52
329778,C,SELL,885,-52
329780,C,BUY,876,-74
329782,C,SELL,886,-74
329784,C,BUY,875,-96
329786,C,SELL,887,-96
329788,C,BUY,874,-118
329790,C,SELL,888,-118
329792,C,BUY,873,-140
329794,C,SELL,889,-140
329796,C,BUY,872,-162
329798,C,SELL,890,-162
329800,C,BUY,871,-184
329802,C,SELL,891,-184
329804,C,BUY,870,-206
329806,C,SELL,892,-206
330240,C,BUY,879,52
330241,C,SELL,887,52
330242,C,BUY,878,74
330243,C,SELL,888,74
330244,C,BUY,877,96
330245,C,SELL,889,96
330246,C,BUY,876,118
330247,C,SELL,890,118
330248,C,BUY,875,140
330249,C,SELL,891,140
330250,C,BUY,874,162
330251,C,SELL,892,162
330252,C,BUY,873,184
330253,C,SELL,893,184
330254,C,BUY,872,206
330255,C,SELL,894,206
330256,C,BUY,871,228
330257,C,SELL,895,228
330258,C,BUY,869,-228
330260,C,SELL,893,-228
330262,C,BUY,882,-52
330264,C,SELL,890,-52
330266,C,BUY,881,-74
330268,C,SELL,891,-74
330270,C,BUY,880,-96
330272,C,SELL,892,-96
330274,C,BUY,879,-118
330276,C,SELL,893,-118
330278,C,BUY,878,-140
330280,C,SELL,894,-140
330282,C,BUY,877,-162
330284,C,SELL,895,-162
330286,C,BUY,876,-184
330288,C,SELL,896,-184
330290,C,BUY,875,-206
330292,C,SELL,897,-206
330713,C,BUY,879,52
330714,C,SELL,887,52
330715,C,BUY,878,74
330716,C,SELL,888,74
330717,C,BUY,877,96
330718,C,SELL,889,96
330719,C,BUY,876,118
330720,C,SELL,890,118
330721,C,BUY,875,140
330722,C,SELL,891,140
330723,C,BUY,874,162
330724,C,SELL,892,162
330725,C,BUY,873,184
330726,C,SELL,893,184
330727,C,BUY,872,206
330728,C,SELL,894,206
330729,C,BUY,871,228
330730,C,SELL,895,228
330731,C,BUY,874,-228
330733,C,SELL,898,-228
330735,C,BUY,879,-52
330737,C,SELL,887,-52
330739,C,BUY,878,-74
330741,C,SELL,888,-74
330743,C,BUY,877,-96
330745,C,SELL,889,-96
330747,C,BUY,876,-118
330749,C,SELL,890,-118
330751,C,BUY,875,-140
330753,C,SELL,891,-140
330755,C,BUY,874,-162
330757,C,SELL,892,-162
330759,C,BUY,873,-184
330761,C,SELL,893,-184
330763,C,BUY,872,-206
330765,C,SELL,894,-206
331188,C,BUY,879,52
331189,C,SELL,887,52
331190,C,BUY,878,74
331191,C,SELL,888,74
331192,C,BUY,877,96
331193,C,SELL,889,96
331194,C,BUY,876,118
331195,C,SELL,890,118
331196,C,BUY,875,140
331197,C,SELL,891,140
331198,C,BUY,874,162
331199,C,SELL,892,162
331200,C,BUY,873,184
331201,C,SELL,893,184
331202,C,BUY,872,206
331203,C,SELL,894,206
331204,C,BUY,871,228
331205,C,SELL,895,228
331206,C,BUY,871,-228
331208,C,SELL,895,-228
331210,C,BUY,879,-52
331212,C,SELL,887,-52
331214,C,BUY,878,-74
331216,C,SELL,888,-74
331218,C,BUY,877,-96
331220,C,SELL,889,-96
331222,C,BUY,876,-118
331224,C,SELL,890,-118
331226,C,BUY,875,-140
331228,C,SELL,891,-140
331230,C,BUY,874,-162
331232,C,SELL,892,-162
331234,C,BUY,873,-184
331236,C,SELL,893,-184
331238,C,BUY,872,-206
331240,C,SELL,894,-206
331663,C,BUY,876,52
331664,C,SELL,884,52
331665,C,BUY,875,74
331666,C,SELL,885,74
331667,C,BUY,874,96
331668,C,SELL,886,96
331669,C,BUY,873,118
331670,C,SELL,887,118
331671,C,BUY,872,140
331672,C,SELL,888,140
331673,C,BUY,871,162
331674,C,SELL,889,162
331675,C,BUY,870,184
331676,C,SELL,890,184
331677,C,BUY,869,206
331678,C,SELL,891,206
331679,C,BUY,868,228
331680,C,SELL,892,228
331681,C,BUY,871,-228
331683,C,SELL,895,-228
331685,C,BUY,879,-52
331687,C,SELL,887,-52
331689,C,BUY,878,-74
331691,C,SELL,888,-74
331693,C,BUY,877,-96
331695,C,SELL,889,-96
331697,C,BUY,876,-118
