news_id,timestamp_iso,exchange_tick,old_eps,new_eps,model_fair_value_jump,market_mid_before_news,spread_before_news,market_mid_after_100ms,spread_after_100ms,market_mid_after_250ms,spread_after_250ms,market_mid_after_500ms,spread_after_500ms,market_mid_after_1s,spread_after_1s,market_mid_after_2s,spread_after_2s,market_mid_after_5s,spread_after_5s,max_excursion_from_pre_news_mid,final_settling_move_5s
A_research_2026-04-04_18-49-30_live_round-news-14,2026-04-04T23:57:28.266890+00:00,2400,0.9033977621187388,1.0036306305257632,1.0023286840702443,1104.5,1.0,1109.5,5.0,1110.0,6.0,1108.0,6.0,1107.5,5.0,1108.0,4.0,1113.0,4.0,8.5,8.5
A_research_2026-04-04_18-49-30_live_round-news-15,2026-04-04T23:57:58.350268+00:00,2550,1.0036306305257632,0.8220290812018602,-1.8160154932390302,1180.0,6.0,1179.0,4.0,1178.5,5.0,1183.0,2.0,1194.0,4.0,1202.0,6.0,1110.0,-6.0,-70.0,-70.0
A_research_2026-04-04_18-49-30_live_round-news-16,2026-04-04T23:58:58.709469+00:00,2850,0.8220290812018602,0.9158182622695442,0.9378918106768399,1014.0,6.0,1014.0,6.0,1013.5,5.0,1014.5,3.0,1018.0,6.0,1022.0,4.0,1055.0,6.0,41.0,41.0
A_research_2026-04-04_18-49-30_live_round-news-17,2026-04-04T23:59:28.938320+00:00,3000,0.9158182622695442,0.8988603897705634,-0.1695787249898082,1095.0,6.0,1096.0,4.0,1096.5,7.0,1100.0,2.0,1094.0,6.0,1103.0,4.0,1108.5,5.0,13.5,13.5
A_research_2026-04-04_18-49-30_live_round-news-18,2026-04-05T00:00:29.207974+00:00,3300,0.8988603897705634,0.8505947476029596,-0.48265642167603673,1085.5,5.0,1084.0,4.0,1082.0,4.0,1084.0,2.0,1084.5,3.0,1084.0,6.0,1057.0,2.0,-28.5,-28.5
A_research_2026-04-04_18-49-30_live_round-news-19,2026-04-05T00:00:59.361484+00:00,3450,0.8505947476029596,0.9810052555915738,1.3041050798861438,1033.0,6.0,1032.5,5.0,1033.0,4.0,1036.5,1.0,1046.0,4.0,1061.5,5.0,1098.0,2.0,65.0,65.0
A_research_2026-04-04_18-49-30_live_round-news-20,2026-04-05T00:01:59.729519+00:00,3750,0.9810052555915738,0.8886715020968464,-0.9233375349472759,1166.0,6.0,1164.5,3.0,1163.5,5.0,1163.0,6.0,1161.5,5.0,1159.0,6.0,1163.0,6.0,-7.0,-3.0
A_research_2026-04-04_18-49-30_live_round-news-21,2026-04-05T00:02:29.809904+00:00,3900,0.8886715020968464,0.9878073839302955,0.9913588183344917,1075.5,5.0,1075.5,5.0,1075.5,5.0,1073.0,6.0,1066.5,5.0,1072.5,5.0,1133.0,2.0,57.5,57.5
A_research_2026-04-04_18-49-30_live_round-news-23,2026-04-05T00:03:30.148038+00:00,4200,0.9878073839302955,1.0621431221892106,0.7433573825891493,1026.0,6.0,1027.0,4.0,1028.0,6.0,1030.0,4.0,1032.5,5.0,1028.0,6.0,1023.0,4.0,6.5,-3.0
A_research_2026-04-04_18-49-30_live_round-news-24,2026-04-05T00:04:00.298454+00:00,4350,1.0621431221892106,0.925951252107753,-1.3619187008145754,1235.0,6.0,1234.5,5.0,1234.5,5.0,1234.0,4.0,1236.0,6.0,1238.0,4.0,1227.0,4.0,-8.0,-8.0
