event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_A_news,latest_known_eps_for_A
1129,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:44.995880+00:00,1775346584995880000,164011632754166,50,,,A,1183,38,1185.5,-5.0,,
1130,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:44.996001+00:00,1775346584996001000,164011632875125,50,,,A,1184,56,1185.5,-5.0,,
1132,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:44.996561+00:00,1775346584996561000,164011633435166,50,,,A,1185,74,1185.5,-5.0,,
1133,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:44.996640+00:00,1775346584996640000,164011633514958,50,,,A,1186,17,1185.5,-5.0,,
1884,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:54.246154+00:00,1775346594246154000,164020883060000,100,,,A,1182,38,1184.0,-4.0,,
1885,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:54.246411+00:00,1775346594246411000,164020883317583,100,,,A,1183,56,1184.0,-4.0,,
1886,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:54.246619+00:00,1775346594246619000,164020883526208,100,,,A,1184,91,1184.0,-4.0,,
2085,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:56.752680+00:00,1775346596752680000,164023389595958,150,,,A,1173,38,1172.5,-1.0,1.087223792,0.9026640408883873
2090,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:56.756077+00:00,1775346596756077000,164023392992625,150,,,A,1173,54,1173.0,0.0,1.090620459,0.9026640408883873
2170,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:57.777879+00:00,1775346597777879000,164024414799041,150,,,A,1159,38,1159.0,0.0,2.112426875,0.9026640408883873
2285,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:59.170985+00:00,1775346599170985000,164025807909875,150,,,A,1144,38,1143.5,-1.0,3.505537709,0.9026640408883873
2290,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:49:59.175588+00:00,1775346599175588000,164025812512625,150,,,A,1144,54,1144.0,0.0,3.510140459,0.9026640408883873
2418,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:00.783692+00:00,1775346600783692000,164027420621791,175,,,A,1130,38,1130.0,0.0,5.118249625,0.9026640408883873
2469,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:01.450870+00:00,1775346601450870000,164028087802458,175,,,A,1123,38,1123.0,0.0,5.785430292,0.9026640408883873
3263,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:11.136909+00:00,1775346611136909000,164037773875750,175,,,A,1076,38,1076.0,0.0,15.471503584,0.9026640408883873
3510,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:14.152557+00:00,1775346614152557000,164040789534333,175,,,A,1083,38,1085.0,-4.0,18.487162167,0.9026640408883873
3511,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:14.152657+00:00,1775346614152657000,164040789634750,175,,,A,1084,92,1085.0,-4.0,18.487262584,0.9026640408883873
3512,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:14.152759+00:00,1775346614152759000,164040789736458,175,,,A,1084,55,1085.0,-4.0,18.487364292,0.9026640408883873
3628,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:15.584063+00:00,1775346615584063000,164042221045375,175,,,A,1090,38,1090.0,0.0,19.918673209,0.9026640408883873
4604,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:27.645738+00:00,1775346627645738000,164054282763333,300,,,A,1065,38,1064.5,-1.0,1.82972375,1.033611102345746
4605,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:27.645841+00:00,1775346627645841000,164054282866708,300,,,A,1064,56,1064.5,-1.0,1.829827125,1.033611102345746
4755,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.526220+00:00,1775346629526220000,164056163251875,300,,,A,1094,38,1095.5,-3.0,3.710212292,1.033611102345746
4760,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.540640+00:00,1775346629540640000,164056177672291,300,,,A,1094,54,1095.0,-2.0,3.724632708,1.033611102345746
4761,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.541392+00:00,1775346629541392000,164056178423625,300,,,A,1095,2,1095.0,-2.0,3.725384042,1.033611102345746
4767,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.551113+00:00,1775346629551113000,164056188144791,300,,,A,1095,36,1095.0,0.0,3.735105208,1.033611102345746
4780,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.759992+00:00,1775346629759992000,164056397024375,300,,,A,1098,38,1101.5,-7.0,3.943984792,1.033611102345746
4785,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.767163+00:00,1775346629767163000,164056404195833,300,,,A,1098,54,1101.0,-6.0,3.95115625,1.033611102345746
4786,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.767251+00:00,1775346629767251000,164056404283666,300,,,A,1103,2,1101.0,-6.0,3.951244083,1.033611102345746
4792,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.775713+00:00,1775346629775713000,164056412746041,300,,,A,1103,36,1103.0,0.0,3.959706458,1.033611102345746
4803,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.930467+00:00,1775346629930467000,164056567500500,300,,,A,1106,38,1110.0,-8.0,4.114460917,1.033611102345746
4808,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.944571+00:00,1775346629944571000,164056581604541,300,,,A,1106,54,1109.5,-7.0,4.128564958,1.033611102345746
4809,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.945351+00:00,1775346629945351000,164056582384708,300,,,A,1111,2,1109.5,-7.0,4.129345125,1.033611102345746
4815,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.953557+00:00,1775346629953557000,164056590590291,300,,,A,1111,36,1111.5,-1.0,4.137550708,1.033611102345746
4816,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:29.953637+00:00,1775346629953637000,164056590670208,300,,,A,1112,38,1111.5,-1.0,4.137630625,1.033611102345746
4828,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.134327+00:00,1775346630134327000,164056771360541,300,,,A,1114,38,1118.5,-9.0,4.318320958,1.033611102345746
4833,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.149736+00:00,1775346630149736000,164056786770250,300,,,A,1114,54,1118.0,-8.0,4.333730667,1.033611102345746
4834,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.149816+00:00,1775346630149816000,164056786849958,300,,,A,1120,2,1118.0,-8.0,4.333810375,1.033611102345746
4840,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.157932+00:00,1775346630157932000,164056794965708,300,,,A,1120,36,1120.5,-1.0,4.341926125,1.033611102345746
4841,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.158013+00:00,1775346630158013000,164056795047625,300,,,A,1121,38,1120.5,-1.0,4.342008042,1.033611102345746
4853,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.341059+00:00,1775346630341059000,164056978093666,300,,,A,1123,38,1126.0,-6.0,4.525054083,1.033611102345746
4858,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.350512+00:00,1775346630350512000,164056987546666,300,,,A,1123,54,1125.5,-5.0,4.534507083,1.033611102345746
4871,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.533792+00:00,1775346630533792000,164057170827291,300,,,A,1132,38,1132.5,-1.0,4.717787708,1.033611102345746
4876,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.543892+00:00,1775346630543892000,164057180927291,300,,,A,1132,54,1132.0,0.0,4.727887708,1.033611102345746
4891,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.826210+00:00,1775346630826210000,164057463246583,300,,,A,1138,38,1141.0,-6.0,5.010207,1.033611102345746
4896,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.834881+00:00,1775346630834881000,164057471917250,300,,,A,1138,54,1140.5,-5.0,5.018877667,1.033611102345746
4897,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.834971+00:00,1775346630834971000,164057472007250,300,,,A,1139,2,1140.5,-5.0,5.018967667,1.033611102345746
4903,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.843134+00:00,1775346630843134000,164057480171041,300,,,A,1139,36,1140.5,-3.0,5.027131458,1.033611102345746
4904,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.843213+00:00,1775346630843213000,164057480249041,300,,,A,1140,38,1140.5,-3.0,5.027209458,1.033611102345746
4910,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.851918+00:00,1775346630851918000,164057488954333,300,,,A,1140,18,1140.5,-1.0,5.03591475,1.033611102345746
4911,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:30.852016+00:00,1775346630852016000,164057489052625,300,,,A,1141,74,1140.5,-1.0,5.036013042,1.033611102345746
4920,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.011341+00:00,1775346631011341000,164057648377625,300,,,A,1142,38,1146.5,-9.0,5.195338042,1.033611102345746
4925,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.018236+00:00,1775346631018236000,164057655272750,300,,,A,1142,54,1146.0,-8.0,5.202233167,1.033611102345746
4926,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.018319+00:00,1775346631018319000,164057655356375,300,,,A,1150,2,1146.0,-8.0,5.202316792,1.033611102345746
4940,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.134760+00:00,1775346631134760000,164057771797666,300,,,A,1153,38,1158.0,-10.0,5.318758083,1.033611102345746
4945,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.148584+00:00,1775346631148584000,164057785621208,300,,,A,1153,54,1157.5,-9.0,5.332581625,1.033611102345746
4946,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.149433+00:00,1775346631149433000,164057786470500,300,,,A,1157,2,1157.5,-9.0,5.333430917,1.033611102345746
4952,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.157829+00:00,1775346631157829000,164057794866083,300,,,A,1157,36,1159.0,-4.0,5.3418265,1.033611102345746
4953,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.157942+00:00,1775346631157942000,164057794979708,300,,,A,1158,38,1159.0,-4.0,5.341940125,1.033611102345746
4959,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.166427+00:00,1775346631166427000,164057803464500,300,,,A,1158,18,1159.0,-2.0,5.350424917,1.033611102345746
4960,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.166510+00:00,1775346631166510000,164057803547333,300,,,A,1159,74,1159.0,-2.0,5.35050775,1.033611102345746
4968,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.342240+00:00,1775346631342240000,164057979278375,300,,,A,1160,38,1166.0,-12.0,5.526238792,1.033611102345746
4973,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.352052+00:00,1775346631352052000,164057989090000,300,,,A,1160,54,1165.5,-11.0,5.536050417,1.033611102345746
4974,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.352136+00:00,1775346631352136000,164057989174708,300,,,A,1169,2,1165.5,-11.0,5.536135125,1.033611102345746
4980,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.360590+00:00,1775346631360590000,164057997628000,300,,,A,1169,36,1169.5,-1.0,5.544588417,1.033611102345746
4981,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.360670+00:00,1775346631360670000,164057997708791,300,,,A,1170,38,1169.5,-1.0,5.544669208,1.033611102345746
4992,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.534537+00:00,1775346631534537000,164058171576041,300,,,A,1172,38,1177.0,-10.0,5.718536458,1.033611102345746
4997,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.543301+00:00,1775346631543301000,164058180339583,300,,,A,1172,54,1176.5,-9.0,5.7273,1.033611102345746
4998,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.543389+00:00,1775346631543389000,164058180428250,300,,,A,1178,2,1176.5,-9.0,5.727388667,1.033611102345746
5004,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.552447+00:00,1775346631552447000,164058189486125,300,,,A,1178,36,1179.0,-2.0,5.736446542,1.033611102345746
5005,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.552527+00:00,1775346631552527000,164058189565750,300,,,A,1179,38,1179.0,-2.0,5.736526167,1.033611102345746
5011,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.561115+00:00,1775346631561115000,164058198153750,300,,,A,1179,18,1179.0,0.0,5.745114167,1.033611102345746
5017,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.765843+00:00,1775346631765843000,164058402882541,300,,,A,1181,38,1187.5,-13.0,5.949842958,1.033611102345746
5022,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.775645+00:00,1775346631775645000,164058412685083,300,,,A,1181,54,1187.0,-12.0,5.9596455,1.033611102345746
5023,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.775753+00:00,1775346631775753000,164058412792291,300,,,A,1188,2,1187.0,-12.0,5.959752708,1.033611102345746
5029,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.784375+00:00,1775346631784375000,164058421415416,300,,,A,1188,36,1190.0,-4.0,5.968375833,1.033611102345746
5030,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.784454+00:00,1775346631784454000,164058421494250,300,,,A,1189,38,1190.0,-4.0,5.968454667,1.033611102345746
5036,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.793357+00:00,1775346631793357000,164058430396791,300,,,A,1189,18,1190.0,-2.0,5.977357208,1.033611102345746
5037,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.793437+00:00,1775346631793437000,164058430476750,300,,,A,1190,74,1190.0,-2.0,5.977437167,1.033611102345746
5044,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.947487+00:00,1775346631947487000,164058584527625,300,,,A,1191,38,1196.5,-11.0,6.131488042,1.033611102345746
5049,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.956783+00:00,1775346631956783000,164058593823041,300,,,A,1191,54,1196.0,-10.0,6.140783458,1.033611102345746
5050,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.956881+00:00,1775346631956881000,164058593921708,300,,,A,1200,2,1196.0,-10.0,6.140882125,1.033611102345746
5056,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:31.965665+00:00,1775346631965665000,164058602705875,300,,,A,1200,36,1200.0,0.0,6.149666292,1.033611102345746
5066,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.138467+00:00,1775346632138467000,164058775507708,300,,,A,1203,38,1207.0,-8.0,6.322468125,1.033611102345746
5071,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.150271+00:00,1775346632150271000,164058787312500,300,,,A,1203,54,1206.5,-7.0,6.334272917,1.033611102345746
5072,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.151032+00:00,1775346632151032000,164058788072916,300,,,A,1208,2,1206.5,-7.0,6.335033333,1.033611102345746
5078,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.165368+00:00,1775346632165368000,164058802408791,300,,,A,1208,36,1208.5,-1.0,6.349369208,1.033611102345746
5079,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.165483+00:00,1775346632165483000,164058802524458,300,,,A,1209,38,1208.5,-1.0,6.349484875,1.033611102345746
5091,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.381721+00:00,1775346632381721000,164059018762666,300,,,A,1211,38,1214.5,-7.0,6.565723083,1.033611102345746
5096,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.389175+00:00,1775346632389175000,164059026216541,300,,,A,1211,54,1214.0,-6.0,6.573176958,1.033611102345746
5097,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.389264+00:00,1775346632389264000,164059026306541,300,,,A,1217,2,1214.0,-6.0,6.573266958,1.033611102345746
5111,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.544966+00:00,1775346632544966000,164059182008125,300,,,A,1220,38,1224.5,-9.0,6.728968542,1.033611102345746
5116,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.560293+00:00,1775346632560293000,164059197335625,300,,,A,1220,54,1224.0,-8.0,6.744296042,1.033611102345746
5117,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.560374+00:00,1775346632560374000,164059197417125,300,,,A,1224,2,1224.0,-8.0,6.744377542,1.033611102345746
5123,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.568892+00:00,1775346632568892000,164059205934791,300,,,A,1224,36,1225.5,-3.0,6.752895208,1.033611102345746
5124,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.568972+00:00,1775346632568972000,164059206014541,300,,,A,1225,38,1225.5,-3.0,6.752974958,1.033611102345746
5130,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.577548+00:00,1775346632577548000,164059214590500,300,,,A,1225,18,1225.5,-1.0,6.761550917,1.033611102345746
5131,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.577626+00:00,1775346632577626000,164059214668666,300,,,A,1226,74,1225.5,-1.0,6.761629083,1.033611102345746
5139,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.660002+00:00,1775346632660002000,164059297045208,300,,,A,1227,92,1235.0,-16.0,6.844005625,1.033611102345746
5140,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.660113+00:00,1775346632660113000,164059297156125,300,,,A,1235,38,1235.0,-16.0,6.844116542,1.033611102345746
5141,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.660217+00:00,1775346632660217000,164059297259833,300,,,A,1236,55,1235.0,-16.0,6.84422025,1.033611102345746
5158,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:32.952702+00:00,1775346632952702000,164059589746166,300,,,A,1238,38,1238.0,0.0,7.136706583,1.033611102345746
5192,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:33.427739+00:00,1775346633427739000,164060064784375,300,,,A,1247,38,1247.0,0.0,7.611744792,1.033611102345746
5226,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:33.754256+00:00,1775346633754256000,164060391302250,300,,,A,1256,38,1256.5,-1.0,7.938262667,1.033611102345746
5231,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:33.766144+00:00,1775346633766144000,164060403190458,300,,,A,1256,54,1256.0,0.0,7.950150875,1.033611102345746
5232,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:33.766263+00:00,1775346633766263000,164060403310083,300,,,A,1256,2,1256.0,0.0,7.9502705,1.033611102345746
5248,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:33.959631+00:00,1775346633959631000,164060596678250,300,,,A,1259,38,1259.5,-1.0,8.143638667,1.033611102345746
5253,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:33.967233+00:00,1775346633967233000,164060604280250,300,,,A,1259,54,1259.0,0.0,8.151240667,1.033611102345746
5283,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:34.263164+00:00,1775346634263164000,164060900212125,300,,,A,1269,92,1272.0,-6.0,8.447172542,1.033611102345746
5284,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:34.263257+00:00,1775346634263257000,164060900305958,300,,,A,1270,38,1272.0,-6.0,8.447266375,1.033611102345746
5285,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:34.263338+00:00,1775346634263338000,164060900386791,300,,,A,1271,55,1272.0,-6.0,8.447347208,1.033611102345746
5306,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:34.563769+00:00,1775346634563769000,164061200818208,300,,,A,1267,38,1267.0,0.0,8.747778625,1.033611102345746
5339,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:35.017629+00:00,1775346635017629000,164061654679708,300,,,A,1259,38,1259.0,0.0,9.201640125,1.033611102345746
5357,A_research_2026-04-04_18-49-30_live_round,7099f17416684c0ebec4ef6631d9c687,2026-04-04T23:50:35.166269+00:00,1775346635166269000,164061803320791,300,,,A,1256,38,1255.5,-1.0,9.350281208,1.033611102345746
