wall_ts,event,tick,symbol,side,qty,price,order_id,tag,reason,message,pos_C,avg_C,realized_pnl,unrealized_pnl,total_pnl,cash,session_mtm,thesis,signal_thesis,signal_side,signal_target,signal_strength,signal_fresh,fair,c_bid,c_ask,c_mid,c_spread,eps,earnings_delta,cpi_surprise,cpi_bias_bp,cpi_actual,cpi_forecast,macro_score,macro_target,macro_direction,earnings_trend,news_kind,news_subtype,news_asset,rate_bp,market_rate_bp,q_hike,q_hold,q_cut,pm_pos_hike,pm_pos_hold,pm_pos_cut,mark_source,kill_switch,shock_mode,shock_target,shock_original_target,shock_direction,shock_reference_mid,shock_edge,shock_fair_before,shock_fair_after,shock_overshoot_stage,shock_decay_steps,shock_equilibrium,shock_intent,raw_news
1775872099.459442,heartbeat,300,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,914.5606,900,906,903.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,14.3837,14.3837,0.647705,0.279940,0.072355,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872102.459401,heartbeat,300,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,915.8993,904,909,906.5000,5,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,13.0060,13.0060,0.606697,0.306847,0.086457,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872105.460016,heartbeat,300,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,916.3186,903,910,906.5000,7,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,12.5750,12.5750,0.594000,0.315000,0.091000,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872105.853758,macro_eval,376,,BUY,160,,,,no_real_c_baseline,score=-5.50 headline=Rising unemployment claims add urgency to the case for rate relief.,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,916.3005,902,908,905.0000,6,2.000000,0.000000,0.000000,0.0000,,,-5.5000,160,BUY,+0.000000,unstructured,,,12.5936,12.5936,0.595107,0.313530,0.091363,0,0,0,flat,False,IDLE,,,,,,,,,,False,,"{'timestamp': 376, 'kind': 'unstructured', 'new_data': {'content': 'Rising unemployment claims add urgency to the case for rate relief.'}}"
1775872105.854080,macro_blocked,376,,BUY,80,,,,no_real_c_baseline,score=-5.50 flat_cap=True headline=Rising unemployment claims add urgency to the case for rate relief.,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,916.3005,902,908,905.0000,6,2.000000,0.000000,0.000000,0.0000,,,-5.5000,80,BUY,+0.000000,,,,12.5936,12.5936,0.595107,0.313530,0.091363,0,0,0,flat,False,IDLE,,,,,,,,,,False,,"{'timestamp': 376, 'kind': 'unstructured', 'new_data': {'content': 'Rising unemployment claims add urgency to the case for rate relief.'}}"
1775872108.460268,heartbeat,376,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,921.4333,928,932,930.0000,4,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,7.3353,7.3353,0.455090,0.383234,0.161677,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872111.461446,heartbeat,376,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,921.4679,922,928,925.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,7.3000,7.3000,0.454000,0.384000,0.162000,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872114.461119,heartbeat,376,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,920.0889,920,926,923.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,8.7093,8.7093,0.487719,0.372932,0.139348,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872117.461590,heartbeat,376,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,919.2111,912,918,915.0000,6,2.000000,0.000000,0.000000,0.0000,,,,,,,,,,9.6077,9.6077,0.511744,0.360820,0.127436,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872118.660321,anchor_init,440,,,,,,,,real_earnings,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,913.0000,910,916,913.0000,6,1.981528,0.000000,0.000000,0.0000,,,,,,,,,,10.5856,10.5856,0.537538,0.348348,0.114114,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872118.661106,earnings_baseline,440,,,,,,,,eps=1.981528,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,913.0000,910,916,913.0000,6,1.981528,0.000000,0.000000,0.0000,,,,,,,,,,10.5856,10.5856,0.537538,0.348348,0.114114,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872120.062418,news_ignored,447,,,,,,,non_C_earnings,A earnings value=1.1273266326371556,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,912.3694,908,914,911.0000,6,1.981528,0.000000,0.000000,0.0000,,,,,,,structured,earnings,A,11.2362,11.2362,0.553554,0.342342,0.104104,0,0,0,flat,False,IDLE,,,,,,,,,,False,,"{'timestamp': 447, 'kind': 'structured', 'new_data': {'value': 1.1273266326371556, 'asset': 'A', 'structured_subtype': 'earnings'}}"
1775872120.461623,heartbeat,447,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,912.6346,917,919,918.0000,2,1.981528,0.000000,0.000000,0.0000,,,,,,,,,,10.9625,10.9625,0.547500,0.343500,0.109000,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872123.464075,heartbeat,447,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,913.8215,929,935,932.0000,6,1.981528,0.000000,0.000000,0.0000,,,,,,,,,,9.7388,9.7388,0.516418,0.356716,0.126866,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872126.464414,heartbeat,447,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,915.8515,939,941,940.0000,2,1.981528,0.000000,0.000000,0.0000,,,,,,,,,,7.6500,7.6500,0.461500,0.383000,0.155500,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872129.056656,macro_eval,492,,BUY,160,,,,candidate,score=-7.00 headline=Fed minutes show growing consensus that restrictive stance may no longer be needed.,0,,0.00,0.00,0.00,-800.00,0.00,flat,,,,,,915.6159,938,943,940.5000,5,1.981528,0.000000,0.000000,0.0000,,,-7.0000,160,BUY,+0.000000,unstructured,,,7.8921,7.8921,0.466533,0.382617,0.150849,0,0,0,flat,False,IDLE,,,,,,,,,,False,,"{'timestamp': 492, 'kind': 'unstructured', 'new_data': {'content': 'Fed minutes show growing consensus that restrictive stance may no longer be needed.'}}"
1775872129.057018,macro_signal,492,,BUY,80,,,,flat_macro_cap,score=-7.00 flat_cap=True headline=Fed minutes show growing consensus that restrictive stance may no longer be needed.,0,,0.00,0.00,0.00,-800.00,0.00,flat,macro,BUY,80,7.000000,True,923.4367,938,943,940.5000,5,1.981528,0.000000,0.000000,-8.0000,,,-7.0000,80,BUY,+0.000000,,,,-0.1079,7.8921,0.466533,0.382617,0.150849,0,0,0,flat,False,IDLE,,,,,,,,,,False,,"{'timestamp': 492, 'kind': 'unstructured', 'new_data': {'content': 'Fed minutes show growing consensus that restrictive stance may no longer be needed.'}}"
1775872129.057785,order_placed,492,C,BUY,40,943,1775872078235,macro_entry,,,0,,0.00,0.00,0.00,-800.00,0.00,flat,macro,BUY,80,7.000000,True,923.4367,938,943,940.5000,5,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-0.1079,7.8921,0.466533,0.382617,0.150849,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872129.058042,entry_decision,492,C,BUY,40,943,,macro,,strength=7.000000 target=80,0,,0.00,0.00,0.00,-800.00,0.00,macro,macro,BUY,80,7.000000,True,923.4367,938,943,940.5000,5,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-0.1079,7.8921,0.466533,0.382617,0.150849,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872129.058297,heartbeat_forced,492,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,macro,macro,BUY,80,7.000000,True,923.4367,938,943,940.5000,5,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-0.1079,7.8921,0.466533,0.382617,0.150849,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872129.258309,entry_blocked,492,,,80,,,macro,live_order,,0,,0.00,0.00,0.00,-800.00,0.00,macro,macro,BUY,80,7.000000,True,923.4714,943,944,943.5000,1,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-0.1432,7.8568,0.464446,0.385380,0.150174,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872129.660300,order_placed,492,C,BUY,40,952,1775872078236,macro_entry,,,0,,0.00,0.00,0.00,-800.00,0.00,macro,macro,BUY,80,7.000000,True,925.6098,946,952,949.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-2.3170,5.6830,0.414756,0.397807,0.187438,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872129.660772,entry_decision,492,C,BUY,40,952,,macro,,strength=7.000000 target=80,0,,0.00,0.00,0.00,-800.00,0.00,macro,macro,BUY,80,7.000000,True,925.6098,946,952,949.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-2.3170,5.6830,0.414756,0.397807,0.187438,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872129.661223,heartbeat_forced,492,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,macro,macro,BUY,80,7.000000,True,925.6098,946,952,949.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-2.3170,5.6830,0.414756,0.397807,0.187438,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872129.697732,cancel_response,492,C,BUY,40,943,1775872078235,macro_entry,,success=True error=None,0,,0.00,0.00,0.00,-800.00,0.00,macro,macro,BUY,80,7.000000,True,926.1146,947,953,950.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-2.8293,5.1707,0.400602,0.405622,0.193775,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872130.256095,order_placed,492,C,BUY,40,958,1775872078237,macro_entry,,,0,,0.00,0.00,0.00,-800.00,0.00,macro,macro,BUY,80,7.000000,True,927.3284,952,958,955.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.0599,3.9401,0.372569,0.412469,0.214963,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872130.256558,entry_decision,492,C,BUY,40,958,,macro,,strength=7.000000 target=80,0,,0.00,0.00,0.00,-800.00,0.00,macro,macro,BUY,80,7.000000,True,927.3284,952,958,955.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.0599,3.9401,0.372569,0.412469,0.214963,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872130.257062,heartbeat_forced,492,,,,,,,,,0,,0.00,0.00,0.00,-800.00,0.00,macro,macro,BUY,80,7.000000,True,927.3284,952,958,955.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.0599,3.9401,0.372569,0.412469,0.214963,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872130.285831,cancel_response,492,C,BUY,40,952,1775872078236,macro_entry,,success=True error=None,0,,0.00,0.00,0.00,-800.00,0.00,macro,macro,BUY,80,7.000000,True,927.6326,952,958,955.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.3679,3.6321,0.365452,0.414378,0.220170,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872130.286423,fill,492,C,BUY,40,958,1775872078237,macro_entry,,,40,958.0000,0.00,0.00,0.00,-39120.00,0.00,macro,macro,BUY,80,7.000000,True,927.6326,958,958,958.0000,0,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.3679,3.6321,0.365452,0.414378,0.220170,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872130.655656,order_placed,492,C,BUY,40,960,1775872078238,macro_entry,,,40,958.0000,0.00,-160.00,-160.00,-39120.00,-160.00,macro,macro,BUY,80,7.000000,True,927.9408,954,960,957.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.6800,3.3200,0.358462,0.415876,0.225662,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872130.656148,entry_decision,492,C,BUY,40,960,,macro,,strength=7.000000 target=80,40,958.0000,0.00,-160.00,-160.00,-39120.00,-160.00,macro,macro,BUY,80,7.000000,True,927.9408,954,960,957.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.6800,3.3200,0.358462,0.415876,0.225662,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872130.656555,heartbeat_forced,492,,,,,,,,,40,958.0000,0.00,-160.00,-160.00,-39120.00,-160.00,macro,macro,BUY,80,7.000000,True,927.9408,954,960,957.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.6800,3.3200,0.358462,0.415876,0.225662,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872130.687143,fill,492,C,BUY,40,956,1775872078238,macro_entry,,,80,957.0000,0.00,240.00,240.00,-77360.00,240.00,macro,macro,BUY,80,7.000000,True,928.0347,960,956,958.0000,-4,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.7750,3.2250,0.356000,0.417000,0.227000,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872132.456243,order_placed,492,C,SELL,40,957,1775872078239,gap_compress,,,80,957.0000,0.00,0.00,0.00,-77360.00,0.00,macro,macro,BUY,80,7.000000,True,928.1582,957,963,960.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.9000,3.1000,0.353000,0.418000,0.229000,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872132.456566,exit_trigger,492,,,40,,,gap_compress,gap_compress,,80,957.0000,0.00,0.00,0.00,-77360.00,0.00,macro,macro,BUY,80,7.000000,True,928.1582,957,963,960.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.9000,3.1000,0.353000,0.418000,0.229000,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872132.457039,heartbeat_forced,492,,,,,,,,,80,957.0000,0.00,0.00,0.00,-77360.00,0.00,macro,macro,BUY,80,7.000000,True,928.1582,957,963,960.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.9000,3.1000,0.353000,0.418000,0.229000,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872132.666047,fill,492,C,SELL,40,957,1775872078239,gap_compress,,,40,957.0000,0.00,40.00,40.00,-39080.00,40.00,macro,macro,BUY,80,7.000000,True,928.0857,958,957,957.5000,-1,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.8266,3.1734,0.354323,0.418291,0.227386,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872132.667136,order_placed,492,C,SELL,40,958,1775872078240,gap_compress,,,40,957.0000,0.00,40.00,40.00,-39080.00,40.00,macro,macro,BUY,80,7.000000,True,928.0857,958,957,957.5000,-1,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.8266,3.1734,0.354323,0.418291,0.227386,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872132.667660,exit_trigger,492,,,40,,,gap_compress,gap_compress,,40,957.0000,0.00,40.00,40.00,-39080.00,40.00,macro,macro,BUY,80,7.000000,True,928.0857,958,957,957.5000,-1,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.8266,3.1734,0.354323,0.418291,0.227386,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872132.668254,heartbeat_forced,492,,,,,,,,,40,957.0000,0.00,40.00,40.00,-39080.00,40.00,macro,macro,BUY,80,7.000000,True,928.0857,958,957,957.5000,-1,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.8266,3.1734,0.354323,0.418291,0.227386,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872133.255385,order_placed,492,C,SELL,40,955,1775872078241,gap_compress,,,40,957.0000,0.00,-80.00,-80.00,-39080.00,-80.00,macro,macro,BUY,80,7.000000,True,928.0379,955,958,956.5000,3,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.7782,3.2218,0.355644,0.417582,0.226773,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872133.255623,exit_trigger,492,,,40,,,gap_compress,gap_compress,,40,957.0000,0.00,-80.00,-80.00,-39080.00,-80.00,macro,macro,BUY,80,7.000000,True,928.0379,955,958,956.5000,3,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.7782,3.2218,0.355644,0.417582,0.226773,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872133.255924,heartbeat_forced,492,,,,,,,,,40,957.0000,0.00,-80.00,-80.00,-39080.00,-80.00,macro,macro,BUY,80,7.000000,True,928.0379,955,958,956.5000,3,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.7782,3.2218,0.355644,0.417582,0.226773,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872133.257158,fill,492,C,SELL,40,958,1775872078240,gap_compress,,,0,,40.00,0.00,40.00,-760.00,40.00,flat,,,,,,928.0379,959,958,958.5000,-1,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.7782,3.2218,0.355644,0.417582,0.226773,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872133.287816,cancel_response,492,,,,,1775872078240,,,success=False error=No such order: 1775872078240,0,,40.00,0.00,40.00,-760.00,40.00,flat,,,,,,928.0841,958,964,961.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.8250,3.1750,0.355000,0.417000,0.228000,0,0,0,flat,False,IDLE,,,,,,,,,,False,,
1775872133.288375,fill,492,C,SELL,40,958,1775872078241,gap_compress,,,-40,958.0000,40.00,120.00,160.00,37560.00,160.00,flat,,,,,,928.0841,958,955,956.5000,-3,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-4.8250,3.1750,0.355000,0.417000,0.228000,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872136.258394,heartbeat,492,,,,,,,,,-40,958.0000,40.00,-160.00,-120.00,37560.00,-120.00,flat,,,,,,928.4300,956,962,959.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,-5.1750,2.8250,0.347000,0.419000,0.234000,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872139.258282,heartbeat,492,,,,,,,,,-40,958.0000,40.00,-120.00,-80.00,37560.00,-80.00,flat,,,,,,919.3399,955,961,958.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,4.0730,4.0730,0.374313,0.414293,0.211394,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872140.666937,news_ignored,550,,,,,,,non_signal_news,petition new_signatures=0 cumulative=0,-40,958.0000,40.00,-80.00,-40.00,37560.00,-40.00,flat,,,,,,918.6048,955,960,957.5000,5,1.981528,0.000000,0.000000,-8.0000,,,,,,,structured,petition,,4.8254,4.8254,0.391521,0.409975,0.198504,0,0,0,book,False,IDLE,,,,,,,,,,False,,"{'timestamp': 550, 'kind': 'structured', 'new_data': {'new_signatures': 0, 'cumulative': 0, 'asset': '', 'structured_subtype': 'petition'}}"
1775872142.258670,heartbeat,550,,,,,,,,,-40,958.0000,40.00,-400.00,-360.00,37560.00,-360.00,flat,,,,,,921.8831,962,968,965.0000,6,1.981528,0.000000,0.000000,-8.0000,,,,,,,,,,1.4750,1.4750,0.317000,0.425000,0.258000,0,0,0,book,False,IDLE,,,,,,,,,,False,,
1775872142.658758,earnings_signal,560,,SELL,93,,,,,old=1.981528 new=1.976163 delta=-0.005365 edge=-42.7211 fair_change=-1.8016,-40,958.0000,40.00,-320.00,-280.00,37560.00,-280.00,earnings_shock,earnings,SELL,93,0.005365,True,920.2789,960,966,963.0000,6,1.976163,-0.005365,0.000000,-8.0000,,,,,,,,,,1.2737,1.2737,0.312687,0.425574,0.261738,0,0,0,book,False,SHOCK,-93,-93,-1,963.0000,-42.7211,922.0805,920.2789,0,0,False,start,
1775872142.659593,order_placed,560,C,SELL,12,960,1775872078242,earnings_shock_take,,,-40,958.0000,40.00,-320.00,-280.00,37560.00,-280.00,earnings_shock,earnings,SELL,93,0.005365,True,920.2789,960,966,963.0000,6,1.976163,-0.005365,0.000000,-8.0000,,,,,,,,,,1.2737,1.2737,0.312687,0.425574,0.261738,0,0,0,book,False,SHOCK,-93,-93,-1,963.0000,-42.7211,922.0805,920.2789,0,0,False,,
1775872142.659966,shock_child_order,560,C,SELL,12,960,,earnings_shock_take,,,-40,958.0000,40.00,-320.00,-280.00,37560.00,-280.00,earnings_shock,earnings,SELL,93,0.005365,True,920.2789,960,966,963.0000,6,1.976163,-0.005365,0.000000,-8.0000,,,,,,,,,,1.2737,1.2737,0.312687,0.425574,0.261738,0,0,0,book,False,SHOCK,-93,-93,-1,963.0000,-42.7211,922.0805,920.2789,0,0,False,earnings_shock_take,
1775872142.660650,heartbeat_forced,560,,,,,,,,,-40,958.0000,40.00,-320.00,-280.00,37560.00,-280.00,earnings_shock,earnings,SELL,93,0.005365,True,920.2789,960,966,963.0000,6,1.976163,-0.005365,0.000000,-8.0000,,,,,,,,,,1.2737,1.2737,0.312687,0.425574,0.261738,0,0,0,book,False,SHOCK,-93,-93,-1,963.0000,-42.7211,922.0805,920.2789,0,0,False,,
1775872142.689054,fill,560,C,SELL,12,961,1775872078242,earnings_shock_take,,,-52,958.6923,40.00,-68.00,-28.00,49092.00,-28.00,earnings_shock,earnings,SELL,93,0.005365,True,920.3511,961,960,960.5000,-1,1.976163,-0.005365,0.000000,-8.0000,,,,,,,,,,1.2000,1.2000,0.311000,0.426000,0.263000,0,0,0,book,False,SHOCK,-93,-93,-1,963.0000,-42.7211,922.0805,920.2789,0,0,False,,
1775872142.689536,order_placed,560,C,SELL,12,961,1775872078243,earnings_shock_take,,,-52,958.6923,40.00,-68.00,-28.00,49092.00,-28.00,earnings_shock,earnings,SELL,93,0.005365,True,920.3511,961,960,960.5000,-1,1.976163,-0.005365,0.000000,-8.0000,,,,,,,,,,1.2000,1.2000,0.311000,0.426000,0.263000,0,0,0,book,False,SHOCK,-93,-93,-1,963.0000,-42.7211,922.0805,920.2789,0,0,False,,
1775872142.689640,shock_child_order,560,C,SELL,12,961,,earnings_shock_take,,,-52,958.6923,40.00,-68.00,-28.00,49092.00,-28.00,earnings_shock,earnings,SELL,93,0.005365,True,920.3511,961,960,960.5000,-1,1.976163,-0.005365,0.000000,-8.0000,,,,,,,,,,1.2000,1.2000,0.311000,0.426000,0.263000,0,0,0,book,False,SHOCK,-93,-93,-1,963.0000,-42.7211,922.0805,920.2789,0,0,False,earnings_shock_take,
1775872142.689830,heartbeat_forced,560,,,,,,,,,-52,958.6923,40.00,-68.00,-28.00,49092.00,-28.00,earnings_shock,earnings,SELL,93,0.005365,True,920.3511,961,960,960.5000,-1,1.976163,-0.005365,0.000000,-8.0000,,,,,,,,,,1.2000,1.2000,0.311000,0.426000,0.263000,0,0,0,book,False,SHOCK,-93,-93,-1,963.0000,-42.7211,922.0805,920.2789,0,0,False,,
1775872142.723510,fill,560,C,SELL,12,961,1775872078243,earnings_shock_take,,,-64,959.1250,40.00,-120.00,-80.00,60624.00,-80.00,earnings_shock,earnings,SELL,93,0.005365,True,920.3511,961,961,961.0000,0,1.976163,-0.005365,0.000000,-8.0000,,,,,,,,,,1.2000,1.2000,0.311000,0.426000,0.263000,0,0,0,book,False,SHOCK,-93,-93,-1,963.0000,-42.7211,922.0805,920.2789,0,0,False,,
