event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_A_news,latest_known_eps_for_A
8150,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:01.368235+00:00,1775345701368235000,163128001989250,175,,,A,1054,115,1056.0,-4.0,21.963209209,0.9466572219743568
8151,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:01.370543+00:00,1775345701370543000,163128004297250,175,,,A,1055,170,1056.0,-4.0,21.965517209,0.9466572219743568
8152,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:01.371741+00:00,1775345701371741000,163128005494916,175,,,A,1056,225,1056.0,-4.0,21.966714875,0.9466572219743568
8153,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:01.372903+00:00,1775345701372903000,163128006656708,175,,,A,1057,280,1056.0,-4.0,21.967876667,0.9466572219743568
8154,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:01.372977+00:00,1775345701372977000,163128006731375,175,,,A,1058,335,1056.0,-4.0,21.967951334,0.9466572219743568
8520,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:03.348766+00:00,1775345703348766000,163129982526875,175,,,A,1053,115,1055.5,-5.0,23.943746834,0.9466572219743568
8521,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:03.348852+00:00,1775345703348852000,163129982612750,175,,,A,1054,170,1055.5,-5.0,23.943832709,0.9466572219743568
8522,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:03.348928+00:00,1775345703348928000,163129982688541,175,,,A,1055,225,1055.5,-5.0,23.9439085,0.9466572219743568
8523,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:03.349001+00:00,1775345703349001000,163129982761708,175,,,A,1056,280,1055.5,-5.0,23.943981667,0.9466572219743568
8524,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:03.349074+00:00,1775345703349074000,163129982834750,175,,,A,1057,335,1055.5,-5.0,23.944054709,0.9466572219743568
8525,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:03.349146+00:00,1775345703349146000,163129982906666,175,,,A,1058,83,1055.5,-5.0,23.944126625,0.9466572219743568
8674,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:04.150034+00:00,1775345704150034000,163130783797791,175,,,A,1059,115,1062.0,-6.0,24.74501775,0.9466572219743568
8675,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:04.150114+00:00,1775345704150114000,163130783878041,175,,,A,1060,170,1062.0,-6.0,24.745098,0.9466572219743568
8676,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:04.150185+00:00,1775345704150185000,163130783948375,175,,,A,1061,225,1062.0,-6.0,24.745168334,0.9466572219743568
8677,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:04.150258+00:00,1775345704150258000,163130784021583,175,,,A,1062,280,1062.0,-6.0,24.745241542,0.9466572219743568
8678,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:04.150330+00:00,1775345704150330000,163130784093375,175,,,A,1063,335,1062.0,-6.0,24.745313334,0.9466572219743568
8679,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:04.150400+00:00,1775345704150400000,163130784164291,175,,,A,1064,83,1062.0,-6.0,24.74538425,0.9466572219743568
9624,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:09.417714+00:00,1775345709417714000,163136051496291,175,,,A,1049,115,1051.0,-4.0,30.01271625,0.9466572219743568
9625,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:09.417801+00:00,1775345709417801000,163136051583500,175,,,A,1050,170,1051.0,-4.0,30.012803459,0.9466572219743568
9626,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:09.417877+00:00,1775345709417877000,163136051659125,175,,,A,1051,225,1051.0,-4.0,30.012879084,0.9466572219743568
9627,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:09.417961+00:00,1775345709417961000,163136051742916,175,,,A,1052,280,1051.0,-4.0,30.012962875,0.9466572219743568
9628,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:09.418032+00:00,1775345709418032000,163136051814750,175,,,A,1053,335,1051.0,-4.0,30.013034709,0.9466572219743568
9741,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:09.968077+00:00,1775345709968077000,163136601861833,300,,,A,1056,555,1061.5,-11.0,0.3698635,1.007166910068087
9742,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:09.970877+00:00,1775345709970877000,163136604661083,300,,,A,1057,115,1061.5,-11.0,0.37266275,1.007166910068087
9743,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:09.972314+00:00,1775345709972314000,163136606098416,300,,,A,1058,170,1061.5,-11.0,0.374100083,1.007166910068087
9744,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:09.972391+00:00,1775345709972391000,163136606175125,300,,,A,1059,225,1061.5,-11.0,0.374176792,1.007166910068087
9745,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:09.972462+00:00,1775345709972462000,163136606246833,300,,,A,1060,143,1061.5,-11.0,0.3742485,1.007166910068087
9857,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:10.671503+00:00,1775345710671503000,163137305289333,300,,,A,1076,555,1081.0,-10.0,1.073291,1.007166910068087
9858,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:10.678492+00:00,1775345710678492000,163137312278916,300,,,A,1076,115,1081.0,-10.0,1.080280583,1.007166910068087
9859,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:10.679972+00:00,1775345710679972000,163137313759125,300,,,A,1077,170,1081.0,-10.0,1.081760792,1.007166910068087
9860,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:10.681456+00:00,1775345710681456000,163137315242833,300,,,A,1078,225,1081.0,-10.0,1.0832445,1.007166910068087
9861,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:10.681535+00:00,1775345710681535000,163137315322250,300,,,A,1079,143,1081.0,-10.0,1.083323917,1.007166910068087
10552,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:14.573260+00:00,1775345714573260000,163141207060791,300,,,A,1129,115,1132.0,-6.0,4.975062458,1.007166910068087
10553,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:14.576273+00:00,1775345714576273000,163141210073583,300,,,A,1130,170,1132.0,-6.0,4.97807525,1.007166910068087
10554,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:14.577844+00:00,1775345714577844000,163141211644666,300,,,A,1131,225,1132.0,-6.0,4.979646333,1.007166910068087
10555,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:14.579408+00:00,1775345714579408000,163141213208583,300,,,A,1132,280,1132.0,-6.0,4.98121025,1.007166910068087
10556,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:14.580917+00:00,1775345714580917000,163141214718083,300,,,A,1133,335,1132.0,-6.0,4.98271975,1.007166910068087
10557,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:14.580994+00:00,1775345714580994000,163141214794875,300,,,A,1134,83,1132.0,-6.0,4.982796542,1.007166910068087
10887,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:16.269584+00:00,1775345716269584000,163142903390208,300,,,A,1126,115,1128.0,-4.0,6.671391875,1.007166910068087
10888,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:16.269683+00:00,1775345716269683000,163142903489958,300,,,A,1127,170,1128.0,-4.0,6.671491625,1.007166910068087
10889,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:16.269767+00:00,1775345716269767000,163142903573708,300,,,A,1128,225,1128.0,-4.0,6.671575375,1.007166910068087
10890,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:16.269843+00:00,1775345716269843000,163142903649791,300,,,A,1129,280,1128.0,-4.0,6.671651458,1.007166910068087
10891,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:16.269918+00:00,1775345716269918000,163142903724500,300,,,A,1130,335,1128.0,-4.0,6.671726167,1.007166910068087
11185,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:17.958263+00:00,1775345717958263000,163144592075208,300,,,A,1123,115,1124.5,-3.0,8.360076875,1.007166910068087
11186,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:17.959912+00:00,1775345717959912000,163144593725041,300,,,A,1124,170,1124.5,-3.0,8.361726708,1.007166910068087
11187,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:17.959991+00:00,1775345717959991000,163144593804000,300,,,A,1125,225,1124.5,-3.0,8.361805667,1.007166910068087
11188,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:17.960066+00:00,1775345717960066000,163144593878833,300,,,A,1126,280,1124.5,-3.0,8.3618805,1.007166910068087
11590,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:20.235534+00:00,1775345720235534000,163146869354958,300,,,A,1116,115,1119.0,-6.0,10.637356625,1.007166910068087
11591,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:20.238899+00:00,1775345720238899000,163146872719750,300,,,A,1117,170,1119.0,-6.0,10.640721417,1.007166910068087
11592,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:20.240612+00:00,1775345720240612000,163146874432958,300,,,A,1118,225,1119.0,-6.0,10.642434625,1.007166910068087
11593,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:20.240688+00:00,1775345720240688000,163146874508541,300,,,A,1119,280,1119.0,-6.0,10.642510208,1.007166910068087
11594,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:20.240761+00:00,1775345720240761000,163146874581291,300,,,A,1120,335,1119.0,-6.0,10.642582958,1.007166910068087
11595,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:20.240833+00:00,1775345720240833000,163146874653541,300,,,A,1121,83,1119.0,-6.0,10.642655208,1.007166910068087
12214,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:23.780756+00:00,1775345723780756000,163150414589208,300,,,A,1109,115,1104.5,-9.0,14.182590875,1.007166910068087
12215,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:23.782590+00:00,1775345723782590000,163150416422791,300,,,A,1108,170,1104.5,-9.0,14.184424458,1.007166910068087
12216,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:23.782668+00:00,1775345723782668000,163150416500750,300,,,A,1107,225,1104.5,-9.0,14.184502417,1.007166910068087
12217,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:23.782742+00:00,1775345723782742000,163150416575041,300,,,A,1106,280,1104.5,-9.0,14.184576708,1.007166910068087
12218,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:23.782818+00:00,1775345723782818000,163150416651083,300,,,A,1104,390,1104.5,-9.0,14.18465275,1.007166910068087
12219,A_research_2026-04-04_18-34-16_live_round,4a8041bee5bf4436bce381b622a9d4e9,2026-04-04T23:35:23.782891+00:00,1775345723782891000,163150416724125,300,,,A,1105,28,1104.5,-9.0,14.184725792,1.007166910068087
