plot_symbol,earnings_asset,news_id,timestamp_iso,exchange_tick,old_eps,new_eps,model_fair_value_jump,market_mid_before_news,spread_before_news,market_mid_after_100ms,spread_after_100ms,market_mid_after_250ms,spread_after_250ms,market_mid_after_500ms,spread_after_500ms,market_mid_after_1s,spread_after_1s,market_mid_after_2s,spread_after_2s,market_mid_after_5s,spread_after_5s,max_excursion_from_pre_news_mid,final_settling_move_5s
C,C,market_research_2026-04-04_21-22-29_live_round-news-11,2026-04-05T02:31:47.838042+00:00,1500,1.888616307232898,1.861457247224262,,990.0,6.0,989.0,8.0,989.0,8.0,989.0,8.0,977.5,9.0,974.5,3.0,979.0,6.0,-15.5,-11.0
C,C,market_research_2026-04-04_21-22-29_live_round-news-14,2026-04-05T02:37:41.944611+00:00,1950,1.861457247224262,1.8629055547812696,,977.0,6.0,977.0,6.0,977.0,6.0,975.5,3.0,975.0,4.0,974.5,3.0,979.0,6.0,-2.5,2.0
ETF,A,market_research_2026-04-04_21-22-29_live_round-news-1,2026-04-05T02:22:59.242362+00:00,300,,0.9534721385539758,,3044.0,6.0,3042.0,2.0,3042.0,2.0,3046.0,6.0,3047.5,1.0,3056.0,4.0,3026.5,1.0,-17.5,-17.5
ETF,A,market_research_2026-04-04_21-22-29_live_round-news-2,2026-04-05T02:24:02.270864+00:00,600,0.9534721385539758,1.127464044604867,1.739919060508912,3011.0,6.0,3000.0,34.0,3000.0,34.0,2987.5,3.0,2994.0,0.0,3009.0,-4.0,3038.5,5.0,27.5,27.5
ETF,C,market_research_2026-04-04_21-22-29_live_round-news-3,2026-04-05T02:24:02.279905+00:00,600,,1.946755997208881,,3011.0,6.0,3000.0,34.0,3000.0,34.0,2987.5,3.0,2994.0,0.0,3005.0,4.0,3038.5,5.0,27.5,27.5
ETF,A,market_research_2026-04-04_21-22-29_live_round-news-4,2026-04-05T02:24:46.554228+00:00,750,1.127464044604867,0.9972081933533492,-1.3025585125151782,3137.5,5.0,3142.5,21.0,3142.0,22.0,3152.0,6.0,3146.5,1.0,3146.0,6.0,3143.0,6.0,14.5,5.5
ETF,A,market_research_2026-04-04_21-22-29_live_round-news-5,2026-04-05T02:26:54.620649+00:00,1050,0.9972081933533492,1.0236621058783983,0.26453912525049184,3047.0,2.0,3046.5,3.0,3032.5,9.0,3032.5,9.0,3026.5,3.0,3026.0,0.0,3018.5,1.0,-28.5,-28.5
ETF,C,market_research_2026-04-04_21-22-29_live_round-news-6,2026-04-05T02:26:54.642459+00:00,1050,1.946755997208881,1.888616307232898,,3047.0,2.0,3040.0,-8.0,3032.5,9.0,3032.5,9.0,3026.5,3.0,3026.0,0.0,3018.5,1.0,-28.5,-28.5
ETF,A,market_research_2026-04-04_21-22-29_live_round-news-7,2026-04-05T02:28:22.772656+00:00,1200,1.0236621058783983,0.8768362293012025,-1.4682587657719584,3051.0,8.0,3049.0,4.0,3048.5,5.0,3048.5,5.0,3052.0,4.0,3043.5,7.0,3034.0,4.0,-17.0,-17.0
ETF,A,market_research_2026-04-04_21-22-29_live_round-news-10,2026-04-05T02:31:47.805398+00:00,1500,0.8768362293012025,0.8324129727310562,-0.44423256570146386,3143.0,6.0,3143.0,6.0,3141.5,9.0,3143.0,12.0,3122.5,-5.0,3126.0,6.0,3100.5,-1.0,-42.5,-42.5
ETF,C,market_research_2026-04-04_21-22-29_live_round-news-11,2026-04-05T02:31:47.838042+00:00,1500,1.888616307232898,1.861457247224262,,3143.0,6.0,3142.5,7.0,3143.0,12.0,3143.0,12.0,3136.0,26.0,3126.0,6.0,3105.0,8.0,-38.0,-38.0
ETF,A,market_research_2026-04-04_21-22-29_live_round-news-12,2026-04-05T02:33:36.102498+00:00,1650,0.8324129727310562,0.8838431684903902,0.5143019575933412,2798.0,6.0,2797.5,7.0,2793.5,3.0,2793.5,3.0,2793.0,4.0,2793.5,-1.0,2798.5,3.0,-5.0,0.5
ETF,A,market_research_2026-04-04_21-22-29_live_round-news-13,2026-04-05T02:37:41.923247+00:00,1950,0.8838431684903902,1.3925929733903109,5.087498048999205,2839.0,6.0,2839.0,6.0,2839.0,6.0,2839.5,5.0,2839.5,5.0,2839.0,6.0,2839.0,6.0,0.5,0.0
ETF,C,market_research_2026-04-04_21-22-29_live_round-news-14,2026-04-05T02:37:41.944611+00:00,1950,1.861457247224262,1.8629055547812696,,2839.0,6.0,2839.0,6.0,2839.5,5.0,2839.5,5.0,2839.5,5.0,2839.0,6.0,2839.0,6.0,0.5,0.0
