wall_ts,event,tick,symbol,side,qty,price,order_id,tag,reason,message,pos_C,avg_C,realized_pnl,unrealized_pnl,total_pnl,cash,session_mtm,thesis,signal_thesis,signal_side,signal_target,signal_strength,signal_fresh,fair,c_bid,c_ask,c_mid,c_spread,eps,earnings_delta,cpi_surprise,cpi_bias_bp,cpi_actual,cpi_forecast,macro_score,macro_target,macro_direction,earnings_trend,news_kind,news_subtype,news_asset,rate_bp,market_rate_bp,q_hike,q_hold,q_cut,pm_pos_hike,pm_pos_hold,pm_pos_cut,mark_source,kill_switch,raw_news
1775864086.012148,macro_eval,2746,,BUY,160,,,,candidate,score=-8.50 headline=Officials hint that the next move is more likely a cut than a hike.,0,,0.00,0.00,0.00,0.00,0.00,flat,,,,,,914.6010,909,914,911.5000,5,1.880365,0.000000,0.000000,0.0000,,,-8.5000,160,BUY,+0.000000,unstructured,,,3.0876,3.0876,0.250000,0.623506,0.126494,0,0,0,flat,False,"{'timestamp': 2746, 'kind': 'unstructured', 'new_data': {'content': 'Officials hint that the next move is more likely a cut than a hike.'}}"
1775864086.012651,macro_signal,2746,,BUY,80,,,,flat_macro_cap,score=-8.50 flat_cap=True headline=Officials hint that the next move is more likely a cut than a hike.,0,,0.00,0.00,0.00,0.00,0.00,flat,macro,BUY,80,8.500000,True,922.4085,909,914,911.5000,5,1.880365,0.000000,0.000000,-8.0000,,,-8.5000,80,BUY,+0.000000,,,,-4.9124,3.0876,0.250000,0.623506,0.126494,0,0,0,flat,False,"{'timestamp': 2746, 'kind': 'unstructured', 'new_data': {'content': 'Officials hint that the next move is more likely a cut than a hike.'}}"
1775864086.013856,order_placed,2746,C,BUY,40,914,1775864044691,macro_entry,,,0,,0.00,0.00,0.00,0.00,0.00,flat,macro,BUY,80,8.500000,True,922.4085,909,914,911.5000,5,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-4.9124,3.0876,0.250000,0.623506,0.126494,0,0,0,flat,False,
1775864086.014238,entry_decision,2746,C,BUY,40,914,,macro,,strength=8.500000 target=80,0,,0.00,0.00,0.00,0.00,0.00,macro,macro,BUY,80,8.500000,True,922.4085,909,914,911.5000,5,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-4.9124,3.0876,0.250000,0.623506,0.126494,0,0,0,flat,False,
1775864086.014593,heartbeat_forced,2746,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,macro,macro,BUY,80,8.500000,True,922.4085,909,914,911.5000,5,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-4.9124,3.0876,0.250000,0.623506,0.126494,0,0,0,flat,False,
1775864086.214742,entry_blocked,2746,,,80,,,macro,live_order,,0,,0.00,0.00,0.00,0.00,0.00,macro,macro,BUY,80,8.500000,True,923.1761,919,920,919.5000,1,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-5.6947,2.3053,0.222336,0.647541,0.130123,0,0,0,flat,False,
1775864086.606363,order_placed,2746,C,BUY,40,925,1775864044692,macro_entry,,,0,,0.00,0.00,0.00,0.00,0.00,macro,macro,BUY,80,8.500000,True,924.3848,921,925,923.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-6.9250,1.0750,0.203000,0.637000,0.160000,0,0,0,flat,False,
1775864086.606780,entry_decision,2746,C,BUY,40,925,,macro,,strength=8.500000 target=80,0,,0.00,0.00,0.00,0.00,0.00,macro,macro,BUY,80,8.500000,True,924.3848,921,925,923.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-6.9250,1.0750,0.203000,0.637000,0.160000,0,0,0,flat,False,
1775864086.607127,heartbeat_forced,2746,,,,,,,,,0,,0.00,0.00,0.00,0.00,0.00,macro,macro,BUY,80,8.500000,True,924.3848,921,925,923.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-6.9250,1.0750,0.203000,0.637000,0.160000,0,0,0,flat,False,
1775864086.636812,cancel_response,2746,C,BUY,40,914,1775864044691,macro_entry,,success=True error=None,0,,0.00,0.00,0.00,0.00,0.00,macro,macro,BUY,80,8.500000,True,924.5941,920,924,922.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-7.1379,0.8621,0.198401,0.637681,0.163918,0,0,0,flat,False,
1775864086.637564,fill,2746,C,BUY,40,924,1775864044692,macro_entry,,,40,924.0000,0.00,40.00,40.00,-36960.00,40.00,macro,macro,BUY,80,8.500000,True,924.5941,925,924,924.5000,-1,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-7.1379,0.8621,0.198401,0.637681,0.163918,0,0,0,book,False,
1775864087.006651,order_placed,2746,C,BUY,40,923,1775864044693,macro_entry,,,40,924.0000,0.00,-200.00,-200.00,-36960.00,-200.00,macro,macro,BUY,80,8.500000,True,924.4959,919,923,921.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-7.0380,0.9620,0.200400,0.637681,0.161919,0,0,0,book,False,
1775864087.007363,entry_decision,2746,C,BUY,40,923,,macro,,strength=8.500000 target=80,40,924.0000,0.00,-200.00,-200.00,-36960.00,-200.00,macro,macro,BUY,80,8.500000,True,924.4959,919,923,921.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-7.0380,0.9620,0.200400,0.637681,0.161919,0,0,0,book,False,
1775864087.008010,heartbeat_forced,2746,,,,,,,,,40,924.0000,0.00,-200.00,-200.00,-36960.00,-200.00,macro,macro,BUY,80,8.500000,True,924.4959,919,923,921.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-7.0380,0.9620,0.200400,0.637681,0.161919,0,0,0,book,False,
1775864087.208425,fill,2746,C,BUY,40,923,1775864044693,macro_entry,,,80,923.5000,0.00,-40.00,-40.00,-73880.00,-40.00,macro,macro,BUY,80,8.500000,True,924.3228,923,923,923.0000,0,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-6.8619,1.1381,0.204102,0.637319,0.158579,0,0,0,book,False,
1775864088.649937,order_placed,2746,C,SELL,40,917,1775864044694,gap_compress,,,80,923.5000,0.00,-520.00,-520.00,-73880.00,-520.00,macro,macro,BUY,80,8.500000,True,922.9703,917,921,919.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-5.4850,2.5150,0.235235,0.630130,0.134635,0,0,0,book,False,
1775864088.650144,exit_trigger,2746,,,40,,,gap_compress,gap_compress,,80,923.5000,0.00,-520.00,-520.00,-73880.00,-520.00,macro,macro,BUY,80,8.500000,True,922.9703,917,921,919.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-5.4850,2.5150,0.235235,0.630130,0.134635,0,0,0,book,False,
1775864088.650345,heartbeat_forced,2746,,,,,,,,,80,923.5000,0.00,-520.00,-520.00,-73880.00,-520.00,macro,macro,BUY,80,8.500000,True,922.9703,917,921,919.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-5.4850,2.5150,0.235235,0.630130,0.134635,0,0,0,book,False,
1775864088.680867,fill,2746,C,SELL,40,917,1775864044694,gap_compress,,,40,923.5000,-260.00,-260.00,-520.00,-37200.00,-520.00,macro,macro,BUY,80,8.500000,True,922.9703,917,917,917.0000,0,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-5.4850,2.5150,0.235235,0.630130,0.134635,0,0,0,book,False,
1775864088.681761,order_placed,2746,C,SELL,40,917,1775864044695,gap_compress,,,40,923.5000,-260.00,-260.00,-520.00,-37200.00,-520.00,macro,macro,BUY,80,8.500000,True,922.9703,917,921,919.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-5.4850,2.5150,0.235235,0.630130,0.134635,0,0,0,book,False,
1775864088.681955,exit_trigger,2746,,,40,,,gap_compress,gap_compress,,40,923.5000,-260.00,-260.00,-520.00,-37200.00,-520.00,macro,macro,BUY,80,8.500000,True,922.9703,917,921,919.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-5.4850,2.5150,0.235235,0.630130,0.134635,0,0,0,book,False,
1775864088.682176,heartbeat_forced,2746,,,,,,,,,40,923.5000,-260.00,-260.00,-520.00,-37200.00,-520.00,macro,macro,BUY,80,8.500000,True,922.9703,917,921,919.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-5.4850,2.5150,0.235235,0.630130,0.134635,0,0,0,book,False,
1775864088.714255,fill,2746,C,SELL,23,917,1775864044695,gap_compress,,,17,923.5000,-409.50,-110.50,-520.00,-16109.00,-520.00,macro,macro,BUY,80,8.500000,True,922.9703,917,917,917.0000,0,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-5.4850,2.5150,0.235235,0.630130,0.134635,0,0,0,book,False,
1775864089.009371,fill,2746,C,SELL,17,917,1775864044695,gap_compress,,,0,,-520.00,0.00,-520.00,-520.00,-520.00,flat,,,,,,922.8269,917,917,917.0000,0,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-5.3388,2.6612,0.238881,0.628686,0.132434,0,0,0,flat,False,
1775864091.808595,heartbeat,2746,,,,,,,,,0,,-520.00,0.00,-520.00,-520.00,-520.00,flat,,,,,,923.7346,918,922,920.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,-6.2634,1.7366,0.214393,0.640680,0.144928,0,0,0,flat,False,
1775864094.810530,heartbeat,2746,,,,,,,,,0,,-520.00,0.00,-520.00,-520.00,-520.00,flat,,,,,,914.5845,913,917,915.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,3.1047,3.1047,0.244867,0.634452,0.120681,0,0,0,flat,False,
1775864096.814226,news_ignored,2800,,,,,,,non_signal_news,petition new_signatures=0 cumulative=0,0,,-520.00,0.00,-520.00,-520.00,-520.00,flat,,,,,,914.6116,914,919,916.5000,5,1.880365,0.000000,0.000000,-8.0000,,,,,,,structured,petition,,3.0767,3.0767,0.244145,0.634778,0.121076,0,0,0,flat,False,"{'timestamp': 2800, 'kind': 'structured', 'new_data': {'new_signatures': 0, 'cumulative': 0, 'asset': '', 'structured_subtype': 'petition'}}"
1775864097.810751,heartbeat,2800,,,,,,,,,0,,-520.00,0.00,-520.00,-520.00,-520.00,flat,,,,,,911.8595,904,908,906.0000,4,1.880365,0.000000,0.000000,-8.0000,,,,,,,,,,5.9155,5.9155,0.320160,0.596298,0.083542,0,0,0,flat,False,
1775864098.818590,earnings_signal,2810,,SELL,200,,,,,old=1.880365 new=1.822923 delta=-0.057442,0,,-520.00,0.00,-520.00,-520.00,-520.00,flat,earnings,SELL,200,0.057442,True,891.6332,893,894,893.5000,1,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.1153,6.1153,0.324311,0.595990,0.079699,0,0,0,flat,False,
1775864098.819424,order_placed,2810,C,SELL,40,893,1775864044696,earnings_entry,,,0,,-520.00,0.00,-520.00,-520.00,-520.00,flat,earnings,SELL,200,0.057442,True,891.6332,893,894,893.5000,1,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.1153,6.1153,0.324311,0.595990,0.079699,0,0,0,flat,False,
1775864098.819801,entry_decision,2810,C,SELL,40,893,,earnings,,strength=0.057442 target=200,0,,-520.00,0.00,-520.00,-520.00,-520.00,earnings,earnings,SELL,200,0.057442,True,891.6332,893,894,893.5000,1,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.1153,6.1153,0.324311,0.595990,0.079699,0,0,0,flat,False,
1775864098.820161,heartbeat_forced,2810,,,,,,,,,0,,-520.00,0.00,-520.00,-520.00,-520.00,earnings,earnings,SELL,200,0.057442,True,891.6332,893,894,893.5000,1,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.1153,6.1153,0.324311,0.595990,0.079699,0,0,0,flat,False,
1775864098.849568,fill,2810,C,SELL,40,899,1775864044696,earnings_entry,,,-40,899.0000,-520.00,240.00,-280.00,35440.00,-280.00,earnings,earnings,SELL,200,0.057442,True,891.5004,899,893,896.0000,-6,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.2563,6.2563,0.328829,0.592593,0.078579,0,0,0,book,False,
1775864099.116206,order_placed,2810,C,SELL,40,900,1775864044697,earnings_entry,,,-40,899.0000,-520.00,-200.00,-720.00,35440.00,-720.00,earnings,earnings,SELL,200,0.057442,True,891.2444,900,904,902.0000,4,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.5283,6.5283,0.335668,0.589795,0.074537,0,0,0,book,False,
1775864099.116777,entry_decision,2810,C,SELL,40,900,,earnings,,strength=0.057442 target=200,-40,899.0000,-520.00,-200.00,-720.00,35440.00,-720.00,earnings,earnings,SELL,200,0.057442,True,891.2444,900,904,902.0000,4,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.5283,6.5283,0.335668,0.589795,0.074537,0,0,0,book,False,
1775864099.117358,heartbeat_forced,2810,,,,,,,,,-40,899.0000,-520.00,-200.00,-720.00,35440.00,-720.00,earnings,earnings,SELL,200,0.057442,True,891.2444,900,904,902.0000,4,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.5283,6.5283,0.335668,0.589795,0.074537,0,0,0,book,False,
1775864099.149394,fill,2810,C,SELL,40,900,1775864044697,earnings_entry,,,-80,899.5000,-520.00,-40.00,-560.00,71440.00,-560.00,earnings,earnings,SELL,200,0.057442,True,891.2444,900,900,900.0000,0,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.5283,6.5283,0.335668,0.589795,0.074537,0,0,0,book,False,
1775864099.412490,order_placed,2810,C,SELL,40,900,1775864044698,earnings_entry,,,-80,899.5000,-520.00,-360.00,-880.00,71440.00,-880.00,earnings,earnings,SELL,200,0.057442,True,891.0656,900,904,902.0000,4,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.7183,6.7183,0.340160,0.588412,0.071429,0,0,0,book,False,
1775864099.413275,entry_decision,2810,C,SELL,40,900,,earnings,,strength=0.057442 target=200,-80,899.5000,-520.00,-360.00,-880.00,71440.00,-880.00,earnings,earnings,SELL,200,0.057442,True,891.0656,900,904,902.0000,4,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.7183,6.7183,0.340160,0.588412,0.071429,0,0,0,book,False,
1775864099.414052,heartbeat_forced,2810,,,,,,,,,-80,899.5000,-520.00,-360.00,-880.00,71440.00,-880.00,earnings,earnings,SELL,200,0.057442,True,891.0656,900,904,902.0000,4,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.7183,6.7183,0.340160,0.588412,0.071429,0,0,0,book,False,
1775864099.607248,fill,2810,C,SELL,40,900,1775864044698,earnings_entry,,,-120,899.6667,-520.00,-40.00,-560.00,107440.00,-560.00,earnings,earnings,SELL,200,0.057442,True,891.1534,901,900,900.5000,-1,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.6250,6.6250,0.337500,0.590000,0.072500,0,0,0,book,False,
1775864099.723060,order_placed,2810,C,SELL,40,901,1775864044699,earnings_entry,,,-120,899.6667,-520.00,-640.00,-1160.00,107440.00,-1160.00,earnings,earnings,SELL,200,0.057442,True,891.2035,901,905,903.0000,4,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.5717,6.5717,0.335832,0.591204,0.072964,0,0,0,book,False,
1775864099.723499,entry_decision,2810,C,SELL,40,901,,earnings,,strength=0.057442 target=200,-120,899.6667,-520.00,-640.00,-1160.00,107440.00,-1160.00,earnings,earnings,SELL,200,0.057442,True,891.2035,901,905,903.0000,4,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.5717,6.5717,0.335832,0.591204,0.072964,0,0,0,book,False,
1775864099.723899,heartbeat_forced,2810,,,,,,,,,-120,899.6667,-520.00,-640.00,-1160.00,107440.00,-1160.00,earnings,earnings,SELL,200,0.057442,True,891.2035,901,905,903.0000,4,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.5717,6.5717,0.335832,0.591204,0.072964,0,0,0,book,False,
1775864099.756363,fill,2810,C,SELL,23,901,1775864044699,earnings_entry,,,-143,899.8811,-520.00,-160.00,-680.00,128163.00,-680.00,earnings,earnings,SELL,200,0.057442,True,891.2035,901,901,901.0000,0,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.5717,6.5717,0.335832,0.591204,0.072964,0,0,0,book,False,
1775864099.926112,entry_blocked,2810,,,200,,,earnings,live_order,,-143,899.8811,-520.00,-160.00,-680.00,128163.00,-680.00,earnings,earnings,SELL,200,0.057442,True,891.3829,900,901,900.5000,1,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.3811,6.3811,0.330669,0.593906,0.075425,0,0,0,book,False,
1775864100.091560,fill,2810,C,SELL,17,901,1775864044699,earnings_entry,,,-160,900.0000,-520.00,-160.00,-680.00,143480.00,-680.00,earnings,earnings,SELL,200,0.057442,True,891.3829,902,901,901.5000,-1,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.3811,6.3811,0.330669,0.593906,0.075425,0,0,0,book,False,
1775864100.092667,order_placed,2810,C,SELL,40,902,1775864044700,earnings_entry,,,-160,900.0000,-520.00,-160.00,-680.00,143480.00,-680.00,earnings,earnings,SELL,200,0.057442,True,891.3829,902,901,901.5000,-1,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.3811,6.3811,0.330669,0.593906,0.075425,0,0,0,book,False,
1775864100.093083,entry_decision,2810,C,SELL,40,902,,earnings,,strength=0.057442 target=200,-160,900.0000,-520.00,-160.00,-680.00,143480.00,-680.00,earnings,earnings,SELL,200,0.057442,True,891.3829,902,901,901.5000,-1,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.3811,6.3811,0.330669,0.593906,0.075425,0,0,0,book,False,
1775864100.093501,heartbeat_forced,2810,,,,,,,,,-160,900.0000,-520.00,-160.00,-680.00,143480.00,-680.00,earnings,earnings,SELL,200,0.057442,True,891.3829,902,901,901.5000,-1,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.3811,6.3811,0.330669,0.593906,0.075425,0,0,0,book,False,
1775864100.124161,fill,2810,C,SELL,40,902,1775864044700,earnings_entry,,,-200,900.4000,-520.00,-320.00,-840.00,179560.00,-840.00,earnings,earnings,SELL,200,0.057442,True,891.4034,902,902,902.0000,0,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,6.3593,6.3593,0.329335,0.595702,0.074963,0,0,0,book,False,
1775864101.617456,order_placed,2810,C,BUY,40,887,1775864044701,short_profit_1,,,-200,900.4000,-520.00,2680.00,2160.00,179560.00,2160.00,earnings,earnings,SELL,200,0.057442,True,890.5637,889,887,888.0000,-2,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,7.2520,7.2520,0.355210,0.579659,0.065130,0,0,0,book,False,
1775864101.617892,exit_trigger,2810,,,40,,,short_profit_1,short_profit_1,,-200,900.4000,-520.00,2680.00,2160.00,179560.00,2160.00,earnings,earnings,SELL,200,0.057442,True,890.5637,889,887,888.0000,-2,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,7.2520,7.2520,0.355210,0.579659,0.065130,0,0,0,book,False,
1775864101.618434,heartbeat_forced,2810,,,,,,,,,-200,900.4000,-520.00,2680.00,2160.00,179560.00,2160.00,earnings,earnings,SELL,200,0.057442,True,890.5637,889,887,888.0000,-2,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,7.2520,7.2520,0.355210,0.579659,0.065130,0,0,0,book,False,
1775864102.058398,fill,2810,C,BUY,40,887,1775864044701,short_profit_1,,,-160,900.4000,16.00,2464.00,2480.00,144080.00,2480.00,earnings,earnings,SELL,200,0.057442,True,890.4556,887,885,886.0000,-2,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,7.3670,7.3670,0.359438,0.575803,0.064759,0,0,0,book,False,
1775864104.618877,heartbeat,2810,,,,,,,,,-160,900.4000,16.00,4704.00,4720.00,144080.00,4720.00,earnings,earnings,SELL,200,0.057442,True,888.3267,870,871,870.5000,1,1.822923,-0.057442,0.000000,-8.0000,,,,,,,,,,9.6346,9.6346,0.429429,0.526527,0.044044,0,0,0,book,False,
