session_id,time_ms,side,px,qty,aggressive,mode,edge_px
A_research_2026-04-04_18-34-16_live_round,1232.423458,SELL,1104,14,False,NORMAL_MM,14.0
A_research_2026-04-04_18-34-16_live_round,1497.996041,BUY,1100,15,False,NORMAL_MM,60.0
A_research_2026-04-04_18-34-16_live_round,1569.916416,BUY,1110,11,True,NORMAL_MM,-82.5
A_research_2026-04-04_18-34-16_live_round,1633.039583,BUY,1110,10,True,NORMAL_MM,-50.0
A_research_2026-04-04_18-34-16_live_round,1634.459625,BUY,1110,9,True,NORMAL_MM,-45.0
A_research_2026-04-04_18-34-16_live_round,1635.558333,BUY,1110,8,True,NORMAL_MM,-40.0
A_research_2026-04-04_18-34-16_live_round,1636.249791,BUY,1110,7,True,NORMAL_MM,-35.0
A_research_2026-04-04_18-34-16_live_round,1636.833166,BUY,1110,7,True,NORMAL_MM,-35.0
A_research_2026-04-04_18-34-16_live_round,1637.451916,BUY,1110,6,True,NORMAL_MM,-30.0
A_research_2026-04-04_18-34-16_live_round,1637.950041,BUY,1110,6,True,NORMAL_MM,-30.0
A_research_2026-04-04_18-34-16_live_round,1638.442916,BUY,1110,3,True,NORMAL_MM,-15.0
A_research_2026-04-04_18-34-16_live_round,1645.982375,SELL,1112,12,False,NORMAL_MM,72.0
A_research_2026-04-04_18-34-16_live_round,1645.982375,BUY,1112,6,True,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,1646.352916,BUY,1112,5,True,NORMAL_MM,-30.0
A_research_2026-04-04_18-34-16_live_round,1646.770958,BUY,1112,1,True,NORMAL_MM,-6.0
A_research_2026-04-04_18-34-16_live_round,2038.484458,SELL,1108,8,False,INVENTORY_UNWIND,0.0
A_research_2026-04-04_18-34-16_live_round,2038.484458,BUY,1114,6,True,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,2039.447791,BUY,1114,2,True,NORMAL_MM,-12.0
A_research_2026-04-04_18-34-16_live_round,2437.692833,SELL,1109,8,False,INVENTORY_UNWIND,12.0
A_research_2026-04-04_18-34-16_live_round,2437.692833,BUY,1112,6,True,NORMAL_MM,-27.0
A_research_2026-04-04_18-34-16_live_round,2438.79375,BUY,1112,2,True,NORMAL_MM,-9.0
A_research_2026-04-04_18-34-16_live_round,2652.200958,SELL,1113,8,False,NORMAL_MM,72.0
A_research_2026-04-04_18-34-16_live_round,2652.631083,SELL,1099,8,False,NORMAL_MM,-40.0
A_research_2026-04-04_18-34-16_live_round,2653.039541,SELL,1099,8,False,NORMAL_MM,-40.0
A_research_2026-04-04_18-34-16_live_round,2653.463208,SELL,1099,9,False,NORMAL_MM,-45.0
A_research_2026-04-04_18-34-16_live_round,2653.8795,SELL,1099,10,False,NORMAL_MM,-50.0
A_research_2026-04-04_18-34-16_live_round,2654.292958,SELL,1099,12,False,NORMAL_MM,-60.0
A_research_2026-04-04_18-34-16_live_round,2654.755,SELL,1100,13,False,NORMAL_MM,-52.0
A_research_2026-04-04_18-34-16_live_round,2655.211125,SELL,1106,14,False,NORMAL_MM,28.0
A_research_2026-04-04_18-34-16_live_round,3071.344041,BUY,1099,15,False,NORMAL_MM,75.0
A_research_2026-04-04_18-34-16_live_round,3260.817625,SELL,1113,12,False,NORMAL_MM,108.0
A_research_2026-04-04_18-34-16_live_round,3458.464,BUY,1098,12,False,NORMAL_MM,48.0
A_research_2026-04-04_18-34-16_live_round,3465.153208,BUY,1091,11,False,NORMAL_MM,110.0
A_research_2026-04-04_18-34-16_live_round,3644.857291,SELL,1098,13,False,NORMAL_MM,-52.0
A_research_2026-04-04_18-34-16_live_round,3646.200416,SELL,1103,14,False,NORMAL_MM,14.0
A_research_2026-04-04_18-34-16_live_round,3866.228625,SELL,1110,12,False,NORMAL_MM,72.0
A_research_2026-04-04_18-34-16_live_round,4129.670666,BUY,1104,14,False,NORMAL_MM,-28.0
A_research_2026-04-04_18-34-16_live_round,4147.35,BUY,1096,15,False,NORMAL_MM,67.5
A_research_2026-04-04_18-34-16_live_round,4261.649125,SELL,1108,12,False,NORMAL_MM,72.0
A_research_2026-04-04_18-34-16_live_round,4467.837583,SELL,1108,15,False,NORMAL_MM,75.0
A_research_2026-04-04_18-34-16_live_round,4670.300375,BUY,1094,12,False,NORMAL_MM,96.0
A_research_2026-04-04_18-34-16_live_round,4872.204833,BUY,1096,15,False,NORMAL_MM,75.0
A_research_2026-04-04_18-34-16_live_round,5071.626666,SELL,1100,14,False,NORMAL_MM,0.0
A_research_2026-04-04_18-34-16_live_round,5260.89025,BUY,1094,12,False,NORMAL_MM,60.0
A_research_2026-04-04_18-34-16_live_round,5461.118708,SELL,1100,14,False,NORMAL_MM,21.0
A_research_2026-04-04_18-34-16_live_round,5483.684416,BUY,1088,11,False,NORMAL_MM,110.0
A_research_2026-04-04_18-34-16_live_round,5707.06175,SELL,1105,12,False,NORMAL_MM,96.0
A_research_2026-04-04_18-34-16_live_round,5873.860333,SELL,1104,12,False,NORMAL_MM,60.0
A_research_2026-04-04_18-34-16_live_round,6075.382833,BUY,1102,14,False,NORMAL_MM,-28.0
A_research_2026-04-04_18-34-16_live_round,6083.642625,SELL,1110,11,False,NORMAL_MM,99.0
A_research_2026-04-04_18-34-16_live_round,6283.86675,SELL,1112,11,False,NORMAL_MM,110.0
A_research_2026-04-04_18-34-16_live_round,6459.910583,BUY,1107,13,False,NORMAL_MM,-39.0
A_research_2026-04-04_18-34-16_live_round,6460.90125,BUY,1103,14,False,NORMAL_MM,14.0
A_research_2026-04-04_18-34-16_live_round,6749.627458,SELL,1111,15,False,NORMAL_MM,52.5
A_research_2026-04-04_18-34-16_live_round,6770.130833,SELL,1118,11,False,NORMAL_MM,99.0
A_research_2026-04-04_18-34-16_live_round,6881.009291,BUY,1101,12,False,NORMAL_MM,72.0
A_research_2026-04-04_18-34-16_live_round,6881.6475,BUY,1106,14,False,NORMAL_MM,14.0
A_research_2026-04-04_18-34-16_live_round,7069.811416,SELL,1112,15,False,NORMAL_MM,45.0
A_research_2026-04-04_18-34-16_live_round,7092.586958,SELL,1119,11,False,NORMAL_MM,88.0
A_research_2026-04-04_18-34-16_live_round,7269.359708,BUY,1116,13,False,NORMAL_MM,-52.0
A_research_2026-04-04_18-34-16_live_round,7270.090083,BUY,1111,14,False,NORMAL_MM,14.0
A_research_2026-04-04_18-34-16_live_round,7471.199166,SELL,1118,15,False,NORMAL_MM,75.0
A_research_2026-04-04_18-34-16_live_round,7488.36675,BUY,1105,12,False,NORMAL_MM,96.0
A_research_2026-04-04_18-34-16_live_round,7808.116333,SELL,1109,15,False,NORMAL_MM,-22.5
A_research_2026-04-04_18-34-16_live_round,7808.116333,BUY,1119,14,True,NORMAL_MM,-119.0
A_research_2026-04-04_18-34-16_live_round,7828.10325,BUY,1119,12,True,NORMAL_MM,-102.0
A_research_2026-04-04_18-34-16_live_round,7866.436,BUY,1119,11,True,NORMAL_MM,-66.0
A_research_2026-04-04_18-34-16_live_round,7877.550041,BUY,1119,10,True,NORMAL_MM,-60.0
A_research_2026-04-04_18-34-16_live_round,7878.602708,BUY,1119,9,True,NORMAL_MM,-54.0
A_research_2026-04-04_18-34-16_live_round,7879.569541,BUY,1119,8,True,NORMAL_MM,-48.0
A_research_2026-04-04_18-34-16_live_round,7880.582,BUY,1119,7,True,NORMAL_MM,-42.0
A_research_2026-04-04_18-34-16_live_round,7881.543208,BUY,1119,7,True,NORMAL_MM,-42.0
A_research_2026-04-04_18-34-16_live_round,7882.429875,BUY,1119,6,True,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,7883.248708,BUY,1119,6,True,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,7884.077208,BUY,1119,3,True,NORMAL_MM,-18.0
A_research_2026-04-04_18-34-16_live_round,8079.613083,SELL,1113,8,False,INVENTORY_UNWIND,4.0
A_research_2026-04-04_18-34-16_live_round,8079.613083,BUY,1118,6,True,NORMAL_MM,-33.0
A_research_2026-04-04_18-34-16_live_round,8082.973333,BUY,1118,2,True,NORMAL_MM,-11.0
A_research_2026-04-04_18-34-16_live_round,8331.437208,SELL,1114,8,False,INVENTORY_UNWIND,4.0
A_research_2026-04-04_18-34-16_live_round,8331.437208,BUY,1118,6,True,NORMAL_MM,-27.0
A_research_2026-04-04_18-34-16_live_round,8332.418375,BUY,1118,2,True,NORMAL_MM,-9.0
A_research_2026-04-04_18-34-16_live_round,8347.469708,SELL,1119,8,False,NORMAL_MM,36.0
A_research_2026-04-04_18-34-16_live_round,8347.469708,BUY,1120,6,True,NORMAL_MM,-33.0
A_research_2026-04-04_18-34-16_live_round,8348.14425,BUY,1121,2,True,NORMAL_MM,-12.0
A_research_2026-04-04_18-34-16_live_round,8683.321333,SELL,1115,8,False,INVENTORY_UNWIND,0.0
A_research_2026-04-04_18-34-16_live_round,8683.321333,BUY,1120,6,True,NORMAL_MM,-30.0
A_research_2026-04-04_18-34-16_live_round,8684.420416,BUY,1120,2,True,NORMAL_MM,-10.0
A_research_2026-04-04_18-34-16_live_round,9076.393625,SELL,1110,8,False,INVENTORY_UNWIND,4.0
A_research_2026-04-04_18-34-16_live_round,9078.146625,SELL,1105,8,False,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,9079.673291,SELL,1105,8,False,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,9081.118875,SELL,1105,9,False,NORMAL_MM,-40.5
A_research_2026-04-04_18-34-16_live_round,9082.800458,SELL,1105,10,False,NORMAL_MM,-45.0
A_research_2026-04-04_18-34-16_live_round,9084.110375,SELL,1105,12,False,NORMAL_MM,-54.0
A_research_2026-04-04_18-34-16_live_round,9085.379125,SELL,1105,13,False,NORMAL_MM,-58.5
A_research_2026-04-04_18-34-16_live_round,9086.441916,SELL,1111,14,False,NORMAL_MM,21.0
A_research_2026-04-04_18-34-16_live_round,9388.055875,BUY,1105,15,False,NORMAL_MM,52.5
A_research_2026-04-04_18-34-16_live_round,9388.998583,SELL,1107,14,False,NORMAL_MM,-21.0
A_research_2026-04-04_18-34-16_live_round,9414.42125,BUY,1097,11,False,NORMAL_MM,110.0
A_research_2026-04-04_18-34-16_live_round,9496.654291,SELL,1113,12,False,NORMAL_MM,54.0
A_research_2026-04-04_18-34-16_live_round,9498.175458,SELL,1114,12,False,NORMAL_MM,60.0
A_research_2026-04-04_18-34-16_live_round,9688.587416,BUY,1109,14,False,NORMAL_MM,-14.0
A_research_2026-04-04_18-34-16_live_round,9707.910666,BUY,1102,12,False,NORMAL_MM,60.0
A_research_2026-04-04_18-34-16_live_round,9884.397791,SELL,1108,14,False,NORMAL_MM,14.0
A_research_2026-04-04_18-34-16_live_round,10090.981,BUY,1102,15,False,NORMAL_MM,52.5
A_research_2026-04-04_18-34-16_live_round,10120.863875,BUY,1094,11,False,NORMAL_MM,110.0
A_research_2026-04-04_18-34-16_live_round,10290.463,SELL,1099,13,False,NORMAL_MM,-58.5
A_research_2026-04-04_18-34-16_live_round,10292.782875,SELL,1105,14,False,NORMAL_MM,21.0
A_research_2026-04-04_18-34-16_live_round,10497.618333,BUY,1099,15,False,NORMAL_MM,60.0
A_research_2026-04-04_18-34-16_live_round,10520.365375,SELL,1111,12,False,NORMAL_MM,96.0
A_research_2026-04-04_18-34-16_live_round,10968.131208,BUY,1097,12,False,NORMAL_MM,48.0
A_research_2026-04-04_18-34-16_live_round,10977.256375,BUY,1091,11,False,NORMAL_MM,99.0
A_research_2026-04-04_18-34-16_live_round,11112.746708,SELL,1108,12,False,NORMAL_MM,120.0
A_research_2026-04-04_18-34-16_live_round,11113.601708,SELL,1099,14,False,NORMAL_MM,14.0
A_research_2026-04-04_18-34-16_live_round,11301.964791,BUY,1094,15,False,NORMAL_MM,60.0
A_research_2026-04-04_18-34-16_live_round,11501.87075,SELL,1099,14,False,NORMAL_MM,21.0
A_research_2026-04-04_18-34-16_live_round,11528.322833,BUY,1087,11,False,NORMAL_MM,110.0
A_research_2026-04-04_18-34-16_live_round,11715.417416,SELL,1105,12,False,NORMAL_MM,108.0
A_research_2026-04-04_18-34-16_live_round,11919.53775,SELL,1103,12,False,NORMAL_MM,54.0
A_research_2026-04-04_18-34-16_live_round,12102.924041,BUY,1101,14,False,NORMAL_MM,-21.0
A_research_2026-04-04_18-34-16_live_round,12132.430875,SELL,1110,11,False,NORMAL_MM,110.0
A_research_2026-04-04_18-34-16_live_round,12330.064041,SELL,1111,11,False,NORMAL_MM,99.0
A_research_2026-04-04_18-34-16_live_round,12521.33875,BUY,1106,13,False,NORMAL_MM,-58.5
A_research_2026-04-04_18-34-16_live_round,12522.35975,BUY,1100,14,False,NORMAL_MM,21.0
A_research_2026-04-04_18-34-16_live_round,12696.931375,SELL,1106,15,False,NORMAL_MM,75.0
A_research_2026-04-04_18-34-16_live_round,12891.756791,BUY,1100,14,False,NORMAL_MM,21.0
A_research_2026-04-04_18-34-16_live_round,12929.995,SELL,1112,11,False,NORMAL_MM,110.0
A_research_2026-04-04_18-34-16_live_round,13294.232375,BUY,1102,14,False,NORMAL_MM,28.0
A_research_2026-04-04_18-34-16_live_round,13295.816958,SELL,1108,14,False,NORMAL_MM,56.0
A_research_2026-04-04_18-34-16_live_round,13445.730541,BUY,1096,11,False,NORMAL_MM,-16.5
A_research_2026-04-04_18-34-16_live_round,13447.655791,BUY,1110,12,True,NORMAL_MM,-96.0
A_research_2026-04-04_18-34-16_live_round,13552.181291,BUY,1110,11,True,NORMAL_MM,-60.5
A_research_2026-04-04_18-34-16_live_round,13567.738791,BUY,1110,10,True,NORMAL_MM,-55.0
A_research_2026-04-04_18-34-16_live_round,13568.8275,BUY,1110,9,True,NORMAL_MM,-49.5
A_research_2026-04-04_18-34-16_live_round,13569.986166,BUY,1110,8,True,NORMAL_MM,-44.0
A_research_2026-04-04_18-34-16_live_round,13571.039291,BUY,1110,7,True,NORMAL_MM,-38.5
A_research_2026-04-04_18-34-16_live_round,13572.084166,BUY,1110,7,True,NORMAL_MM,-38.5
A_research_2026-04-04_18-34-16_live_round,13573.057041,BUY,1110,6,True,NORMAL_MM,-33.0
A_research_2026-04-04_18-34-16_live_round,13573.995666,BUY,1110,5,True,NORMAL_MM,-27.5
A_research_2026-04-04_18-34-16_live_round,13574.947416,BUY,1110,2,True,NORMAL_MM,-11.0
A_research_2026-04-04_18-34-16_live_round,13896.843125,SELL,1105,8,False,INVENTORY_UNWIND,-4.0
A_research_2026-04-04_18-34-16_live_round,13896.843125,BUY,1111,6,True,NORMAL_MM,-33.0
A_research_2026-04-04_18-34-16_live_round,13902.899083,BUY,1111,2,True,NORMAL_MM,-11.0
A_research_2026-04-04_18-34-16_live_round,14302.410833,SELL,1106,8,False,INVENTORY_UNWIND,-4.0
A_research_2026-04-04_18-34-16_live_round,14302.410833,BUY,1111,6,True,NORMAL_MM,-27.0
A_research_2026-04-04_18-34-16_live_round,14303.675083,BUY,1111,2,True,NORMAL_MM,-9.0
A_research_2026-04-04_18-34-16_live_round,14325.11975,SELL,1111,8,False,NORMAL_MM,32.0
A_research_2026-04-04_18-34-16_live_round,14325.11975,BUY,1112,6,True,NORMAL_MM,-30.0
A_research_2026-04-04_18-34-16_live_round,14326.198708,BUY,1113,2,True,NORMAL_MM,-11.0
A_research_2026-04-04_18-34-16_live_round,14710.366625,SELL,1107,8,False,INVENTORY_UNWIND,0.0
A_research_2026-04-04_18-34-16_live_round,14714.792625,SELL,1102,8,False,NORMAL_MM,-40.0
A_research_2026-04-04_18-34-16_live_round,14717.428708,SELL,1102,8,False,NORMAL_MM,-40.0
A_research_2026-04-04_18-34-16_live_round,14719.484416,SELL,1102,9,False,NORMAL_MM,-45.0
A_research_2026-04-04_18-34-16_live_round,14720.551875,SELL,1102,10,False,NORMAL_MM,-50.0
A_research_2026-04-04_18-34-16_live_round,14721.560958,SELL,1102,12,False,NORMAL_MM,-60.0
A_research_2026-04-04_18-34-16_live_round,14722.559791,SELL,1102,13,False,NORMAL_MM,-65.0
A_research_2026-04-04_18-34-16_live_round,14723.59775,SELL,1108,14,False,NORMAL_MM,14.0
A_research_2026-04-04_18-34-16_live_round,15178.502041,SELL,1116,12,False,NORMAL_MM,48.0
A_research_2026-04-04_18-34-16_live_round,15243.933083,BUY,1106,15,False,NORMAL_MM,-15.0
A_research_2026-04-04_18-34-16_live_round,15247.046916,BUY,1119,12,True,NORMAL_MM,-90.0
A_research_2026-04-04_18-34-16_live_round,15313.307916,BUY,1119,11,True,NORMAL_MM,-55.0
A_research_2026-04-04_18-34-16_live_round,15324.198333,BUY,1119,10,True,NORMAL_MM,-50.0
A_research_2026-04-04_18-34-16_live_round,15327.96925,BUY,1119,9,True,NORMAL_MM,-45.0
A_research_2026-04-04_18-34-16_live_round,15329.047666,BUY,1119,8,True,NORMAL_MM,-40.0
A_research_2026-04-04_18-34-16_live_round,15330.181125,BUY,1119,7,True,NORMAL_MM,-35.0
A_research_2026-04-04_18-34-16_live_round,15331.246625,BUY,1119,7,True,NORMAL_MM,-35.0
A_research_2026-04-04_18-34-16_live_round,15332.299291,BUY,1119,6,True,NORMAL_MM,-30.0
A_research_2026-04-04_18-34-16_live_round,15333.505666,BUY,1119,6,True,NORMAL_MM,-30.0
A_research_2026-04-04_18-34-16_live_round,15334.608916,BUY,1119,3,True,NORMAL_MM,-15.0
A_research_2026-04-04_18-34-16_live_round,15510.386,SELL,1115,8,False,INVENTORY_UNWIND,12.0
A_research_2026-04-04_18-34-16_live_round,15510.386,BUY,1118,6,True,NORMAL_MM,-27.0
A_research_2026-04-04_18-34-16_live_round,15514.193875,BUY,1118,2,True,NORMAL_MM,-9.0
A_research_2026-04-04_18-34-16_live_round,15747.999083,SELL,1119,8,False,NORMAL_MM,56.0
A_research_2026-04-04_18-34-16_live_round,15747.999083,BUY,1118,6,True,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,15749.071666,BUY,1118,2,True,NORMAL_MM,-12.0
A_research_2026-04-04_18-34-16_live_round,16047.928958,SELL,1105,8,True,INVENTORY_UNWIND,16.0
A_research_2026-04-04_18-34-16_live_round,16068.62725,SELL,1106,8,False,INVENTORY_UNWIND,-20.0
A_research_2026-04-04_18-34-16_live_round,16068.62725,BUY,1117,6,True,NORMAL_MM,-51.0
A_research_2026-04-04_18-34-16_live_round,16175.140875,BUY,1117,6,True,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,16194.601833,BUY,1117,4,True,NORMAL_MM,-24.0
A_research_2026-04-04_18-34-16_live_round,16322.310041,SELL,1110,8,False,INVENTORY_UNWIND,4.0
A_research_2026-04-04_18-34-16_live_round,16322.310041,BUY,1114,6,True,NORMAL_MM,-27.0
A_research_2026-04-04_18-34-16_live_round,16324.485791,BUY,1114,2,True,NORMAL_MM,-9.0
A_research_2026-04-04_18-34-16_live_round,16725.399583,SELL,1108,8,False,INVENTORY_UNWIND,0.0
A_research_2026-04-04_18-34-16_live_round,16725.399583,BUY,1113,6,True,NORMAL_MM,-30.0
A_research_2026-04-04_18-34-16_live_round,16731.549583,BUY,1113,2,True,NORMAL_MM,-10.0
A_research_2026-04-04_18-34-16_live_round,16959.508833,SELL,1117,8,False,NORMAL_MM,64.0
A_research_2026-04-04_18-34-16_live_round,16959.508833,BUY,1115,6,True,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,16960.674458,BUY,1115,2,True,NORMAL_MM,-12.0
A_research_2026-04-04_18-34-16_live_round,17324.234541,SELL,1108,8,False,INVENTORY_UNWIND,8.0
A_research_2026-04-04_18-34-16_live_round,17330.44375,SELL,1103,8,False,NORMAL_MM,-32.0
A_research_2026-04-04_18-34-16_live_round,17334.14675,SELL,1103,8,False,NORMAL_MM,-32.0
A_research_2026-04-04_18-34-16_live_round,17336.475041,SELL,1103,9,False,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,17337.660833,SELL,1103,10,False,NORMAL_MM,-40.0
A_research_2026-04-04_18-34-16_live_round,17338.802416,SELL,1103,12,False,NORMAL_MM,-48.0
A_research_2026-04-04_18-34-16_live_round,17339.983666,SELL,1103,13,False,NORMAL_MM,-52.0
A_research_2026-04-04_18-34-16_live_round,17341.128458,SELL,1109,14,False,NORMAL_MM,28.0
A_research_2026-04-04_18-34-16_live_round,17958.73475,BUY,1104,15,False,NORMAL_MM,60.0
A_research_2026-04-04_18-34-16_live_round,17961.2185,SELL,1117,12,False,NORMAL_MM,114.0
A_research_2026-04-04_18-34-16_live_round,18062.412041,BUY,1113,12,True,NORMAL_MM,-90.0
A_research_2026-04-04_18-34-16_live_round,18122.855583,BUY,1113,11,True,NORMAL_MM,-55.0
A_research_2026-04-04_18-34-16_live_round,18132.759916,BUY,1113,10,True,NORMAL_MM,-50.0
A_research_2026-04-04_18-34-16_live_round,18138.188125,BUY,1113,9,True,NORMAL_MM,-45.0
A_research_2026-04-04_18-34-16_live_round,18141.278166,BUY,1113,8,True,NORMAL_MM,-40.0
A_research_2026-04-04_18-34-16_live_round,18144.130583,BUY,1113,7,True,NORMAL_MM,-35.0
A_research_2026-04-04_18-34-16_live_round,18145.319541,BUY,1113,7,True,NORMAL_MM,-35.0
A_research_2026-04-04_18-34-16_live_round,18146.507375,BUY,1113,6,True,NORMAL_MM,-30.0
A_research_2026-04-04_18-34-16_live_round,18147.6895,BUY,1113,6,True,NORMAL_MM,-30.0
A_research_2026-04-04_18-34-16_live_round,18148.897875,BUY,1113,3,True,NORMAL_MM,-15.0
A_research_2026-04-04_18-34-16_live_round,18335.568458,SELL,1109,8,False,INVENTORY_UNWIND,8.0
A_research_2026-04-04_18-34-16_live_round,18335.568458,BUY,1113,6,True,NORMAL_MM,-30.0
A_research_2026-04-04_18-34-16_live_round,18341.807541,BUY,1113,2,True,NORMAL_MM,-10.0
A_research_2026-04-04_18-34-16_live_round,18562.085791,SELL,1116,8,False,NORMAL_MM,48.0
A_research_2026-04-04_18-34-16_live_round,18562.085791,BUY,1116,6,True,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,18563.322833,BUY,1116,2,True,NORMAL_MM,-12.0
A_research_2026-04-04_18-34-16_live_round,18835.458625,SELL,1110,8,False,INVENTORY_UNWIND,4.0
A_research_2026-04-04_18-34-16_live_round,18835.458625,BUY,1115,6,True,NORMAL_MM,-33.0
A_research_2026-04-04_18-34-16_live_round,18836.747875,BUY,1115,2,True,NORMAL_MM,-11.0
A_research_2026-04-04_18-34-16_live_round,19133.648375,SELL,1110,8,False,INVENTORY_UNWIND,4.0
A_research_2026-04-04_18-34-16_live_round,19139.235541,SELL,1105,8,False,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,19142.70925,SELL,1105,8,False,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,19145.236375,SELL,1105,9,False,NORMAL_MM,-40.5
A_research_2026-04-04_18-34-16_live_round,19146.945833,SELL,1105,10,False,NORMAL_MM,-45.0
A_research_2026-04-04_18-34-16_live_round,19148.184083,SELL,1105,12,False,NORMAL_MM,-54.0
A_research_2026-04-04_18-34-16_live_round,19149.471583,SELL,1105,13,False,NORMAL_MM,-58.5
A_research_2026-04-04_18-34-16_live_round,19150.875291,SELL,1111,14,False,NORMAL_MM,21.0
A_research_2026-04-04_18-34-16_live_round,19385.441708,BUY,1101,15,False,NORMAL_MM,75.0
A_research_2026-04-04_18-34-16_live_round,19529.979541,SELL,1107,14,False,NORMAL_MM,0.0
A_research_2026-04-04_18-34-16_live_round,19577.9045,SELL,1113,12,False,NORMAL_MM,60.0
A_research_2026-04-04_18-34-16_live_round,19678.402833,BUY,1114,14,True,NORMAL_MM,-112.0
A_research_2026-04-04_18-34-16_live_round,19727.545833,BUY,1114,12,True,NORMAL_MM,-66.0
A_research_2026-04-04_18-34-16_live_round,19735.86525,BUY,1114,11,True,NORMAL_MM,-60.5
A_research_2026-04-04_18-34-16_live_round,19740.369625,BUY,1114,10,True,NORMAL_MM,-55.0
A_research_2026-04-04_18-34-16_live_round,19743.931458,BUY,1114,9,True,NORMAL_MM,-49.5
A_research_2026-04-04_18-34-16_live_round,19746.539166,BUY,1114,8,True,NORMAL_MM,-44.0
A_research_2026-04-04_18-34-16_live_round,19748.733375,BUY,1114,7,True,NORMAL_MM,-38.5
A_research_2026-04-04_18-34-16_live_round,19751.423083,BUY,1114,7,True,NORMAL_MM,-38.5
A_research_2026-04-04_18-34-16_live_round,19753.619583,BUY,1114,6,True,NORMAL_MM,-33.0
A_research_2026-04-04_18-34-16_live_round,19754.903958,BUY,1114,6,True,NORMAL_MM,-33.0
A_research_2026-04-04_18-34-16_live_round,19756.180583,BUY,1114,3,True,NORMAL_MM,-16.5
A_research_2026-04-04_18-34-16_live_round,19777.159583,SELL,1118,11,False,NORMAL_MM,99.0
A_research_2026-04-04_18-34-16_live_round,19777.159583,BUY,1115,6,True,NORMAL_MM,-36.0
A_research_2026-04-04_18-34-16_live_round,19778.494916,BUY,1115,5,True,NORMAL_MM,-30.0
