session_id,event_time_ms,earnings_value,observed_mid_px,observed_pe_ratio,source_layout
A_research_2026-04-04_19-04-44_live_round,567894.546625,1.0369011690369423,813.5,7.845492167354447,legacy_derived
A_research_2026-04-04_19-04-44_live_round,598093.64125,0.7888442008499641,738.0,9.355459534402605,legacy_derived
A_research_2026-04-04_19-55-24_live_round,3953.218083,1.119238731304944,1174.0,10.489272459604832,legacy_derived
A_research_2026-04-04_19-55-24_live_round,34060.496208,1.0607655298379044,1135.0,10.699819781789472,legacy_derived
A_research_2026-04-04_19-55-24_live_round,94387.738708,1.2980945711385277,1102.0,8.48936606393371,legacy_derived
A_research_2026-04-04_19-55-24_live_round,124657.378833,1.014716786770191,1242.5,12.244795948974446,legacy_derived
A_research_2026-04-04_19-55-24_live_round,184965.117208,1.0278037775107771,966.5,9.403545901930348,legacy_derived
A_research_2026-04-04_19-55-24_live_round,215060.287667,0.8239975666497548,957.5,11.62017994656277,legacy_derived
A_research_2026-04-04_19-55-24_live_round,275429.63525,1.0270032424427813,920.0,8.958102194611689,legacy_derived
A_research_2026-04-04_19-55-24_live_round,305599.594792,1.1026118811459702,1086.0,9.849340629916801,legacy_derived
A_research_2026-04-04_19-55-24_live_round,365921.826708,1.0802170919175609,1142.0,10.571948995666828,legacy_derived
A_research_2026-04-04_19-55-24_live_round,396124.024208,0.9952676578577768,1087.5,10.926708925122162,legacy_derived
A_research_2026-04-04_19-55-24_live_round,456416.165125,0.8911342421617461,1024.0,11.49097354306511,legacy_derived
A_research_2026-04-04_19-55-24_live_round,486571.077,1.0430196697120586,943.0,9.041056725807763,legacy_derived
A_research_2026-04-04_19-55-24_live_round,546973.246333,1.0719933099016488,1071.0,9.990733991597953,legacy_derived
A_research_2026-04-04_19-55-24_live_round,577063.70525,0.9404098707490286,946.0,10.059443540788433,legacy_derived
market_research_2026-04-04_21-22-29_live_round,29266.269792,0.9534721385539758,1083.0,11.358486065911318,legacy_derived
market_research_2026-04-04_21-22-29_live_round,92294.94025,1.127464044604867,980.5,8.696507925834812,legacy_derived
market_research_2026-04-04_21-22-29_live_round,136578.422583,0.9972081933533492,1109.0,11.12104781520822,legacy_derived
market_research_2026-04-04_21-22-29_live_round,264645.185375,1.0236621058783983,998.5,9.754195200409349,legacy_derived
market_research_2026-04-04_21-22-29_live_round,352797.427333,0.8768362293012025,1025.0,11.689754206630775,legacy_derived
market_research_2026-04-04_21-22-29_live_round,557830.717167,0.8324129727310562,1198.0,14.39189487964721,legacy_derived
market_research_2026-04-04_21-22-29_live_round,666128.106083,0.8838431684903902,834.5,9.44172031589418,legacy_derived
market_research_2026-04-04_21-22-29_live_round,911949.511583,1.3925929733903109,891.25,6.39993176060787,legacy_derived
market_research_2026-04-04_21-42-06_live_round,9137.909458,0.8324129727310562,1195.5,14.361861710031919,legacy_derived
market_research_2026-04-04_21-42-06_live_round,39301.524458,0.8838431684903902,836.5,9.464348764823825,legacy_derived
market_research_2026-04-04_21-42-06_live_round,109157.125833,1.3925929733903109,894.5,6.423269520183719,legacy_derived
market_research_2026-04-04_21-42-06_live_round,164746.255291,1.205620533476894,1400.0,11.612277338728914,legacy_derived
market_research_2026-04-04_21-42-06_live_round,323395.3545,1.0006381408560148,1220.5,12.197216457848592,legacy_derived
market_research_2026-04-04_21-42-06_live_round,434193.041625,0.8801246016836736,1129.5,12.833410153963117,legacy_derived
market_research_2026-04-04_21-53-21_live_round,8334.816084,1.05516484828479,1276.0,12.092897162696293,legacy_derived
market_research_2026-04-04_21-53-21_live_round,69312.589459,1.056774042770555,1213.25,11.480694556228979,legacy_derived
market_research_2026-04-04_21-53-21_live_round,106389.47825,0.969343952194596,1202.25,12.402718325916249,legacy_derived
market_research_2026-04-04_21-53-21_live_round,214781.512459,1.1637403844963423,1153.0,9.907708070980188,legacy_derived
market_research_2026-04-04_21-53-21_live_round,289844.281,1.044604063150129,1328.0,12.712950742267424,legacy_derived
market_research_2026-04-04_21-53-21_live_round,489338.677084,0.7920303425873274,1179.0,14.885793341560095,legacy_derived
market_research_2026-04-04_21-53-21_live_round,610593.700084,0.9665083661136648,961.5,9.948180830200121,legacy_derived
market_research_2026-04-04_21-53-21_live_round,846217.375625,1.0442082126875445,1125.0,10.773713387146387,legacy_derived
market_research_2026-04-04_21-53-21_live_round,954752.156917,0.9376521643367762,1204.5,12.845914997188446,legacy_derived
market_research_2026-04-04_22-09-26_live_round,18467.130292,1.127464044604867,992.5,8.802941475156606,legacy_derived
market_research_2026-04-04_22-09-26_live_round,48710.274583,0.9972081933533492,1101.5,11.045837843509338,legacy_derived
market_research_2026-04-04_22-09-26_live_round,119468.075292,1.0236621058783983,1003.5,9.803039442774944,legacy_derived
market_research_2026-04-04_22-09-26_live_round,170876.313542,0.8768362293012025,1025.0,11.689754206630775,legacy_derived
market_research_2026-04-04_22-09-26_live_round,321402.470375,0.8324129727310562,1198.25,14.39489819660874,legacy_derived
market_research_2026-04-04_22-09-26_live_round,431171.528708,0.8838431684903902,834.75,9.444548872010385,legacy_derived
market_research_2026-04-04_22-09-26_live_round,690224.413208,1.3925929733903109,891.0,6.398136548332804,legacy_derived
market_research_2026-04-04_22-23-04_live_round,25034.094083,1.1396819096731108,1149.0,10.081760447786364,legacy_derived
market_research_2026-04-04_22-23-04_live_round,55417.005666,1.05516484828479,1274.5,12.078681374495629,legacy_derived
market_research_2026-04-04_22-23-04_live_round,129855.350166,1.056774042770555,1213.0,11.478328866025759,legacy_derived
market_research_2026-04-04_22-23-04_live_round,186613.441416,0.969343952194596,1206.25,12.443983348418778,legacy_derived
market_research_2026-04-04_22-23-04_live_round,342776.060791,1.1637403844963423,1151.5,9.894818598207882,legacy_derived
market_research_2026-04-04_22-23-04_live_round,438328.877375,1.044604063150129,1327.5,12.708164239728921,legacy_derived
market_research_2026-04-04_22-23-04_live_round,683995.706416,0.7920303425873274,1181.75,14.920514233578155,legacy_derived
market_research_2026-04-04_22-23-04_live_round,811446.26775,0.9665083661136648,966.5,9.999913439821546,legacy_derived
market_research_2026-04-04_23-39-25_live_round,28763.885916,1.1217733485480954,1113.0,9.921790363806997,legacy_derived
market_research_2026-04-04_23-39-25_live_round,142124.94625,0.934307663464085,1010.0,10.810143590766176,legacy_derived
market_research_2026-04-04_23-39-25_live_round,681462.630458,0.9359610018547124,1033.0,11.036784630481332,legacy_derived
market_research_2026-04-05_00-04-32_live_round,831.263708,1.0189862806095946,1248.0,12.247466170529805,legacy_derived
market_research_2026-04-05_00-04-32_live_round,143912.369875,0.9429308506791584,1303.5,13.823919315622529,legacy_derived
market_research_2026-04-05_00-04-32_live_round,308114.844,0.9191959495178588,1210.5,13.169118082329861,legacy_derived
market_research_2026-04-05_00-10-48_live_round,122649.033666,0.9150930058312388,1194.0,13.047854069384037,legacy_derived
market_research_2026-04-05_00-10-48_live_round,275239.98275,1.0010201262953866,1167.5,11.66310216279795,legacy_derived
market_research_2026-04-05_00-10-48_live_round,725972.049416,0.9593539475005942,1259.0,13.123415015699617,legacy_derived
market_research_2026-04-05_01-21-47_live_round,1925.295541,1.0802170919175609,1142.0,10.571948995666828,legacy_derived
market_research_2026-04-05_01-21-47_live_round,32048.98925,0.9952676578577768,1090.0,10.951827796214397,legacy_derived
market_research_2026-04-05_01-21-47_live_round,96901.523416,0.8911342421617461,1034.5,11.60880090849693,legacy_derived
market_research_2026-04-05_01-21-47_live_round,145329.356083,1.0430196697120586,924.5,8.863687108175267,legacy_derived
market_research_2026-04-05_01-41-23_live_round,29388.966042,0.9466572219743568,1064.0,11.23954875430953,legacy_derived
market_research_2026-04-05_01-41-23_live_round,114118.498417,1.007166910068087,1070.0,10.62385975257731,legacy_derived
market_research_2026-04-05_01-41-23_live_round,496612.6965,1.0487034245478166,1120.0,10.679854511612044,legacy_derived
market_research_2026-04-05_01-41-23_live_round,759422.602125,0.7973004583180026,1169.0,14.66197576840907,legacy_derived
market_research_2026-04-05_02-29-12_live_round,150000.0,1.0010201262953866,1216.5,12.152602810315807,new_raw
market_research_2026-04-05_02-29-12_live_round,210000.0,0.9593539475005942,1247.0,12.998330837630995,new_raw
market_research_2026-04-05_02-29-12_live_round,240000.0,0.8700522320347607,1165.5,13.395747486036395,new_raw
market_research_2026-04-05_02-29-12_live_round,300000.0,1.0020854963127903,1283.5,12.808288361848211,new_raw
market_research_2026-04-05_02-29-12_live_round,330000.0,1.0502085737745046,1302.5,12.402298291269389,new_raw
market_research_2026-04-05_02-29-12_live_round,390000.0,0.9919728260509812,1260.0,12.701960849230398,new_raw
market_research_2026-04-05_02-29-12_live_round,420000.0,1.067300948228309,1260.0,11.805480001601858,new_raw
market_research_2026-04-05_02-29-12_live_round,480000.0,1.0771684093145164,1342.0,12.458590396779423,new_raw
market_research_2026-04-05_02-29-12_live_round,510000.0,0.918365244741331,1257.5,13.69280912143175,new_raw
market_research_2026-04-05_02-29-12_live_round,570000.0,0.9205711057737148,1176.5,12.780110005855375,new_raw
market_research_2026-04-05_02-29-12_live_round,600000.0,1.0189862806095946,1250.75,12.27445377627416,new_raw
market_research_2026-04-05_02-29-12_live_round,660000.0,0.9429308506791584,1236.5,13.113368802276376,new_raw
market_research_2026-04-05_02-29-12_live_round,690000.0,0.9191959495178588,1189.5,12.9406575455856,new_raw
market_research_2026-04-05_02-29-12_live_round,750000.0,1.0036874122540247,1223.5,12.190050259296692,new_raw
market_research_2026-04-05_02-29-12_live_round,780000.0,0.826216334890891,1175.5,14.227508587750629,new_raw
market_research_2026-04-05_02-29-12_live_round,840000.0,0.992761347164262,1194.25,12.029577938456944,new_raw
market_research_2026-04-05_02-29-12_live_round,870000.0,0.999137978188298,1270.0,12.71095712228702,new_raw
