session_id,time_ms,inventory
A_research_2026-04-04_18-34-16_live_round,21744.298166,78
A_research_2026-04-04_18-34-16_live_round,21748.602,80
A_research_2026-04-04_18-34-16_live_round,21996.045458,78
A_research_2026-04-04_18-34-16_live_round,21997.435291,80
A_research_2026-04-04_18-34-16_live_round,22351.85825,78
A_research_2026-04-04_18-34-16_live_round,22356.946291,80
A_research_2026-04-04_18-34-16_live_round,22397.903375,78
A_research_2026-04-04_18-34-16_live_round,22399.340833,80
A_research_2026-04-04_18-34-16_live_round,22684.307291,63
A_research_2026-04-04_18-34-16_live_round,22744.574,26
A_research_2026-04-04_18-34-16_live_round,22746.272125,-18
A_research_2026-04-04_18-34-16_live_round,22747.812291,-58
A_research_2026-04-04_18-34-16_live_round,22749.993416,-88
A_research_2026-04-04_18-34-16_live_round,22751.495041,-113
A_research_2026-04-04_18-34-16_live_round,22753.047583,-133
A_research_2026-04-04_18-34-16_live_round,22754.615416,-142
A_research_2026-04-04_18-34-16_live_round,23756.069083,-142
A_research_2026-04-04_18-34-16_live_round,24403.735041,-140
A_research_2026-04-04_18-34-16_live_round,24405.285583,-137
A_research_2026-04-04_18-34-16_live_round,24406.824333,-125
A_research_2026-04-04_18-34-16_live_round,24408.3645,-113
A_research_2026-04-04_18-34-16_live_round,24409.923625,-100
A_research_2026-04-04_18-34-16_live_round,24411.47675,-86
A_research_2026-04-04_18-34-16_live_round,24413.022958,-69
A_research_2026-04-04_18-34-16_live_round,24414.576291,-51
A_research_2026-04-04_18-34-16_live_round,24416.130875,-31
A_research_2026-04-04_18-34-16_live_round,24420.873125,-9
A_research_2026-04-04_18-34-16_live_round,24694.26175,-28
A_research_2026-04-04_18-34-16_live_round,24699.898833,-46
A_research_2026-04-04_18-34-16_live_round,24700.0205,-62
A_research_2026-04-04_18-34-16_live_round,24700.1205,-77
A_research_2026-04-04_18-34-16_live_round,24700.195166,-90
A_research_2026-04-04_18-34-16_live_round,24700.271291,-102
A_research_2026-04-04_18-34-16_live_round,24700.354208,-113
A_research_2026-04-04_18-34-16_live_round,24700.446291,-100
A_research_2026-04-04_18-34-16_live_round,24702.014125,-86
A_research_2026-04-04_18-34-16_live_round,24703.574041,-69
A_research_2026-04-04_18-34-16_live_round,24705.143208,-51
A_research_2026-04-04_18-34-16_live_round,24706.711791,-31
A_research_2026-04-04_18-34-16_live_round,24708.266875,-9
A_research_2026-04-04_18-34-16_live_round,24709.831083,15
A_research_2026-04-04_18-34-16_live_round,24756.636333,34
A_research_2026-04-04_18-34-16_live_round,24764.512375,51
A_research_2026-04-04_18-34-16_live_round,24769.60125,67
A_research_2026-04-04_18-34-16_live_round,24773.529666,81
A_research_2026-04-04_18-34-16_live_round,24776.888208,94
A_research_2026-04-04_18-34-16_live_round,24779.708791,106
A_research_2026-04-04_18-34-16_live_round,24783.143,117
A_research_2026-04-04_18-34-16_live_round,24785.928875,127
A_research_2026-04-04_18-34-16_live_round,24788.144583,136
A_research_2026-04-04_18-34-16_live_round,24789.748416,140
A_research_2026-04-04_18-34-16_live_round,24893.759125,132
A_research_2026-04-04_18-34-16_live_round,24895.947541,120
A_research_2026-04-04_18-34-16_live_round,24896.032666,107
A_research_2026-04-04_18-34-16_live_round,24896.10925,93
A_research_2026-04-04_18-34-16_live_round,24896.182375,78
A_research_2026-04-04_18-34-16_live_round,24896.253125,61
A_research_2026-04-04_18-34-16_live_round,24896.322333,42
A_research_2026-04-04_18-34-16_live_round,24896.3935,58
A_research_2026-04-04_18-34-16_live_round,24897.965416,73
A_research_2026-04-04_18-34-16_live_round,24899.5355,87
A_research_2026-04-04_18-34-16_live_round,24901.118,100
A_research_2026-04-04_18-34-16_live_round,24902.690375,111
A_research_2026-04-04_18-34-16_live_round,24904.259791,104
A_research_2026-04-04_18-34-16_live_round,24905.799416,115
A_research_2026-04-04_18-34-16_live_round,24907.372333,125
A_research_2026-04-04_18-34-16_live_round,24957.614625,134
A_research_2026-04-04_18-34-16_live_round,24964.583208,140
A_research_2026-04-04_18-34-16_live_round,25176.494125,137
A_research_2026-04-04_18-34-16_live_round,25179.322,134
A_research_2026-04-04_18-34-16_live_round,25181.509625,132
A_research_2026-04-04_18-34-16_live_round,25183.762416,129
A_research_2026-04-04_18-34-16_live_round,25186.057916,116
A_research_2026-04-04_18-34-16_live_round,25188.261541,108
A_research_2026-04-04_18-34-16_live_round,25191.067541,100
A_research_2026-04-04_18-34-16_live_round,25193.856916,92
A_research_2026-04-04_18-34-16_live_round,25196.584791,84
A_research_2026-04-04_18-34-16_live_round,25198.774791,80
A_research_2026-04-04_18-34-16_live_round,25424.104,78
A_research_2026-04-04_18-34-16_live_round,25426.965666,80
A_research_2026-04-04_18-34-16_live_round,25676.131291,78
A_research_2026-04-04_18-34-16_live_round,25677.723416,80
A_research_2026-04-04_18-34-16_live_round,25970.525291,72
A_research_2026-04-04_18-34-16_live_round,25975.89375,64
A_research_2026-04-04_18-34-16_live_round,25980.068333,56
A_research_2026-04-04_18-34-16_live_round,25983.500708,47
A_research_2026-04-04_18-34-16_live_round,25986.447541,37
A_research_2026-04-04_18-34-16_live_round,25989.306208,25
A_research_2026-04-04_18-34-16_live_round,25992.75,12
A_research_2026-04-04_18-34-16_live_round,25995.659791,-2
A_research_2026-04-04_18-34-16_live_round,26223.008458,13
A_research_2026-04-04_18-34-16_live_round,26406.200166,-1
A_research_2026-04-04_18-34-16_live_round,26659.071208,-13
A_research_2026-04-04_18-34-16_live_round,26818.456291,1
A_research_2026-04-04_18-34-16_live_round,26828.555666,13
A_research_2026-04-04_18-34-16_live_round,26847.131541,24
A_research_2026-04-04_18-34-16_live_round,26970.909666,11
A_research_2026-04-04_18-34-16_live_round,26978.143958,-3
A_research_2026-04-04_18-34-16_live_round,27189.55525,12
A_research_2026-04-04_18-34-16_live_round,27439.034791,23
A_research_2026-04-04_18-34-16_live_round,27650.090125,33
A_research_2026-04-04_18-34-16_live_round,27824.097583,21
A_research_2026-04-04_18-34-16_live_round,27974.597291,34
A_research_2026-04-04_18-34-16_live_round,27976.323375,46
A_research_2026-04-04_18-34-16_live_round,27978.05525,56
A_research_2026-04-04_18-34-16_live_round,27979.765625,65
A_research_2026-04-04_18-34-16_live_round,27981.485416,73
A_research_2026-04-04_18-34-16_live_round,27983.199,80
A_research_2026-04-04_18-34-16_live_round,28984.871458,80
A_research_2026-04-04_18-34-16_live_round,29984.9495,80
A_research_2026-04-04_18-34-16_live_round,30990.868416,80
A_research_2026-04-04_18-34-16_live_round,31995.881375,80
A_research_2026-04-04_18-34-16_live_round,32521.001625,78
A_research_2026-04-04_18-34-16_live_round,32522.971,84
A_research_2026-04-04_18-34-16_live_round,33085.284333,76
A_research_2026-04-04_18-34-16_live_round,33087.353291,69
A_research_2026-04-04_18-34-16_live_round,33089.433,61
A_research_2026-04-04_18-34-16_live_round,33091.511291,52
A_research_2026-04-04_18-34-16_live_round,33093.544166,43
A_research_2026-04-04_18-34-16_live_round,33095.5775,33
A_research_2026-04-04_18-34-16_live_round,33097.609,21
A_research_2026-04-04_18-34-16_live_round,33260.196208,8
A_research_2026-04-04_18-34-16_live_round,33581.094708,19
A_research_2026-04-04_18-34-16_live_round,34143.91,6
A_research_2026-04-04_18-34-16_live_round,34150.228833,17
A_research_2026-04-04_18-34-16_live_round,34208.548958,27
A_research_2026-04-04_18-34-16_live_round,34211.482041,37
A_research_2026-04-04_18-34-16_live_round,34214.388958,46
A_research_2026-04-04_18-34-16_live_round,34216.517333,54
A_research_2026-04-04_18-34-16_live_round,34218.556708,61
A_research_2026-04-04_18-34-16_live_round,34220.603333,68
A_research_2026-04-04_18-34-16_live_round,34222.636166,74
A_research_2026-04-04_18-34-16_live_round,34224.718333,79
A_research_2026-04-04_18-34-16_live_round,34226.798458,80
A_research_2026-04-04_18-34-16_live_round,34714.433416,78
A_research_2026-04-04_18-34-16_live_round,34716.495291,84
A_research_2026-04-04_18-34-16_live_round,35067.496208,80
A_research_2026-04-04_18-34-16_live_round,35417.451708,72
A_research_2026-04-04_18-34-16_live_round,35421.344041,64
A_research_2026-04-04_18-34-16_live_round,35425.207916,56
A_research_2026-04-04_18-34-16_live_round,35428.204,47
A_research_2026-04-04_18-34-16_live_round,35431.212541,37
A_research_2026-04-04_18-34-16_live_round,35434.269166,25
A_research_2026-04-04_18-34-16_live_round,35438.144875,12
A_research_2026-04-04_18-34-16_live_round,35441.999708,-2
A_research_2026-04-04_18-34-16_live_round,35669.696625,13
A_research_2026-04-04_18-34-16_live_round,35704.302041,24
A_research_2026-04-04_18-34-16_live_round,36150.774166,11
A_research_2026-04-04_18-34-16_live_round,36327.386708,-3
A_research_2026-04-04_18-34-16_live_round,36349.085083,12
A_research_2026-04-04_18-34-16_live_round,36716.605,-2
A_research_2026-04-04_18-34-16_live_round,36875.619583,13
A_research_2026-04-04_18-34-16_live_round,37031.446833,-1
A_research_2026-04-04_18-34-16_live_round,37128.349958,14
A_research_2026-04-04_18-34-16_live_round,37484.398666,25
A_research_2026-04-04_18-34-16_live_round,37670.1425,12
A_research_2026-04-04_18-34-16_live_round,37752.895625,23
A_research_2026-04-04_18-34-16_live_round,37913.530833,33
A_research_2026-04-04_18-34-16_live_round,37915.769916,51
A_research_2026-04-04_18-34-16_live_round,37922.660833,42
A_research_2026-04-04_18-34-16_live_round,37924.952416,32
A_research_2026-04-04_18-34-16_live_round,37927.252416,20
A_research_2026-04-04_18-34-16_live_round,38243.536708,30
A_research_2026-04-04_18-34-16_live_round,38480.463958,18
A_research_2026-04-04_18-34-16_live_round,38494.580333,27
A_research_2026-04-04_18-34-16_live_round,38863.69575,14
A_research_2026-04-04_18-34-16_live_round,38927.67925,25
A_research_2026-04-04_18-34-16_live_round,38929.98875,35
A_research_2026-04-04_18-34-16_live_round,38932.336,44
A_research_2026-04-04_18-34-16_live_round,38935.624666,52
A_research_2026-04-04_18-34-16_live_round,38937.903041,59
A_research_2026-04-04_18-34-16_live_round,38940.169,66
A_research_2026-04-04_18-34-16_live_round,38942.43525,72
A_research_2026-04-04_18-34-16_live_round,38944.708333,78
A_research_2026-04-04_18-34-16_live_round,38946.984458,80
A_research_2026-04-04_18-34-16_live_round,39948.960125,80
A_research_2026-04-04_18-34-16_live_round,40950.845333,80
A_research_2026-04-04_18-34-16_live_round,41951.251125,80
A_research_2026-04-04_18-34-16_live_round,42962.348083,80
A_research_2026-04-04_18-34-16_live_round,43964.454791,80
A_research_2026-04-04_18-34-16_live_round,44965.887,80
A_research_2026-04-04_18-34-16_live_round,45966.697208,80
A_research_2026-04-04_18-34-16_live_round,46968.299458,80
A_research_2026-04-04_18-34-16_live_round,47202.711916,78
A_research_2026-04-04_18-34-16_live_round,47205.446041,84
A_research_2026-04-04_18-34-16_live_round,47426.552041,76
A_research_2026-04-04_18-34-16_live_round,47429.763916,80
A_research_2026-04-04_18-34-16_live_round,47789.335333,78
A_research_2026-04-04_18-34-16_live_round,47792.125625,84
A_research_2026-04-04_18-34-16_live_round,48435.386875,76
A_research_2026-04-04_18-34-16_live_round,48438.241416,69
A_research_2026-04-04_18-34-16_live_round,48441.142583,61
A_research_2026-04-04_18-34-16_live_round,48443.959916,52
A_research_2026-04-04_18-34-16_live_round,48446.829958,43
A_research_2026-04-04_18-34-16_live_round,48449.630708,33
A_research_2026-04-04_18-34-16_live_round,48452.460666,21
A_research_2026-04-04_18-34-16_live_round,48456.543541,8
A_research_2026-04-04_18-34-16_live_round,48708.668083,19
A_research_2026-04-04_18-34-16_live_round,48966.37875,29
A_research_2026-04-04_18-34-16_live_round,49216.969125,17
A_research_2026-04-04_18-34-16_live_round,49586.798708,27
A_research_2026-04-04_18-34-16_live_round,49592.107625,37
A_research_2026-04-04_18-34-16_live_round,49597.507625,46
A_research_2026-04-04_18-34-16_live_round,49813.820625,36
A_research_2026-04-04_18-34-16_live_round,49816.8145,24
A_research_2026-04-04_18-34-16_live_round,49836.970958,34
A_research_2026-04-04_18-34-16_live_round,49839.835,52
